NOTA;PROJETO;TÍTULO;MUNICÍPIO;PLANO;CRITÉRIO;POSTES PREV;POSTES REAL;CLIET. PREV;CLIET. REAL;V. PROJETO;ENERGIZAÇÃO;SUPERVISOR;ENCARREGADO;INICIO;FIM;PERFIL;ORIGEM_ETL;FAIXA;TITULO;MUNICIPIO;STATUS;LV;PES S/I;PES DESLIG;RESUMO;OBS;CLIET.;CAVR;CAVD;PSTP;PSTR;EQPP;EQPR;RDEP;RDER;AVNP;AVNR;V. PRJ 25%;CART.;PV. INÍCIO;PV. FIM;AR;DT. SEPARAÇÃO;RESERVA;SACADO;PRÉ FECHAMENTO;SIMPLIFICADA;VISITA PRÉVIA;REFERÊNCIA;LATITUDE;LONGITUDE;V. REAL;RESUMO LV;Nº PES;DATA DESL;CRITERIO;COORDENADAS;PG'S;LINK PROJETO;CONCRETO;% POSTES;% CAVAS;OBS CAVA;CAT;DT DESL;AS BUILT;DEVOLUÇAO;CLIENT.;CART;DESLIG;DIAS;DIAS.1;BOOK;DIAS.2;LAT;LONG
;B-1170043;;;PLANO 7;;;;;;R$ 56.320,08;;;JEFFERSON;;;;Janeiro 26;;UB-CIND-RUA-QUIPA 1226 -PR-CENTRO;JAGUARARI;Energizada;;;7588;DESL + LV;ENERGIZADA;;;;2;;;;;;100%;;;;05/01/2026;16/01/2026;;07/01/2026;;TRUE;TRUE;;;Q069246;;;;;LV-4591;;GOVERNO;-9,8913282, -39,9656842;E937004 – E937005;https://drive.google.com/file/d/1cvg8_AgVYmPryFcsAkPydO3A98IwoVey/view;0;0%;;;;30/01/2026;TRUE;TRUE;1;jan./1;;;;;;;
;B-1023469;;;PLANO 14;;;;;;R$ 135.705,85;;;JOILSON;;;;Janeiro 26;;RR-SEIN-FAZ-ANJO-RURAL;SENHOR DO BONFIM;Energizada;;;167030;DESL + ENERGZ;ENERGIZADA;;15;;15;;;;;;100%;;;;19/01/2026;31/01/2026;;07/01/2026;;TRUE;TRUE;;;D250701;;;;;1591 EN;;GOVERNO;-10,3841074, -40,1187975;E875598 – E875612;https://drive.google.com/file/d/1D_HpxkPYmhMOgQzicJAzR6K4DOqufsIq/view;2;13%;;;;15/01/2026;TRUE;TRUE;4;jan./1;;;;;;;
;B-1221916;;;PLANO 7;;;;;;R$ 188.959,99;;;JEFFERSON;;;;Janeiro 26;;UB-CIND-RUA-DO MORRINHO-CENTRO;JAGUARARI;Em execução;;;7655;DESL + LV + BT + ENERGZ;;;;;21;;;;;;100%;;;;12/01/2026;17/01/2026;;07/01/2026;;TRUE;TRUE;;;Q069242;;;;;EN1551-BT1563-BT-1567-LV6498;;QLP;-9,8904815, -39,9658245;E875633 – E875653;https://drive.google.com/file/d/1n_xffADCT16pqNHvte3HZBQd3Rc1Hrom/view;25;119%;;;;31/01/2026;FALSE;FALSE;8;jan./1;;;;;;;
;B-1043420;;;PLANO 14;;;;;;R$ 802.121,47;;;GESONI;;;;Janeiro 26;;MP-CCOL-POV. VARZINHA RURAL;ITIÚBA;;;;;LV + ENERGZ;FALTA 3430547 ALÇA 25, 3431611 LAÇO 25;;;;79;70;;;;;50%;;;;26/01/2026;28/02/2026;;15/01/2026;;TRUE;TRUE;;;D249046;;;;;LV-5724         24223 EN;;INSTITUCIONAL;-10,9296104, -39,7060011;E936738 – E936816;https://drive.google.com/file/d/1iVWNsZQ0Vj0cs6UliI2EDHEfyZb44H_g/view?usp=drive_link;77;97%;;;;;FALSE;FALSE;7;jan./1;;;;;;;
;B-1229278;;;PLANO 7;;;;;;R$ 25.386,79;;;JOILSON;;;;Janeiro 26;;UB-CIND-RUA-PASSAGEM VELHA-OLARIA;SENHOR DO BONFIM;Energizada;;;;BT;ENERGIZADA;;;;5;;;;;;100%;;;;26/01/2026;30/01/2026;;20/01/2026;;;TRUE;;;D911630;;;;;5213 BT;;AGIL;-10,5053418, -40,1614599;;;5;100%;;;;;TRUE;TRUE;1;jan./1;;;;;;;
;B-1228653;;;PLANO 7;;;;;;R$ 103.250,38;;;JEFFERSON;;;;Janeiro 26;;ER-CIND-RUA-DA LINHA-CENTRO-FLAMENGO;JAGUARARI;;;;5367;DESL + LV + BT + ENERGZ;FALTA TRAFO 3-45 210444, ELO 3H 536781, 3X70 2230084;;3;;3;;;;;;100%;;;;05/01/2026;16/01/2026;;07/01/2026;;TRUE;TRUE;;;Q048359;;;;;1527 BT 1537 EN;;SOLICITAÇÃO ATENDIMENTO;-10,0433385, -40,2269572;E875506 – E875508;https://drive.google.com/file/d/1koCRpj2CZnQIsd9IYKN1OYg42zhNUzl_/view;2;67%;;;;28/01/2026;FALSE;FALSE;1;jan./1;;;;;;;
;B-1228865;;;PLANO 8;;;;;;R$ 74.513,20;;;JOILSON;;;;Janeiro 26;;RC-CIND-ROD-BOMFIM IGARA 407-RR-S BOMFIM;SENHOR DO BONFIM;Energizada;;;9461;DESL + LV;ENERGIZADA;;;;5;;;;;;100%;;;;13/01/2026;24/01/2026;;26/01/2026;;;TRUE;;;Q043242;;;;;LV-6041;;JUDICIAL;-10,4115142, -40,1820197;E875509 – E875513;https://drive.google.com/file/d/18GLhVyQbAeZqxZBqhuv8xT3s3xnqZIdr/view;5;100%;;;;23/01/2026;TRUE;TRUE;0;jan./1;;;;;;;
;B-1235535;;;PLANO 7;;;;;;R$ 22.388,97;;;JOILSON;;;;Janeiro 26;;ER-SEIN-POV-TANQUE VELHO-TANQUE VELHO;SENHOR DO BONFIM;Energizada;;;;BT;ENERGIZADA;;;;4;;;;;;100%;;;;22/01/2026;27/01/2026;;20/01/2026;;;TRUE;;;D097591;;;;;5221 BT;;AGIL;-10,5560158, -40,1168724;;;4;100%;;;;;TRUE;TRUE;1;jan./1;;;;;;;
;B-1237655;;;PLANO 7;;;;;;R$ 8.254,87;;;JOSE ROBERTO;;;;Janeiro 26;;ER-CIND-FAZ-MELANCIA-RURAL-ANDORINHA;ANDORINHAS;Energizada;;;;BT;ENERGIZADA;;;;2;;;;;;100%;;;;26/01/2026;30/01/2026;;20/01/2026;;;TRUE;;;D554623;;;;;5236 BT;;AGIL;-10,3396259, -39,8088047;;;2;100%;;;;;TRUE;TRUE;1;jan./1;;;;;;;
;B-1229407;;;PLANO 7;;;;;;R$ 66.630,28;;;JOSE ROBERTO;;;;Janeiro 26;;UB-CIND-RUA-FLORISVALDO F CARDOSO-CENTRO;ANTÔNIO GONÇALVES;Energizada;;;;BT;ENERGIZADA;;12;;12;;;;;;100%;;;;05/01/2026;14/01/2026;;07/01/2026;;TRUE;TRUE;;;D008505;;;;;;;QLP;-10,5758932, -40,273331;E875520 – E875531;https://drive.google.com/file/d/13CFJBocynavyy0QeHb1C5hHmGeEUcUxG/view;12;100%;;;;;TRUE;TRUE;6;jan./1;;;;;;;
;B-1214216;;;PLANO 7;;;;;;R$ 42.875,57;;;JOSE ROBERTO;;;;Janeiro 26;;RI-SEIN-RUA-ALTO DA ESTA AO-ANTONIO GONC;ANTÔNIO GONÇALVES;Energizada;;;;LV + ENERGZ;ENERGIZADA;;3;;3;;;;;;100%;;;;05/01/2026;14/01/2026;;07/01/2026;;TRUE;TRUE;;;D084805;;;;;;;GOVERNO;-10,5716478, -40,2805947;E875503 – E875505;https://drive.google.com/file/d/1_B-x0xUD_wm871785R6TMpbC1HFFONMw/view;3;100%;;;;;TRUE;TRUE;1;jan./1;;;;;;;
;B-1194846;;;PLANO 7;;;;;;R$ 13.143,02;;;;;;;Janeiro 26;;IT-GOVE-RUA-CARNAIBA DE BAIXO-CENTRO;PINDOBAÇU;Cancelada;;;;LV + ENERGZ;Devolver material;;;;1;;;;;;100%;;;;05/01/2026;16/01/2026;;08/01/2026;;;TRUE;;;Q065535;;;;;2757 EN;;GOVERNO;-10,7331432, -40,450431;E937000;https://drive.google.com/file/d/1w8IhfM3aET8Db_DqQkqMpSUKwil_8kkk/view;0;100%;;;;;FALSE;FALSE;0;jan./1;;;;;;;
;B-1218789;;;PLANO 7;;;;;;R$ 12.000,00;;;JOSE ROBERTO;;;;Janeiro 26;;UB-CIND-RUA-JOAO GONCALVES-CENTRO ANTONI;ANTÔNIO GONÇALVES;Energizada;;;;BT;ENERGIZADA;;3;;3;;;;;;100%;;;;15/12/2025;19/12/2025;;11/12/2025;;TRUE;TRUE;FALSE;FALSE;;;;;;;;AGIL;;;;0;0%;;;;;TRUE;TRUE;1;dez./1;;;;;;;
;B-1201683;;;PLANO 7;;;;;;R$ 802.766,79;;;JEFFERSON/OSMAR;;;;Janeiro 26;;ER-SEIN-POV-SANTO ANTONIO-SANTO ANTONIO;JAGUARARI;;;;;LV + ENERGZ + BT;;;;;94;20;;;;;80%;;;;20/01/2026;28/02/2026;;26/01/2026;;;TRUE;;;B971287;;;;;LV-6538;;GOVERNO;-10,0283077, -40,0517367;E936903 – E936995;https://drive.google.com/file/d/1ypo2v-XF7HyvPiCu55oHvcALYKtBnRxg/view;57;61%;;;;;FALSE;FALSE;9;jan./1;;;;;;;
;B-1213741;;;PLANO 7;;;;;;R$ 239.084,55;;;JOSE ROBERTO;;;;Janeiro 26;;RR-SEIN-RUA-PINDOBACU-CENTRO;PINDOBAÇU;;;;;LV + BT + ENERGZ;FALTA 1102 3x35 2230076;;;;33;;;;;;100%;;;;13/01/2026;31/01/2026;;13/01/2026;;TRUE;TRUE;;;Q036262;;;;;LV-5674;;GOVERNO;-10,6216199, -40,2905741;E936417 – E936448;https://drive.google.com/file/d/1OUrliukqqrj_sKOeh_P-TgwvPeYk6S3J/view;35;106%;;;;;FALSE;FALSE;0;jan./1;;;;;;;
;B-1213480;;;PLANO 7;;;;;;R$ 314.397,05;;;REGINALDO;;;;Janeiro 26;;IP-SEIN-RUA-ITAPICURU-RURAL;PINDOBAÇU;;;;;LV + BT + ENERGZ;FALTA CABO 1876 3X35 2230076;;;;39;34;;;;;80%;;;;05/01/2026;19/01/2026;;08/01/2026;;TRUE;TRUE;;;Q056995;;;;;2813 EN LV-6517;;GOVERNO;-10,7993508, -40,380492;E936521 – E936558;https://drive.google.com/file/d/1_rT7MYpbbS2UoT4wakh3zwp-KwuKqbLt/view?usp=drive_link;42;108%;;;;;FALSE;FALSE;0;jan./1;;;;;;;
;B-1221931;;;PLANO 7;;;;;;R$ 22.354,91;;;JOSE ROBERTO;;;;Janeiro 26;;ER-CIND-RUA-APOLONIO-JATOBA;PINDOBAÇU;Energizada;;;;BT;ENERGIZADA;;;;4;;;;;;100%;;;;19/01/2026;24/01/2026;;20/01/2026;;;TRUE;;;Q063899;;;;;5224 BT;;AGIL;-10,739757, -40,4714933;;;4;100%;;;;;TRUE;TRUE;1;jan./1;;;;;;;
;B-1155068;;;PLANO 7;;;;;;R$ 88.538,44;;;;;;;Janeiro 26;;EQ-GRUA-ROD BR 407 - RURAL;PONTO NOVO;Paralisada;;;;RELIG;;;;;0;0;;;;;100%;;;;;;;;;;;;;DEPENDE DE 9102069530;;;;;;;MMGD;;;https://drive.google.com/file/d/1WEPBbYCotEgnGitlXdoiOTy27kAKT03S/view;0;100%;;;;;FALSE;FALSE;0;jan./1;;;;;;;
;B-1187294;;;PLANO 7;;;;;;R$ 97.291,85;;;;;;;Janeiro 26;;EQ-COEL-ROD-CJN - SIX ENERGY-RURAL;PONTO NOVO;Paralisada;;;;RELIG;;;;;0;0;;;;;100%;;;;;;;;;;;;;DEPENDE DE OUTRO PROJETO;;;;;;;MMGD;;;https://drive.google.com/file/d/1lwe87KiV8_qlu3uowUl1wlTyc2B6XGUZ/view;0;100%;;;;;FALSE;FALSE;0;jan./1;;;;;;;
;B-1223728;;;PLANO 7;;;;;;R$ 6.502,60;;;MARCELO;;;;Janeiro 26;;ER-CIND-TRV-SENHOR DO BONFIM-CENTRO-TIJU;SENHOR DO BONFIM;Energizada;;;;BT;ENERGIZADA;;;;1;;;;;;100%;;;;20/01/2026;23/01/2026;;20/01/2026;;;TRUE;;;D408504;;;;;5284 BT;;AGIL;-10,6208025, -40,1372741;;;1;100%;;;;;TRUE;TRUE;1;jan./1;;;;;;;
;B-1185253;;;PLANO 7;;;;;;R$ 133.144,47;;;;;;;Janeiro 26;;EQ GRUA-FAZ-RIACHO DOS NEGROS-RURAL;QUEIMADAS;Paralisada;;;;RELIG;;;;;0;0;;;;;100%;;;;;;;;;;;;;DEPENDE DE OUTRO PROJETO;;;;;;;MMGD;;;https://drive.google.com/file/d/1TcwDfsEJAKA-6uXkkk6A3HSB6bISnUkV/view;0;100%;;;;;FALSE;FALSE;0;jan./1;;;;;;;
;B-1223889;;;PLANO 7;;;;;;R$ 301.753,13;;;ANAILTON;;;;Janeiro 26;;ER-CIND-POV-LAGOA DAS MO AS- PONTO NOVO;QUEIMADAS;;;;;LV + ENERGZ;FALTA TRAFO 2-15 211308, FALTA ELO 0,5H 536778,  2322006 SUSPENSAO, 3430547 ALÇA 25, 3431611 LAÇO 25;;;;33;29;;;;;100%;;;;12/01/2026;24/01/2026;;12/01/2026;;TRUE;TRUE;;;D918621;;;;;2886 EN LV-5584;;QLP;-10,9948355, -39,5379872;E936384 – E936416;https://drive.google.com/file/d/1QagrSAAiJWunSk947lAJ6e3ElyJ3AtEn/view?usp=drive_link;32;97%;;;;;FALSE;FALSE;2;jan./1;;;;;;;
;B-1200575;;;PLANO 14;;;;;;R$ 9.937,27;;;OSMAR;;;;Janeiro 26;;ER-CIND-TRV-SAO FRANCISCO -RURAL;CAMPO FORMOSO;Energizada;;;4727;DESL;ENERGIZADA;;;;2;;;;;;100%;;;;15/12/2025;20/12/2025;;09/12/2025;;TRUE;TRUE;;;D130228;;;;;;;PRIORIDADE PLANO ANEEL;-10,3195859, -39,1927885;E903481 – E903482;https://drive.google.com/file/d/10HJ5boLCn412A8pZ4lcGQ_dCB0NAwAvA/view?usp=drive_link;0;0%;;;;27/01/2026;TRUE;TRUE;1;dez./1;;;;;;;
;B-1214280;;;PLANO 7;;;;;;R$ 211.050,93;;;MARCELO;;;;Janeiro 26;;ER-CIND-POV-ALECRIM PEDRAS ALTAS-RURAL;QUEIMADAS;;;;;LV + ENERGZ;;;;;31;;;;;;100%;;;;19/01/2025;31/01/2026;;05/01/2026;;TRUE;TRUE;;;D085909;;;;;LV-1169          24226 EN;;QLP;-11,1013139, -39,8757613;E936353 – E936383;https://drive.google.com/file/d/1NK9tsMR-2pkOtRS7SOoKtYo5jmg8xiYa/view;30;97%;;;;;FALSE;FALSE;1;jan./1;;;;;;;
;B-1022962;;;PLANO 14;;;;;;R$ 115.177,33;;;MARCELO;;;;Janeiro 26;;RR-CCOL-FAZ-BOA VISTA-RURAL;QUEIMADAS;;;;;LV + ENERGZ;;;;;28;;;;;;100%;;;;05/01/2025;17/01/2026;;05/01/2026;;TRUE;TRUE;;;D755470;;;;;LV-1138          24256 EN;;INSTITUCIONAL;-11,1366409, -39,7243466;E936270 – E936296;https://drive.google.com/file/d/1iYz87MMRvru0zsqQrykoZ7K8AJ4IPix8/view;19;68%;;;;;FALSE;FALSE;0;jan./1;;;;;;;
;B-1209354;;;PLANO 7;;;;;;R$ 15.777,43;;;REGINALDO;;;;Janeiro 26;;ER-CIND-RUA-FLAVIO SILVA 10-UMBURANAS;SENHOR DO BONFIM;Cancelada;;;;DESL;;;;;2;0;;;;;100%;;;;13/01/2026;24/01/2026;;16/01/2026;;;TRUE;;;Q049888;;;;;;;QLP;-10,4589335, -40,1388655;E937006 – E937007;https://drive.google.com/file/d/176vmqD-4dtx84CRC_w4PaEq-PdKBFWXJ/view;0;100%;;;;;FALSE;FALSE;1;jan./1;;;;;;;
;B-1235063;;;PLANO 7;;;;;;R$ 5.629,36;;;;;;;Janeiro 26;;ER-SEIN-FAZ-VARZEA FUNDA -RURAL;SENHOR DO BONFIM;Cancelada;;;;BT;Cancelada;;;;1;;;;;;100%;;;;19/01/2026;22/01/2026;;;;;;;;D309083;;;;;;;AGIL;-10,5591413, -39,9873763;;;0;100%;;;;;FALSE;FALSE;1;jan./1;;;;;;;
;B-1192514;;;PLANO 7;;;;;;R$ 223.226,52;;;OSMAR;;;;Janeiro 26;;RR-CCOL-POV-MALACAXETA 1800-LAGEDO;JAGUARARI;Energizada;;;;LV + ENERGZ;ENERGIZADA;;;;28;;;;;;100%;;;;19/01/2026;24/01/2026;;13/01/2026;;TRUE;TRUE;;;Q048752;;;;;2890 EN LV-5647;;GOVERNO;-10,1785883, -40,1623422;E936297 – E936324;https://drive.google.com/file/d/15T5edlGcCGLBZsGk8FBz7k7aSNEGzBGO/view;27;96%;;;;;TRUE;TRUE;3;jan./1;;;;;;;
;B-1218599;;;PLANO 7;;;;;;R$ 85.822,51;;;OSMAR;;;;Janeiro 26;;ER-CIND-ET-PEDRA BRANCA-RURAL;MONTE SANTO;Energizada;;;;BT;ENERGIZADA;;;;10;;;;;;100%;;;;;;;;;TRUE;TRUE;;;D772198;;;;;154524 EN LV-161772;;QLP;-10,7408517, -40,1242072;;https://drive.google.com/file/d/1FBZ8mw8c7iDhTCvgp8LBeXd8FO9byPXz/view?usp=drive_link;10;100%;;;;;TRUE;TRUE;0;dez./1;;;;;;;
;B-1123207;;;PLANO 14;;;;;;R$ 36.939,22;07/01/2026;;OSMAR;;;;Janeiro 26;;ER-CIND-FAZ-PEDRA-DO MATADOURO;MONTE SANTO;Energizada;;;;BT;ENERGIZADA;;;;6;;;;;;100%;;;;05/01/2026;10/01/2026;;05/01/2026;;TRUE;TRUE;;;D394958;;;;;1605 BT;;NOVOS QUESTIONAMENTOS ANEEL;-10,479504, -39,3025142;E875514 – E875519;https://drive.google.com/file/d/1Slf6OG7UadPjZ1SHAOa39ahiJrTYSi13/view;0;0%;;;;;TRUE;TRUE;1;jan./1;;;;;;;
;B-1192368;;;PLANO 14;;;;;;R$ 1.660,62;08/01/2026;;OSMAR;;;;Janeiro 26;;ER-CIND-FAZ-MARIA DE LIMA-MARIA DE LIMA;MONTE SANTO;Energizada;;;;BT;ENERGIZADA;;;;0;;;;;;100%;;;;05/01/2026;10/01/2026;;05/01/2026;;TRUE;TRUE;;;D252116;;;;;1597 BT;;SLA;-10,4062685, -39,210528;;https://drive.google.com/file/d/1WjkWdoE9aMIypSmy2MMhjjzWcREpEi6H/view;0;100%;;;;;TRUE;TRUE;1;jan./1;;;;;;;
;B-1225952;;;PLANO 7;;;;;;R$ 18.490,19;;;REGINALDO;;;;Janeiro 26;;UB-CIND-RUA-MARIA ARAUJO-JUSTINO GOMES;ANDORINHAS;Energizada;;;;BT;ENERGIZADA;;;;3;3;;;;;100%;;;;27/01/2026;31/01/2026;;20/01/2026;;;TRUE;;;Q097016;;;;;5226 BT;;AGIL;-10,3439107, -39,8354242;;;2;67%;;;;;TRUE;TRUE;1;jan./1;;;;;;;
;B-1227477;;;PLANO 7;;;;;;R$ 54.221,62;;;REGINALDO;;;;Janeiro 26;;ER-CIND-POV-SERRA MORGADOS-RURAL;JAGUARARI;Energizada;;;;BT;ENERGIZADA;;;;8;;;;;;100%;;;;19/01/2026;30/01/2026;;20/01/2026;;;TRUE;;;D137558;;;;;5177 BT;;AGIL;-10,2396611, -40,2399918;;;0;0%;;;;;TRUE;TRUE;1;jan./1;;;;;;;
;B-1157179;;;PLANO 7;;;;;;R$ 455.995,37;;;;;;;Janeiro 26;;IT GRUA AG CANDIDO FONSECA RURAL;SENHOR DO BONFIM;Paralisada;;;;DESL + LV;;;;;36;0;;;;;67%;;;;05/01/2026;31/01/2026;;06/01/2026;;;TRUE;;;;;;;;;;GRUPO A;;E936449 – E936483;https://drive.google.com/file/d/1nZP2Q6clxLAi_G9FpR2MdqvbdUJSXpbr/view;3;100%;;;;;FALSE;FALSE;1;jan./1;;;;;;;
;B-1157045;;;PLANO 7;;;;;;R$ 99.427,13;;;;;;;Janeiro 26;;EQ GRUA-AG CANDIDO FONSECA;SENHOR DO BONFIM;Paralisada;;;;LV;;;;;1;0;;;;;100%;;;;;;;;;;;;;Q041880;;;;;;;MMGD;-10,4831793, -40,1660255;E936996;https://drive.google.com/file/d/1jHzMUmfkfSL9z1YRdGBS4ADe8iBXbHg3/view;0;100%;;;;;FALSE;FALSE;0;jan./1;;;;;;;
;B-1234592;;;;;;;;;;;;REGINALDO;;;;Janeiro 26;;ER CIND MARISTAS ;SENHOR DO BONFIM;Energizada;;;;;ENERGIZADA;;;;1;1;;;;;;;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;;;1;100%;;;;;TRUE;TRUE;;;;;;;;;
;B-1201683;;;PLANO 7;;;;;;R$ 802.766,79;;ADRIANO;OSMAR;;;;Fevereiro 26;;ER-SEIN-POV-SANTO ANTONIO-SANTO ANTONIO;JAGUARARI;;;;;LV + ENERGZ + BT; ELO 0,5H 536778;;48 FURADAS;;94;20;;;;;100%;;;;02/02/2026;27/02/2026;;03/02/2026;;;TRUE;;;B971287;;;;N3/4;LV-6538 EN 24717   BT 24724;;GOVERNO;-10,027566, -40,051352;E936903 – E936995;https://drive.google.com/file/d/1ypo2v-XF7HyvPiCu55oHvcALYKtBnRxg/view;57;;;;;;;FALSE;9;jan./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,027566;-40,051352
;B-1203968;;;PLANO 7;;;;;;R$ 663.368,59;28/02/2026;EDLECIO;ADAO;;;;Fevereiro 26;;RR-CIND-FAZ-JOAO GOMES-RURAL;CAMPO FORMOSO;Energizada;;;;LV+ ENERGZ;ENERGIZADA;;91;;91;0;;;;;100%;;;;02/02/2026;27/02/2026;;;;TRUE;TRUE;;FALSE;;;;;;24167 EN;;QLP;-10,1347086, -40,4111479;E936669 – E936737;https://drive.google.com/file/d/1KSc6z13NMyr7n5wp1d1gb9M5gAB4qBLi/view?usp=drive_link;90;;;;;;;FALSE;;fev./1;;20;20;TRUE;OK;-10,1347086;-40,4111479
;B-0983966;;;PLANO 14;;;;;;R$ 405.345,63;;EDLECIO;;;;;Fevereiro 26;;ER-CCOL-POV ARARAS-RURAL;CAMPO FORMOSO;Paralisada;;;;LV + ENERGZ;COLOCAR COMO AVANÇO;;;;87;;;;;;100%;;;;23/02/2026;31/03/2026;;;;;TRUE;;;B139343;;;;N3/4;;;QLP;-10,143847, -40,5343069;E936817 – E936895;https://drive.google.com/file/d/11KlXf3ohk262ltz0mSsMGoXngFhBwc47/view;0;;;;;;;FALSE;8;jan./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,143847;-40,5343069
;B-1043420;;;PLANO 14;;;;;;R$ 802.121,47;;GABRIEL;GESONI;;;;Fevereiro 26;;MP-CCOL-POV. VARZINHA RURAL;ITIUBA;;;;;LV + ENERGZ;FALTA CABO 4 2202040;;53 FURADAS (26 DETONADAS);;79;70;;;;;50%;;;;23/02/2026;31/03/2026;;02/02/2026;;TRUE;TRUE;;;D249046;;;;N3/4;LV-5724  EN 24223 ;;INSTITUCIONAL;-10,9296104, -39,7060011;E936738 – E936816;https://drive.google.com/file/d/1iVWNsZQ0Vj0cs6UliI2EDHEfyZb44H_g/view?usp=drive_link;77;;;;;;;FALSE;7;jan./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,9296104;-39,7060011
;B-1213374;;;PLANO 7;;;;;;R$ 448.030,10;;ADRIANO;REGINALDO;;;;Fevereiro 26;;RI-SEIN-RUA-PINDOBACU-CENTRO;PINDOBAÇU;;;;;DESL + BT + ENERGZ;FALTA  2212022 3x35 XLPE, 2202040 CABO 4;;61;;61;62;;;;;100%;;;;02/02/2026;20/02/2026;;;;TRUE;TRUE;;;Q037089;;;;;20353(D) 23147 EN     23149 BT;;GOVERNO;-10,6682725, -40,3236711;E936609 – E936668;https://drive.google.com/file/d/1Utd2yOlswUx804w_pQErmAIBoci3PLBW/view;57;;;;;27/02/2026;;FALSE;0;jan./1;PENDENTE ANALISE //  (1 SUBS E 2 POSTE);Nao concluida;Nao concluida;;Nao concluida;-10,6682725;-40,3236711
;B-0984471;;;PLANO 14;;;;;;R$ 248.561,08;;EDLECIO;ADAO;;;;Fevereiro 26;;MP-CCOL-POV ARARAS-RURAL;CAMPO FORMOSO;;;;;LV + ENERGZ;FALTA ELO 0,5H 536778;;39 FURADAS;;51;2;;;;;100%;;;;02/02/2026;27/02/2026;;;;TRUE;TRUE;;;B139231;;;;N3/4;LV-6619    24172 EN;;AIC AUDITORIA;-10,1154277, -40,4850514;E936559 – E936608;https://drive.google.com/file/d/1yFKO37daW2DuXEErbro-rEfuw7VKp6kj/view;51;;;;;;;FALSE;6;jan./1;É POSSIVEL;Nao concluida;Nao concluida;FALSE;Nao concluida;-10,1154277;-40,4850514
;B-1213480;;;PLANO 7;;;;;;R$ 314.397,05;;ADRIANO;REGINALDO;;;;Fevereiro 26;;IP-SEIN-RUA-ITAPICURU-RURAL;PINDOBAÇU;;;;;DESL + LV + BT + ENERGZ; FALTA 3431760 LAÇO 35, CABO 2230076 3X35(35),536779 - ELO  1H,CONECT ESTRIBO 2403000 ;;39;;39;34;;;;;100%;;;;16/02/2026;27/02/2026;;04/02/2026;;FALSE;TRUE;;;Q056995;;;;1 N1;2813 EN LV-6517 / 18242 (D) 24730 BT;;GOVERNO;-10,7993508, -40,380492;E936521 – E936558;https://drive.google.com/file/d/1_rT7MYpbbS2UoT4wakh3zwp-KwuKqbLt/view?usp=drive_link;42;;;;;19/02/2026;;FALSE;0;jan./1;DESATIVAR VÃO;Nao concluida;Nao concluida;;Nao concluida;-10,7993508;-40,380492
;B-0603860;;;PLANO 14;;;;;;R$ 145.038,21;;GABRIEL;ALDAIR;;;;Fevereiro 26;;MP-CCOL-POV. MANDI COMPL-RURAL;ANDORINHA;;;;;LV + ENERGZ + BT;FALTA TRAFO 4 2-10 211304, FALTA ELO 0,5H 536778, CONECT ESTRIBO 2403000 ;;40;;38;41;;;;;100%;;;;02/02/2026;18/02/2026;;;;TRUE;TRUE;;;D040108;;;;;2891 EN       2892 BT;;AIC AUDITORIA;-10,2372809, -39,7605516;E936484 – E936520;https://drive.google.com/file/d/17avaG8zEW6an6JTBzSPHMhWlnw158saO/view;40;;;;;;;FALSE;5;jan./1;;Nao concluida;Nao concluida;;Nao concluida;-10,2372809;-39,7605516
;B-1157179;;;PLANO 7;;;;;;R$ 455.995,37;;;;;;;Fevereiro 26;;IT GRUA AG CANDIDO FONSECA RURAL;SENHOR DO BONFIM;Paralisada;;;;DESL + LV;Paralisada;;;;36;22;;;;;100%;;;;;;;;;;TRUE;;;;;;;;;;GRUPO A;;E936449 – E936483;https://drive.google.com/file/d/1nZP2Q6clxLAi_G9FpR2MdqvbdUJSXpbr/view;3;;;;;;;FALSE;1;jan./1;MELHORAMENTO;Nao concluida;Nao concluida;;Nao concluida;;
;B-0570402;;;PLANO 14;;;;;;R$ 137.134,64;;ADRIANO;JEFFERSON;;;;Fevereiro 26;;MP-CIND-FAZ MULAMBA-TANQUINHO-RURAL;JAGUARARI;;;;;LV + ENERGZ;FALTA CABO 4 2202040, 3430547 ALÇA 25, ELO 0,5H 536778;;35;;35;31;;;;;100%;;;;16/02/2026;27/02/2026;;16/02/2026;;;TRUE;;;D686168;;;;1 N1-3;22452 LV EN 24314;;GOVERNO;-10,0598907, -40,2563495; E939107 -  E939142;https://drive.google.com/file/d/1XwD7J2s9T0MUwQmz_r-J5Q82iHlVpkPJ/view;35;;;;;;;FALSE;1;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,0598907;-40,2563495
