NOTA;PROJETO;TÍTULO;MUNICÍPIO;PLANO;CRITÉRIO;POSTES PREV;POSTES REAL;CLIET. PREV;CLIET. REAL;V. PROJETO;ENERGIZAÇÃO;SUPERVISOR;ENCARREGADO;INICIO;FIM;PERFIL;ORIGEM_ETL;FAIXA;TITULO;MUNICIPIO;STATUS;LV;PES S/I;PES DESLIG;RESUMO;OBS;CLIET.;CAVR;CAVD;PSTP;PSTR;EQPP;EQPR;RDEP;RDER;AVNP;AVNR;V. PRJ 25%;CART.;PV. INÍCIO;PV. FIM;AR;DT. SEPARAÇÃO;RESERVA;SACADO;PRÉ FECHAMENTO;SIMPLIFICADA;VISITA PRÉVIA;REFERÊNCIA;LATITUDE;LONGITUDE;V. REAL;RESUMO LV;Nº PES;DATA DESL;CRITERIO;COORDENADAS;PG'S;LINK PROJETO;CONCRETO;% POSTES;% CAVAS;OBS CAVA;CAT;DT DESL;AS BUILT;DEVOLUÇAO;CLIENT.;CART;DESLIG;DIAS;DIAS.1;BOOK;DIAS.2;LAT;LONG
;B-1193455;;;PLANO 14;;;;;;R$ 341.230,88;;GABRIEL;ALDAIR;;;;Fevereiro 26;;RR-CIND-POV-TOCAS-RURAL;MONTE SANTO;;;;;LV + ENERGZ;FALTA CABO 4 2202040, Adicionar 2 poste 11600 AN1;;26 FURADAS;;33;8;;;;;100%;;;;16/02/2026;27/02/2026;;16/02/2026;;;TRUE;;;D020576;;;;N3;22178 LV   24283 EN;;QLP;-10,4476125, -39,5672436; E939143 -  E939175;https://drive.google.com/file/d/1-GHqX6N1FHBYQW6Mql1Qg7O-SRNvNzMF/view;35;;;;;;;FALSE;5;fev./1;NÃO E POSSIVEL;Nao concluida;Nao concluida;FALSE;Nao concluida;-10,4476125;-39,5672436
;B-1223889;;;PLANO 7;;;;;;R$ 301.753,13;;GABRIEL;ANAILTON;;;;Fevereiro 26;;ER-CIND-POV-LAGOA DAS MO AS- PONTO NOVO;QUEIMADAS;;;;;LV + ENERGZ;FALTA TRAFO 2-10 211304, FALTA ELO 0,5H 536778, 3430547 ALÇA 25 , CONECT ESTRIBO 2403000 ;;33;;33;29;;;;;100%;;;;02/02/2026;27/02/2026;;;;TRUE;TRUE;;;D918621;;;;1 N1-3;2886 EN LV-5584;;QLP;-10,9948355, -39,5379872;E936384 – E936416;https://drive.google.com/file/d/1QagrSAAiJWunSk947lAJ6e3ElyJ3AtEn/view?usp=drive_link;32;;;;;;;FALSE;2;jan./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,9948355;-39,5379872
;B-1213741;;;PLANO 7;;;;;;R$ 239.084,55;19/02/2026;ADRIANO;JOSE ROBERTO;;;;Fevereiro 26;;RR-SEIN-RUA-PINDOBACU-CENTRO;PINDOBAÇU;Energizada;;;;DESL + LV + BT + ENERGZ;ENERGIZADA;;33;;33;0;;;;;100%;;;;02/02/2026;20/02/2026;;24/02/2026;;TRUE;TRUE;;;Q036262;;;;N1 C/ TRF;  23153 EN / LV-5674 14752(D) LV-20421 23157 BT;;GOVERNO;-10,6216199, -40,2905741;E936417 – E936448;https://drive.google.com/file/d/1OUrliukqqrj_sKOeh_P-TgwvPeYk6S3J/view;35;;;;;13/02/2026;TRUE;TRUE;0;jan./1;SUBS CABO;OK;OK;TRUE;OK;-10,6216199;-40,2905741
;B-1214280;;;PLANO 7;;;;;;R$ 211.050,93;;GABRIEL;MARCELO;;;;Fevereiro 26;;ER-CIND-POV-ALECRIM PEDRAS ALTAS-RURAL;QUEIMADAS;;;;;LV + ENERGZ;FALTA CABO 4 2202040, 3430547 ALÇA 25, ELO 0,5H 536778;;0;;31;0;;;;;50%;;;;16/02/2026;31/03/2026;;;;TRUE;TRUE;;;D085909;;;;N3/4;LV-1169 EN 24226;;QLP;-11,1013139, -39,8757613;E936353 – E936383;https://drive.google.com/file/d/1NK9tsMR-2pkOtRS7SOoKtYo5jmg8xiYa/view;30;;;;;;;FALSE;1;jan./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-11,1013139;-39,8757613
;B-1193733;;;PLANO 14;;;;;;R$ 234.605,22;;EDLECIO;ISRAEL;;;;Fevereiro 26;;MP-CIND-POV-VARZEA-RURAL;CAMPO FORMOSO;;;;;LV + ENERGZ;FALTA CABO 4 2202040, 3430547 ALÇA 25;;16 FURADAS(2 DETONADAS);;29;0;;;;;100%;;;;16/02/2026;27/02/2026;;09/02/2026;;;TRUE;;;D176735;;;;SUB PST N4-3;22083 LV EN 24308 ;;QLP;-10,2004073, -40,3397152; E939176 -  E939205;https://drive.google.com/file/d/1rwrdEiCFEP4vHfYWJMi4CQBA42nNjUEW/view;29;;;;;;;FALSE;2;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,2004073;-40,3397152
;B-1022962;;;PLANO 14;;;;;;R$ 115.177,33;;GABRIEL;;;;;Fevereiro 26;;RR-CCOL-FAZ-BOA VISTA-RURAL;QUEIMADAS;Paralisada;;;;DESL;;;;;28;;;;;;100%;;;;02/02/2026;27/02/2026;;;;TRUE;TRUE;;;D755470;;;;;LV-1138     24256 EN;;INSTITUCIONAL;-11,1366409, -39,7243466;E936270 – E936296;https://drive.google.com/file/d/1iYz87MMRvru0zsqQrykoZ7K8AJ4IPix8/view;19;;;;;;;FALSE;0;jan./1;N3 P/ N4;Nao concluida;Nao concluida;;Nao concluida;-11,1366409;-39,7243466
;B-1067126;;;PLANO 8;;;;;;R$ 351.525,00;14/02/2026;GABRIEL;ALDAIR;;;;Fevereiro 26;;IS-COEL-PR -COMERCIO-ANDORINHA;ANDORINHA;Energizada;;;;DESL + LV;ENERGIZADA;;27;;27;0;;;;;100%;;;;02/02/2026;22/02/2026;;24/02/2026;;TRUE;TRUE;;;Q109712;;;;;;;JUDICIAL;-10,5021538, -39,4067176;E936243 – E936269;https://drive.google.com/file/d/1zL042QxT5snV06b_oVubU9G6zFUdXZ4G/view;18;;;;;08/02/2026;TRUE;TRUE;0;jan./1;SUBS 9 PSTP E 9 VAOS MT;OK;OK;TRUE;OK;-10,5021538;-39,4067176
;B-1221916;;;PLANO 7;;;;;;R$ 165.426,67;07/02/2026;ADRIANO;JEFFERSON;;;;Fevereiro 26;;UB-CIND-RUA-DO MORRINHO-CENTRO;JAGUARARI;Energizada;;;;DESL + LV;ENERGIZADA;;26;;26;0;;;;;100%;;;;02/02/2026;20/02/2026;;02/02/2026;;TRUE;TRUE;;FALSE;;;;;;;;QLP;-9,8904815, -39,9658245; E939254 -  E939272;https://drive.google.com/file/d/1n_xffADCT16pqNHvte3HZBQd3Rc1Hrom/view;25;;;;;;TRUE;TRUE;;fev./1;;OK;OK;TRUE;OK;-9,8904815; -39,9658245
;B-1202248;;;PLANO 14;;;;;;R$ 169.109,47;;GABRIEL;ANAILTON;;;;Fevereiro 26;;RR-CIND-FAZ-CALDEIRÃO COBERTO-RURAL;NORDESTINA;;;;;LV + ENERGZ;FALTA ELO 0,5H 536778, 3430547 ALÇA 25;;23;;23;0;;;;;100%;;;;23/02/2026;27/02/2026;;16/02/2026;;;TRUE;;;B344153;;;;1 N4-3;22372 LV       24289 EN;;QLP;-10,8812609, -39,4129843; E939230 -  E939253;https://drive.google.com/file/d/1RDSayDf0L0uEGVXke8ZpF0OMRFzu7b9s/view;23;;;;;;;FALSE;2;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,8812609;-39,4129843
;B-1131090;;;PLANO 14;;;;;;R$ 226.735,22;;GABRIEL;MARCELO;;;;Fevereiro 26;;MP-CCOL-POV.FOVEIRA-RURAL;MONTE SANTO;;;;;LV + ENERGZ;FALTA ELO 0,5H 536778, 3430547 ALÇA 25, CONECT ESTRIBO 2403000 ;;23;;23;22;;;;;100%;;;;16/02/2026;27/02/2026;;16/02/2026;;;TRUE;;;D366131;;;;1 N4-3;22397 LV  24298 EN;;INSTITUCIONAL;-10,3581384, -39,353502; E939206 -  E939229;https://drive.google.com/file/d/1HNbpFNOl89ROnj9-HG9cd6ak8Z778wer/view;20;;;;;;;FALSE;7;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,3581384;-39,353502
;B-1152989;;;PLANO 14;;;;;;R$ 212.049,17;;GABRIEL;MARCELO;;;;Fevereiro 26;;MP-CIND-FAZ-RIACHO FUNDO-RURAL;MONTE SANTO;;;;;LV + ENERGZ;FALTA ELO 0,5H 536778, FALTA CABO 4 2202040, 3430547 ALÇA 25;;1;;20;0;;;;;50%;;;;16/02/2026;27/02/2026;;16/02/2026;;;TRUE;;;D575044;;;;N3/4;22438 LV  24298 EN;;AIC AUDITORIA;-10,3779791, -39,2275343;E959940 - E959959;https://drive.google.com/file/d/1NkC7jgPMGj5FLxrOHtp0Z0v0sL74y0CP/view;18;;;;;;;FALSE;2;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,3779791;-39,2275343
;B-1187904;;;PLANO 14;;;;;;R$ 162.733,98;;ADRIANO;REGINALDO;;;;Fevereiro 26;;ER-CIND-POV-VARZEA QUEIMADA-3;FILADÉLFIA;;;;;LV + ENERGZ;FALTA CABO 4 2202040, 3430547 ALÇA 25, ELO 0,5H 536778, CONECT ESTRIBO 2403000 ;;19;;19;18;;;;;100%;;;;23/02/2026;27/02/2026;;17/02/2026;;;TRUE;;;D406736;;;;N3/4;22458 LV  24315 EN;;QLP;-10,7862048, -40,1412658;E959960 - E959977;https://drive.google.com/file/d/1rgx9pjVyYe46mIjz6dZ2ILtjVUtJuKZm/view;10;;;;;;;FALSE;3;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,7862048;-40,1412658
;B-1167474;;;PLANO 7;;;;;;R$ 189.770,94;;EDLECIO;JOSE ROBERTO;;;;Fevereiro 26;;RR-CIND-FAZ-CAMPINAS-CAMPINHOS;CAMPO FORMOSO;;;;;DESL + LV;Mudar desligamento - Passar BT;;0;;17;;;;;;100%;;;;23/02/2026;27/02/2026;;17/02/2026;;;;;;Q061738;;;;4 PSTP;18464 (D);;QLP;-10,5358836, -40,431366;E959978 - E959995;https://drive.google.com/file/d/18oVi-DfmD6yB6glOozlZxRy4vekT_I0a/view?usp=drive_link;18;;;;;24/02/2026;;FALSE;1;fev./1;ADF EM 7 VAO E SUB 2 PST;Nao concluida;Nao concluida;;Nao concluida;-10,5358836;-40,431366
;B-1069756;;;PLANO 14;;;;;;R$ 123.275,29;;EDLECIO;ADAO;;;;Fevereiro 26;;MP-CCOL-POV-ARARAS-RURAL;CAMPO FORMOSO;;;;;LV + ENERGZ;"FALTA CABO 4 2202040; Realizar 1 Poda";;PENDENTE FURAR;;15;;;;;;100%;;;;16/02/2026;27/02/2026;;16/02/2026;;;TRUE;;;B139659;;;;1 N4-3;22318 LV  24708 EN;;SUBSÍDIO DE DEFESA;-9,9794725, -40,4737873;E959996 - E960010;https://drive.google.com/file/d/1lKoZ9hXiXWtVUPJtOMn8mJHpthkfu0R6/view?usp=drive_link;15;;;;;;;FALSE;2;fev./1;NÃO E POSSIVEL;Nao concluida;Nao concluida;FALSE;Nao concluida;-9,9794725;-40,4737873
;B-1242603;;;PLANO 14;;;;;;R$ 70.498,88;07/02/2026;GABRIEL;ANAILTON;;;;Fevereiro 26;;ER-CIND-POV-MATINHA-RURAL;ITIUBA;Energizada;;;;LV + ENERGZ;ENERGIZADA;;14;;14;0;;;;;100%;;;;02/02/2026;13/02/2026;;12/01/2026;;TRUE;TRUE;;;Q093542;;;;;1451 EN LV-5569;;REPUTACIONAL;-10,6510182, -39,8157491;E960011 - E960025;https://drive.google.com/file/d/1k-8OJ2oSQ7CGQLWvAN5QdgOl8p4gJWlp/view;14;;#VALUE!;;;;TRUE;TRUE;1;jan./1;;OK;OK;TRUE;OK;-10,6510182;-39,8157491
;B-0734547;;;PLANO 14;;;;;;R$ 69.829,38;;EDLECIO;ISRAEL;;;;Fevereiro 26;;MP-CCOL-POV ATALHO 44444 - RURAL;CAMPO FORMOSO;;;;;LV + ENERGZ;FALTA TRAFO 2 2-10 211304, FALTA ELO 0,5H 536778, CONECT ESTRIBO 2403000 ;;0;;14;;;;;;100%;;;;16/02/2026;27/02/2026;;;;TRUE;TRUE;;;Q025022;;;;N1-3;5346 EN LV-6480;;REPUTACIONAL;-10,1273956, -40,732631;E875570 – E875583;https://drive.google.com/file/d/18UJcbZbswKDWyPqqCjc-0SFHTwe3YsNK/view;13;;;;;;;FALSE;3;jan./1;NÃO E POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,1273956;-40,732631
;B-1151663;;;PLANO 7;;;;;;R$ 150.213,08;;GABRIEL;ANAILTON;;;;Fevereiro 26;;AC - CIND FAZ LAGINHA - RURAL;CANSANÇÃO;;;;;LV + ENERGZ;FALTA TRAFO 1 2-10 211304, FALTA ELO 0,5H 536778, CONECT ESTRIBO 2403000 ;;12 FURADAS (8 DETONADAS);;13;12;;;;;100%;;;;16/02/2026;27/02/2026;;02/02/2026;;;TRUE;;;D353699;;;;1 N4-3;20320 EN  // 21888 LV;;RECLAMAÇÃO;-10,6493745, -39,4713057;E960026 - E960039;https://drive.google.com/file/d/1NP88ud6-o_lCx7-f529poCzFniA5kP0y/view;13;;;;;;;FALSE;1;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,6493745;-39,4713057
;B-1211865;;;PLANO 7;;;;;;R$ 127.045,72;;ADRIANO;REGINALDO;;;;Fevereiro 26;;UB-CIND-RUA-DO CONTORNO-URBANA;FILADÉLFIA;;;;;DESL + LV + ENERGZ;CONECT ESTRIBO 2403000, 536781 - ELO  3H FALTA ;;12;;12;10;;;;;100%;;;;23/02/2026;27/02/2026;;17/02/2026;;;TRUE;;;Q054990;;;;1 N4-3;18805 DESL 1 25/02 / 18844 DESL 2 26/02/ 20313 EN  // 21863 LV;;QLP;-10,7233948, -40,1238703;E960040 - E960051;https://drive.google.com/file/d/1fKKTHr7zmkGUR_rRv03vi7BqDLyMTHlj/view;12;;;;;25/02/2026;;FALSE;1;fev./1;SUB 3 PST BT E 3 VAO BT;Nao concluida;Nao concluida;;Nao concluida;-10,7233948;-40,1238703
;B-1084618;;;PLANO 7;;;;;;R$ 56.320,08;;EDLECIO;;;;;Fevereiro 26;;LD CIND FAZ SANTA RITA RURAL;CAMPO FORMOSO;Cancelada;;;;DESL + LV;;;;;11;0;;;;;100%;;;;23/02/2026;27/02/2026;;;;;TRUE;;;D568744;;;;SUB PST N1-3;;;QLP;-10,5205239, -40,4334179;E960064 - E960074;https://drive.google.com/file/d/16rqNbd9Rmz3ILUYnfMcNw28rRbMmcug4/view;0;;;;;;;FALSE;1;fev./1;RELOC TRAFO;Nao concluida;Nao concluida;;Nao concluida;-10,5205239;-40,4334179
;B-1228884;;;PLANO 7;;;;;;R$ 98.955,17;;GABRIEL;;;;;Fevereiro 26;;ER-CIND-POV-CARRAPATO 10000-RURAL;ITIUBA;Cancelada;;;;LV + ENERGZ;;;;;11;0;;;;;100%;;;;16/02/2026;20/02/2026;;;;;TRUE;;;D003951;;;;1 N1-3;;;QLP;-10,7088911, -40,0005639;E960075 - E960087;https://drive.google.com/file/d/1iFTbWZQUBju6QnYdS9iSKsfYRlOa8U-4/view;0;;;;;;;FALSE;1;fev./1;NÃO E POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,7088911;-40,0005639
;B-1214688;;;PLANO 7;;;;;;R$ 82.213,77;19/02/2026;EDLECIO;ISRAEL;;;;Fevereiro 26;;ER-CIND-POV-BAIXAO-RURAL;CAMPO FORMOSO;Energizada;;;;LV + ENERGZ+ BT;ENERGIZADA;;11;;11;0;;;;;100%;;;;16/02/2026;20/02/2026;;09/02/2026;;TRUE;TRUE;;;D220968;;;;N3/4;20301 BT / 20306 EN  // 22097  LV;;QLP;-10,4960847, -40,5590754;E960052 - E960063;https://drive.google.com/file/d/1tDt36s4o1AjcyEiCPgKBw7o65hg5PqA1/view;9;;;;;;TRUE;TRUE;2;fev./1;É POSSIVEL;OK;OK;TRUE;OK;-10,4960847;-40,5590754
;B-1212991;;;PLANO 7;;;;;;R$ 56.320,08;;ADRIANO;;;;;Fevereiro 26;;ER-CIND-FAZ-INGAS-RURAL;PINDOBAÇU;Cancelada;;;;DESL;;;;;11;0;;;;;100%;;;;23/02/2026;27/02/2026;;;;;TRUE;;;Q037064;;;;;;;QLP;-10,7074447, -40,3481493;E960088 - E960099;https://drive.google.com/file/d/1DnGZznXOe5TTdomGmQCAPf69qZEVXucP/view;0;;;;;;;FALSE;1;fev./1;SUB 1 PSTP;Nao concluida;Nao concluida;;Nao concluida;-10,7074447;-40,3481493
;B-1227353;;;PLANO 7;;;;;;R$ 57.648,84;13/02/2026;ADRIANO;EDSON;;;;Fevereiro 26;;UB-CIND-RUA-DA LINHA-CENTRO;PINDOBAÇU;Energizada;;;;BT;ENERGIZADA;;10;;10;0;;;;;100%;;;;16/02/2026;20/02/2026;;10/02/2026;;TRUE;TRUE;;;D700793;;;;;20291 BT;;QLP;-10,7386008, -40,3653318;E960100 - E960109;https://drive.google.com/file/d/1fE37TEn7LTroZrLQ_ZOHLnmWE5TLiUQL/view;10;;;;;;TRUE;TRUE;2;fev./1;;OK;OK;TRUE;OK;-10,7386008;-40,3653318
;B-1227539;;;PLANO 7;;;;;;R$ 136.460,34;;GABRIEL;ALDAIR;;;;Fevereiro 26;;UB-CIND-AV-JOSE CORGOSINHO CF-CENTRO;ANDORINHA;;;;;DESL + LV;FALTA TRAFO 3-75 211446, ELO 5H 536783, 3X70 2230084, LAÇO 50 3431560, ALÇA 50 3430545 ;;3 DETONADAS;;9;0;;;;;100%;;;;23/02/2026;27/02/2026;;02/02/2026;;;TRUE;;;Q090993;;;;1 CH;LV-20433 DESL 18972;;GOVERNO;-10,3481841, -39,837421;E960119 - E960128;https://drive.google.com/file/d/1mMTZHBWWP6ifq6NVBJWxSpd7hz7Orbnq/view;9;;;;;26/02/2026;;FALSE;1;fev./1;PENDENTE ANALISE // ADF EM 10 VAOS;Nao concluida;Nao concluida;;Nao concluida;-10,3481841;-39,837421
;B-1202352;;;PLANO 7;;;;;;R$ 74.873,29;;EDLECIO;;;;;Fevereiro 26;;AC-CIND-REG.FV POV-ABREU DO PACAUI-RURAL;CAMPO FORMOSO;Paralisada;;;;LV + ENERGZ;DEPENDE DE B-1202349(MÊS 4);;;;8;;;;;;100%;;;;;;;;;;;;;;;;;N3;;;QLP;;E960129 - E960140;https://drive.google.com/file/d/1F7J-k9-YdAx-2HhKYPvCgQ_C6iDa8TZR/view;0;;;;;;;FALSE;2;fev./1;É POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;;
;B-1163365;;;PLANO 14;;;;;;R$ 82.059,10;19/02/2026;GABRIEL;GESONI;;;;Fevereiro 26;;ER-CIND-POV-ASSENT OURICURI-TORTO;ITIUBA;Energizada;;;;BT;ENERGIZADA;;8;;8;0;;;;;100%;;;;09/02/2026;13/02/2026;;09/02/2026;;TRUE;TRUE;;;E609308;;;;;20287 BT;;INSTITUCIONAL;-10,7657576 , -39,9183235;E960141 - E960149;https://drive.google.com/file/d/1Lx_imHFtSFLRFXNQeFDne3yJCB3X9X5B/view;9;;;;;;TRUE;TRUE;1;fev./1;;OK;OK;TRUE;OK;-10,7657576;-39,9183235
;B-1220217;;;PLANO 7;;;;;;R$ 31.227,54;04/02/2026;ADRIANO;JOILSON;;;;Fevereiro 26;;ER-CIND-POV-PASSAGEM VELHA 14-RURAL;SENHOR DO BONFIM;Energizada;;;;BT;ENERGIZADA;;6;;6;0;;;;;100%;;;;02/02/2026;13/02/2026;;04/02/2026;;TRUE;TRUE;;;E524673;;;;;;;INSTITUCIONAL;-10,51257675,-40,16281708;E960150 - E960155;https://drive.google.com/file/d/15m4WocAEXJEMF4dYIlvVMkFgbTAMTRty/view;6;;;;;;TRUE;TRUE;2;fev./1;;OK;OK;TRUE;OK;-10,51257675;-40,16281708
;B-1231272;;;PLANO 7;;;;;;R$ 35.107,74;;GABRIEL;;;;;Fevereiro 26;;ER-CIND-FAZ-MORRO REDONDO-RURAL M REDOND;ANDORINHA;Paralisada;;;;DESL;;;;;5;0;;;;;100%;;;;12/02/2026;20/02/2026;;02/02/2026;;TRUE;TRUE;;;D237071;;;;;14749(D);;OBRAS ÁGEIS;-10,4644564, -39,8919356;E960156 - E960160;https://drive.google.com/file/d/1ohRT7YL_jhrPLTce_SB6oHPu0Fhnb4-2/view?usp=drive_link;5;;;;;;;FALSE;1;fev./1;SUBS TRF;Nao concluida;Nao concluida;;Nao concluida;-10,4644564;-39,8919356
;B-1211882;;;PLANO 7;;;;;;R$ 56.320,08;;GABRIEL;;;;;Fevereiro 26;;LD-CCOL-POV. ROMULO CAMPOS-RURAL;ITIUBA;Cancelada;;;;LV + ENERGZ;;;;;5;0;;;;;100%;;;;16/02/2026;20/02/2026;;;;;TRUE;;;Q089014;;;;1 N1-3;;;QLP;-10,6656649, -39,7442263;E960161 - E960165;https://drive.google.com/file/d/1ZlShfdqHg53i_6yF_pkdkV7fC8rqInra/view;0;;;;;;;FALSE;1;fev./1;NÃO E POSSIVEL;Nao concluida;Nao concluida;;Nao concluida;-10,6656649;-39,7442263
;B-1229382;;;PLANO 8;;;;;;R$ 56.320,08;;GABRIEL;MARCELO;;;;Fevereiro 26;;RC-PREF-RUA-PONTE NOVA-CENTRO;QUEIMADAS;;;;;DESL + LV;FALTA CABO 4 2202040, 3430547 ALÇA 25, ELO 0,5H 536778;;5;;5;4;;;;;100%;;;;23/02/2026;27/02/2026;;02/02/2026;;;TRUE;;;Q104198;;;;1 N4;22221 (D);;QLP;-10,966255, -39,6266983;E960166 - E960170;https://drive.google.com/file/d/1LCuK2VNEOWAEaBD78IbXkHPp9RxnLk5F/view;0;;;;;28/02/2026;;FALSE;1;fev./1;SUBS 2 VAOS MT;Nao concluida;Nao concluida;;Nao concluida;-10,966255;-39,6266983
;B-1235222;;;PLANO 7;;;;;;R$ 26.255,62;12/02/2026;ADRIANO;OSMAR;;;;Fevereiro 26;;UB-CIND-RUA-SALVADOR-NOVO PILAR;JAGUARARI;Energizada;;;;BT;ENERGIZADA;;4;;4;0;;;;;100%;;;;03/02/2026;06/02/2026;;03/02/2026;;TRUE;TRUE;;;E383460;;;;;19546 BT;;OBRAS ÁGEIS;-9,8867443, -39,9750279;E960171 - E960175;https://drive.google.com/file/d/15I_KjRDGKtSZJxg5POltd4Vsl7Q1pFqM/view?usp=drive_link;0;;;;;;TRUE;TRUE;1;fev./1;;OK;OK;TRUE;OK;-9,8867443;-39,9750279
;B-1238247;;;PLANO 7;;;;;;R$ 20.120,43;10/02/2026;ADRIANO;VITOR;;;;Fevereiro 26;;ER-CIND-FAZ-ITAPICURU-RURAL-ITAPICURU;PINDOBAÇU;Energizada;;;;BT;ENERGIZADA;;4;;4;0;;;;;100%;;;;16/02/2026;20/02/2026;;10/02/2026;;TRUE;TRUE;;;D920705;;;;;20280 BT;;OBRAS ÁGEIS;-10,7603437, -40,3735219;E960176 - E960180;https://drive.google.com/file/d/1wLyG-E0eKtrD--9koEfA8nV7i9vI1ML-/view;4;;;;;;TRUE;TRUE;1;fev./1;;OK;OK;TRUE;OK;-10,7603437;-40,3735219
;B-1218933;;;PLANO 7;;;;;;R$ 17.019,62;21/02/2026;GABRIEL;ANAILTON;;;;Fevereiro 26;;ER-CIND-POV-TAPERA-RURAL;MONTE SANTO;Energizada;;;;DESL;ENERGIZADA;;3;;3;0;;;;;100%;;;;16/02/2026;20/02/2026;;16/02/2026;;TRUE;TRUE;;;A269213;;;;;18365 (D)     25370 BT;;OBRAS ÁGEIS;-10,4765066, -39,3455336;E960193 - E960195;https://drive.google.com/file/d/15--7xfkm0ARDRypmDEonZN4SBy1I4MqI/view;3;;;;;20/02/2026;TRUE;TRUE;1;fev./1;1 PSPT BT;OK;OK;TRUE;OK;-10,4765066;-39,3455336
;B-1227102;;;PLANO 7;;;;;;R$ 20.406,94;10/02/2026;GABRIEL;ANAILTON;;;;Fevereiro 26;;UB-CIND-RUA-ALTO DAS POPULARES 80-NORDES;NORDESTINA;Energizada;;;;BT;ENERGIZADA;;3;;3;0;;;;;100%;;;;16/02/2026;20/02/2026;;02/02/2026;;TRUE;TRUE;;;Q101743;;;;;19530 BT;;OBRAS ÁGEIS;-10,8300414, -39,4323508;E960199 - E960201;https://drive.google.com/file/d/14eE8IL6rnR8HN6jAoXzkuCLR6BVSiQiq/view;1;;;;;;TRUE;TRUE;0;fev./1;;OK;OK;TRUE;OK;-10,8300414;-39,4323508
;B-1153560;;;PLANO 8;;;;;;R$ 35.948,81;27/02/2026;GABRIEL;ANTONIO;;;;Fevereiro 26;;RC-CIND-CJN-CALUNGA-RURAL;MONTE SANTO;Energizada;;;;DESL + LV;ENERGIZADA;;0;;3;0;;;;;100%;;;;23/02/2026;27/02/2026;;16/02/2026;;TRUE;TRUE;;;D366345;;;;2 PSTP;DESL 19007   //  21868 LV;;INSTITUCIONAL;-10,3720924, -39,2941562;E960196 - E960199;https://drive.google.com/file/d/15I_KjRDGKtSZJxg5POltd4Vsl7Q1pFqM/view;3;;;;;27/02/2026;TRUE;TRUE;0;fev./1;SUBS 2 VAOS MT;OK;OK;TRUE;OK;-10,3720924;-39,2941562
;B-1219020;;;PLANO 7;;;;;;R$ 17.237,92;;GABRIEL;MARCELO;;;;Fevereiro 26;;UB-CIND-RUA-NOVA-ALTO DA COLINA;MONTE SANTO;;;;;BT; FALTA 3431760 LAÇO 35;;2 (1 PENDENTE COMPRESSOR);;3;3;;;;;100%;;;;09/02/2026;13/02/2026;;16/02/2026;;;TRUE;;;E592238;;;;;19497 BT;;OBRAS ÁGEIS;-10,4283828,-39,3250001;E960190 - E960192;https://drive.google.com/file/d/1P1_YjzmTpcYPiO9N_n6c7bb3TdLg5Dd1/view;3;;;;;;;FALSE;1;fev./1;;Nao concluida;Nao concluida;;Nao concluida;-10,4283828;-39,3250001
;B-1239666;;;PLANO 7;;;;;;R$ 14.020,77;;GABRIEL;GESONI;;;;Fevereiro 26;;ER-CIND-RUA- JOEL ALVES-CENTRO;ITIUBA;;;;;BT; FALTA 3431760 LAÇO 35;;3;;3;0;;;;;100%;;;;23/02/2026;27/02/2026;;09/02/2026;;FALSE;TRUE;;FALSE;Q067141;;;;;20897 BT;;OBRAS ÁGEIS;-10,6836694, -39,8588552;E960227 - E960229;https://drive.google.com/file/d/1rrszZusLpMF8hjVoQJJFEiHNeGSeG3xy/view?usp=drive_link;3;;;;;;FALSE;FALSE;1;fev./1;;Nao concluida;Nao concluida;FALSE;Nao concluida;-10,6836694;-39,8588552
;B-1232017;;;PLANO 7;;;;;;R$ 15.669,90;14/02/2026;GABRIEL;GESONI;;;;Fevereiro 26;;ER-CIND-LOT-JOSE SEVERO HOMEM-RURAL;ITIUBA;Energizada;;;;BT;ENERGIZADA;;3;;3;0;;;;;100%;;;;09/02/2026;13/02/2026;;09/02/2026;;TRUE;TRUE;;;D512590;;;;;19520 BT;;OBRAS ÁGEIS;-10,6642587, -39,75363;E960187 - E960189;https://drive.google.com/file/d/1sHwwP4l5ZoiEr1oDAVoSPcbCeEBuZJD-/view;1;;;;;;TRUE;TRUE;1;fev./1;;OK;OK;TRUE;OK;-10,6642587;-39,75363
