CRITÉRIO;NOTA;PROJETO;TÍTULO;MUNICIPIO;SEPARAR MATERIAL;STATUS;SITUAÇÃO;DATA DESLIG;STATUS 1;CLIET.;PSTP;PST REALZ;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVANÇO;V. PROJETO;VALOR 30%;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;SITUAÇÃO.1;CARTEIRA;OBRAS SIMPLIFICADAS;TECNICO FECHAMENTO;VISITA PRÉVIA;PRÉ FECHAMENTO;SI PG;PG INICIAL;PG FINAL;ORIGEM_ETL;VALOR 25%;LINK MAPS;PRE FECHAMENTO;OBS;TITULO;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;CRITERIO;ESTÁGIO DE OBRAS;RESPONSÁVEL;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1
PRIORIDADE PLANO ANEEL;9102132923;1167478;;SOBRADINHO;;;;;;0;0;0;;;;7.1.2.3;100%;R$ 18.515,05;;05/08/2025;11/08/2025;PEDRO LINO ;ANDERSON;SANDRO DUARTE;-9,5178207;-40,8168339;;;;;;;0 POSTE;;;Agosto 25;;;APP;;ER-CIND-POV-CANAA 3-RURAL;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102167799;1189286;;SOBRADINHO;;;;;;1;0;0;;;;7.1.2.3;100%;R$ 21.736,21;;25/08/2025;26/08/2025;PEDRO LINO ;ANDERSON;SANDRO DUARTE;-9,4892458;-40,9372263;;;;;;;0 POSTE;;;Agosto 25;;;;;AC-CIND-POV-ALGODAO VELHO-ALGODAO VELHO;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9102145299;1173118;;SENTO SÉ;;;;;;1;31;;;;;14.4.12.1;50%;R$ 228.569,67;;25/08/2025;29/09/2025;JACSON;RODRIGUES;SANDRO DUARTE;-10,6688349;-41,7234453;;;;;;;DA PLANILHA;E750989;E751019;Agosto 25;;;;;ER-CIND-FAZ-SERRA BRANCA-RURAL-SENTO SE;NÃO INICIADA;;R$ 52.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102243208;1203075;;SOBRADINHO;;;;;;2;2;2;;;;7.1.1.3;100%;R$ 13.136,68;;04/08/2025;09/08/2025;JUAREZ;RODRIGUES;SANDRO DUARTE;-9,4707912;-40,7903158;;;;;;;DA PLANILHA;E820185;E820186;Agosto 25;;;APP;;UB-CIND-RUA-05 QDA-VILA SAO JOAQUIM;CONCLUIDA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102145973;1180176;;UAUÁ;;;;;;1;1;1;;;;7.1.2.3;100%;R$ 6.556,76;;15/08/2025;23/08/2025;MANUTENÇÃO;ANDERSON;CARLOS EDUARDO;-9,8461864;-39,6618246;;;;;;;DA PLANILHA;E820317;E820317;Agosto 25;;;;;ER-CIND-FAZ-OURICURI-UAUA;CONCLUIDA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102211531;1193249;;UAUÁ;;;;;;1;1;1;;;;7.1.1.3;100%;R$ 7.357,54;;18/08/2025;23/08/2025;RUBEILTON;EDIE JONNES;CARLOS EDUARDO;-9,8368676;-39,4781102;;;;;;;DA PLANILHA;E820323;E820323;Agosto 25;;;;;UB-CIND-RUA-S O PAULO 999-D-CENTRO;CONCLUIDA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9101664952;997469;;SENTO SÉ;;;;;;2;43;;;;;7.1.2.3;50%;R$ 431.856,15;;;;ESCAVAÇÃO;RODRIGUES;SANDRO DUARTE;-10,2638619;-41,3329393;;;;;;;DA PLANILHA;E751020;E751062;Agosto 25;;;;;ER-CIND-POV-ALMAS-ALEGRE;NÃO INICIADA;;R$ 73.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102139558;1162074;;JUAZEIRO;;;;;;0;65;;;;;7.1.2.3;100%;R$ 1.466.884,47;;;;;SANTIAGO;VICTOR COSTA;-9,4570754;-40,3571651;;;;;;;DA PLANILHA;E819397;E819461;Agosto 25;;;;;AC-CIND-FAZ-MASSAYO-RURAL;RETIRADA ;EM REVISÃO;R$ 110.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102125670;1159894;;JUAZEIRO;;;;;;0;66;;;;;7.1.1.3;25%;R$ 1.460.659,08;;04/08/2025;29/11/2025;IVONALDO;SANTIAGO;VICTOR COSTA;-9,4665442;-40,4999899;;;;;;;DA PLANILHA ;E750526;E750585;Agosto 25;;;;;UB-CIND-RUA-JUAZEIRO-2;NÃO INICIADA;;R$ 112.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9101949328;1103537;;UAUÁ;;;;;;1;23;23;;;;14.4.12.1;100%;R$ 287.020,10;;23/08/2025;29/08/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-10,1413335;-39,485266;;;;;;;DA PLANILHA;E750731;E750753;Agosto 25;;;;;MP-CIND-FAZ-DOS LOIOLAS-RURAL;CONCLUIDA;;R$ 39.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102222606;1194918;;UAUÁ;;;;;;0;31;32;;;;7.1.2.3;100%;R$ 223.935,04;;08/08/2025;19/08/2025;RUBEILTON;EDIE JONNES;CARLOS EDUARDO;-9,8305908;-39,25449;;;;;;;DA PLANILHA;E820213;E820243;Agosto 25;;;;;ER-SEIN-FAZ-ALGODAO-ALGODAO;CONCLUIDA;;R$ 52.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102030324;1120926;;REMANSO;;;;;;17;111;;;;;14.4.12.1;33%;R$ 1.228.147,83;;21/08/2025;30/09/2025;SILVONEY;PAULO JUNIOR;MARLOS PEREIRA;-9,5834495;-42,1018369;;;;;;;DA PLANILHA;E778061;E778176;Agosto 25;;;;;MP CIND POV MANTEIGA RURAL MOD;NÃO INICIADA;;R$ 188.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102031594;1128536;;CASA NOVA;;;;;;17;166;;;;;14.4.12.1;40%;R$ 1.425.753,93;;18/08/2025;27/12/2025;FERNANDO;SANTIAGO;DIEGO CARVALHO;-9,6263923;-41,838502;;;;;;;DA PLANILHA;E819709;E819874;Agosto 25;;;;;MP-CCOL-POV-XIQUE XIQUE-RURAL;NÃO INICIADA;;R$ 282.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
;9102069137;1146087;;REMANSO;;;;;;12;172;;;;;7.1.2.3;10%;R$ 1.518.885,35;;;;;JORGE;;;;;;;;;;DA PLANILHA ;E750817;E750988;Agosto 25;;;;;MP-CCOL-FAZ.NOVA TAPUA-RURAL;EM EXECUÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9102151543;1173964;;REMANSO;;;;;;36;227;;;;;14.4.12.1;50%;R$ 1.356.414,52;;;;JORGE;JORGE;MARLOS PEREIRA;0;0;;;;;;;;;;Agosto 25;;;JORGE;;RR-CIND-POV-SALINA GRANDE-RURAL;NÃO INICIADA;;R$ 385.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9101867742;1058100;;REMANSO;;;;;;59;380;;;;;7.1.2.3;40%;R$ 4.341.201,10;;;;RUBEM;RUBEM;MARLOS PEREIRA;-9,392305;-42,1929795;;;;;;;DA PLANILHA;E774354;E774683;Agosto 25;;;RUBEM;;AC-CIND-POV-PONTA DA SERRA-RURAL;NÃO INICIADA;;R$ 646.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9101976713;1113834;;PILÃO ARCADO;;;;;;65;416;;;;;7.1.2.3;75%;R$ 5.716.579,81;;;30/09/2025;AILTON / MAURICIO;PAULO JUNIOR;MARLOS PEREIRA;-9,9331343;-42,9012232;;;;;;;DA PLANILHA;E799950;E800365;Agosto 25;;;APP;;AC-CIND ESCOLA MUN.DE BREJINHO-RURAL;EM EXECUÇÃO;;R$ 707.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9100096585;515938;;REMANSO;;;;;;93;1392;;;;;14.4.12.1;100%;R$ 10.351.277,04;;;;JORGE;JORGE;MARLOS PEREIRA;0;0;;;;;;;;;;Agosto 25;;;JORGE;;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;NÃO INICIADA;;R$ 2.366.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101915087;1101887;;JUAZEIRO;;;;;;0;2;;2;;;PLANO 1;100%;;;;;IVONALDO;SANTIAGO;;;;;;;;;;DA PLANILHA;E799863;E799864;Agosto 25;;;;;IE 01V2 NOVA TOURÃO RURAL EQUIP  N61580;EM EXECUÇÃO;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102329124;1219676;;JUAZEIRO;;OURO;;;;1;2;;;;;7.1.2.3;100%;R$ 15.190,27;;01/09/2025;01/09/2025;MICHEL;MICHEL;VICTOR BARROS;#N/D;#N/D;;;;;;;DA PLANILHA;E864175;E864176;Agosto 25;;;;;ER-CIND-POV-SABIA II-RURAL;CONCLUIDA;26/08/2025;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;                       ;;;;;;;;;;;;;Agosto 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INTERV SEGURANÇA;9102244605;1197173;;JUAZEIRO;OK;;;;;0;8;;;;;8.6.2003;100%;R$ 106.553,46;;01/09/2025;05/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;-9.425685;-40.5172658;;;;;;;;;;Setembro 25;;;;;IS-COEL-AV-MARIA DA G DE JESUS-J VITOR;CONCLUIDA;;R$ 13.600,00;;;;;;04/09/2025;;;;;;;;;;;;;;;;;;;
QLP;9102125395;1166448;;JUAZEIRO;OK;;;;;1;0;;;;;7.1.1.3;100%;R$ 10.018,73;;05/09/2025;05/09/2025;ITALO LV;ANDERSON;SANDRO SANTOS;-9.45761486;-40.487645;;;;;;;0 POSTE;;;Setembro 25;;;;;RU-CIND-AV-1-QDL-N33-DESTRITO INDUSTRIAL;CONCLUIDA;;R$ 0,00;;;R$ 1.606,00;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102219759;1196624;;JUAZEIRO;OK;;;;;1;0;;;;;7.1.1.3;100%;R$ 36.142,11;;27/08/2025;06/09/2025;MANUTENÇÃO;ANDERSON;VICTOR BARROS;-9.4449179;-40.5157863;;;;;;;;;;Setembro 25;;;;;AC-CIND-RUA-MALHADA DA AREIA-MALHADA DA;EM EXECUÇÃO;;R$ 0,00;;;;;;27/09/2025;;;;;;;;;;;;;;;;;;;
QLP;9102159954;1182387;;SOBRADINHO;OK;;;;;1;2;;;;;7.1.2.3;100%;R$ 33.321,44;;06/09/2025;06/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,525592;-40,7644843;;;;;;;DA PLANILHA ;E864159;E864160;Setembro 25;;;;;ER-CIND-FAZ-TOGUEMBURGO-SANTANA RURAL;CONCLUIDA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102314574;1212274;;SOBRADINHO;OK;;;;;;2;;;;;14.7.2003;100%;R$ 25.485,13;;06/09/2025;06/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9.5719662;-40.7752113;;;;;;;DA PLANILHA;E865109;E865110;Setembro 25;;;;;ER-CIND-POV-LAGOA GRANDE 9999-RURAL;CONCLUIDA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9101797572;1032275;;JUAZEIRO;OK;OURO;;;;1;6;;;;;14.4.12.1;100%;R$ 48.400,27;;02/09/2025;10/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;-9,0742368;-40,2047431;;;;;;;DA PLANILHA ;E864199;E864204;Setembro 25;;;;;ER-CIND-POV-PONTAL-RURAL;EM EXECUÇÃO;;R$ 10.200,00;;;;;;03/09/2025;;;;;;;;;;;;;;;;;;;
JUDICIAL;9102073209;1142581;;JUAZEIRO;OK;OURO;;;;0;5;8;;;;8.3.2.3;100%;R$ 20.129,67;;04/09/2025;10/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;0;0;;;;;;;DA PLANILHA;E864181;E864185;Setembro 25;;;;;RC-CIND-AV-08 150-QUIDE;CONCLUIDA;;R$ 8.500,00;;;;;;05/09/2025;;;;;;;;;;;;;;;;;;;
GOVERNO;9102332104;1217996;;JUAZEIRO;OK;OURO;;;;0;6;;;;;7.1.1.3;100%;R$ 69.318,59;;01/09/2025;12/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;#N/D;#N/D;;;;;;;DA PLANILHA;E864222;E864227;Setembro 25;;;;;IT-CIND-RUA-CINCO-CENTRO;ESCAVAÇÃO;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102232005;1187735;;REMANSO;;;;;;0;1;;;;;7.1.1.3;100%;R$ 55.020,71;;16/09/2025;16/09/2025;MANUTENÇÃO;ANDERSON;MARLOS LOPES ;-9,6172162;-42,0840119;;;;;;;DA PLANILHA;E864279;E864279;Setembro 25;;;;;AC-CIND-AV-BARAO DO RIO B-QUADRA 19;ESCAVAÇÃO;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102288631;1209983;;SOBRADINHO;OK;;;;;1;3;;;;;7.1.1.3;100%;R$ 59.494,36;;15/09/2025;16/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,4673387;-40,7933262;;;;;;;DA PLANILHA;E864196;E864198;Setembro 25;;;;;AC-CIND-RUA-05 QDA N 22-VILA SAO JOAQUIM;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102232122;1195222;;SOBRADINHO;;;;;;1;3;;;;;7.1.1.3;100%;R$ 32.872,25;;17/09/2025;18/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,4702329;-40,7949487;;;;;;;DA PLANILHA;E864307;E864309;Setembro 25;;;;;UB-CIND-RUA-02 QSA S 19-VILA S O JOAQUIM;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9102089655;1146807;;SOBRADINHO;;;;;;0;2;;;;;8.4.1.1;100%;R$ 402.232,59;;10/09/2025;19/09/2025;MANUTENÇÃO;ANDERSON;DIEGO ALMEIDA;-9,5366625;-40,9057719;;;;;;;DA PLANILHA;E864186;E864187;Setembro 25;;;;;NT-RECOND-SBO-01S4-D134830-Q023936;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102161579;1185166;;SOBRADINHO;;;;;;1;3;;;;;7.1.2.3;100%;R$ 54.933,93;;19/09/2025;20/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,4627287;-40,8772378;;;;;;;DA PLANILHA;E864274;E864276;Setembro 25;;;;;AC-CIND-FAZ-SÃO JOAQUIM-RURAL;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102163692;1184453;;JUAZEIRO;;;;;;1;4;;;;;7.1.2.3;100%;R$ 37.618,99;;15/09/2025;20/09/2025;MANUTENÇÃO;ANDERSON;VICTOR BARROS;-9,5304595;-39,9539396;;;;;;;DA PLANILHA;E864177;E864180;Setembro 25;;;;;ER-CIND-POV-PINHOES-PINHOES;NÃO INICIADA;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102237613;1198741;;REMANSO;;;;;;11;10;;;;;7.1.1.3;100%;R$ 59.217,22;;01/09/2025;20/09/2025;MANUTENÇÃO;ANDERSON;MARLOS LOPES ;-9,6063923;-42,0927632;;;;;;;DA PLANILHA;E864165;E864174;Setembro 25;;;;;UB-CIND-RCL-RUA-RUA DILSON VIEIRA-VILA;NÃO INICIADA;;R$ 17.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102140891;1176249;;SOBRADINHO;OK;;;;;0;4;;;;;7.1.2.3;100%;R$ 44.370,35;;22/09/2025;22/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,524956;-40,8539064;;;;;;;DA PLANILHA;E864217;E864220;Setembro 25;;;;;ER-CIND-POV-TATAUI-RURAL-SOBRADINHO;NÃO INICIADA;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102305123;1211884;;JUAZEIRO;;;;;;;1;;;;;7.1.1.3;100%;R$ 14.808,32;;23/09/2025;23/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;-9.4180224;-40.507459;;;;;;;DA PLANILHA;E876692;E876692;Setembro 25;;;;;AC-GRUA-AV-RAUL ALVES-SANTO ANTONIO;NÃO INICIADA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
SLA;9102131257;1163416;;JUAZEIRO;;;;;;1;4;;;;;14.4.12.1;100%;R$ 52.884,17;;24/09/2025;25/09/2025;PEDRO LINO;ANDERSON;SANDRO SANTOS;-9.6748125;-40.6029115;;;;;;;DA PLANILHA;E876693;E876697;Setembro 25;;;;;ER CIND POV JUNCO SALITRE RURAL;NÃO INICIADA;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102250804;1205723;;JUAZEIRO;OK;;;;;1;0;;;;;7.1.2.3;100%;R$ 33.959,26;;09/09/2025;26/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;0;0;;;;;;; 0 POSTE;;;Setembro 25;;;;;AC-CIND-POV-PINHOES-PINHOES;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;9102237181;1195081;;REMANSO;;;;;;0;2;;;;;7.1.2.3;100%;R$ 289.857,73;;10/09/2025;27/09/2025;MANUTENÇÃO;ANDERSON;MARLOS LOPES ;-9,6019523;-42,0840707;;;;;;;DA PLANILHA;E819654;E819655;Setembro 25;;;;;EQ COEL ROD BR 324 RURAL;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102154509;1175575;;SOBRADINHO;;;;;;1;5;;;;;7.1.2.3;100%;R$ 65.539,44;;10/09/2025;29/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,5095062;-40,7745147;;;;;;;DA PLANILHA;E819704;E819708;Setembro 25;;;;;AC-CIND-POV-LAGOA GRANDE-RURAL;NÃO INICIADA;;R$ 8.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102302023;1211868;;SOBRADINHO;;;;;;1;2;;;;;7.1.2.3;100%;R$ 28.894,27;;30/09/2025;30/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;0;0;;;;;;;DA PLANILHA;E864426;E864427;Setembro 25;;;;;ER-CIND-POV-SALGADINHA-SALGADINHA;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9102145299;1173118;;SENTO SÉ;;OURO;;;;1;31;;;;;14.4.12.1;100%;R$ 228.569,67;;;;;;SANDRO SANTOS;-10,6688349;-41,7234453;;;;;;;DA PLANILHA;E750989;E751019;Setembro 25;;;;;ER-CIND-FAZ-SERRA BRANCA-RURAL-SENTO SE;RETIRADA ;;R$ 52.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102140321;1171596;;CURAÇÁ;OK;;;;;1;12;;;;;14.7.2003;100%;R$ 127.556,34;;18/09/2025;06/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9.0727654;-39.9699296;;;;;;;;;;Setembro 25;;;;;ER-CIND-POV-BARRA GRANDE-RURAL;CONCLUIDA;;R$ 20.400,00;;;;;;23/09/2025;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9102130579;1165158;;UAUÁ;OK;;;;;0;3;;;;;1.2.1.1.3;50%;R$ 347.546,76;;08/09/2025;09/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,9754872;-39,4990407;;;;;;;DA PLANILHA;E864188;E864190;Setembro 25;;;;;IE-RUA-DO CONSELHEIRO-RURAL;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102156298;1182181;;CURAÇÁ;OK;;;;;1;1;;;;;7.1.2.3;100%;R$ 36.451,45;;10/09/2025;10/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9,0139747;-39,9234207;;;;;;;DA PLANILHA;E864221;E864221;Setembro 25;;;;;ER-CIND-FAZ-DO CANTO 1-A-RURAL-CURACA;NÃO INICIADA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102241837;1206271;;CURAÇÁ;OK;;;;;1;4;;;;;7.1.1.3;100%;R$ 24.118,01;;12/09/2025;12/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-8,9974759;-39,9028056;;;;;;;DA PLANILHA;E864491;E864494;Setembro 25;;;;;UB-CIND-AV-ACM 425-CURACA 1;NÃO INICIADA;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102096899;1178440;;JUAZEIRO;OK;;;;;1;26;;;;;7.1.2.3;100%;R$ 183.573,41;;03/09/2025;15/09/2025;GISMARIO;EDIE JONNES;VICTOR BARROS;-9,447105;-39,86499;;;;;;;DA PLANILHA;E864463;E864488;Setembro 25;;;;;AC-CIND-REG FV-POV-TANQUE NOVO-RURAL;NÃO INICIADA;;R$ 44.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9101896280;1088643;;UAUÁ;OK;OURO;;;;1;29;;;;;14.4.12.1;100%;R$ 307.839,74;;12/09/2025;15/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,9090698;-39,357881;;;;;;;DA PLANILHA;E864087;E864115;Setembro 25;;;;;MP CIND FAZ CARIRI RURAL;NÃO INICIADA;;R$ 49.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102310794;1215350;;UAUÁ;OK;;;;;0;2;;;;;7.1.1.3;100%;R$ 56.213,34;;16/09/2025;16/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;0;0;;;;;;;DA PLANLHA;E864489;E864490;Setembro 25;;;;;AC-GOVE-RUA-7 DE SETEMBRO-CENTRO;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102236628;1199956;;CURAÇÁ;OK;;;;;1;6;;;;;7.1.2.3;100%;R$ 37.790,63;;15/09/2025;16/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-8,9702533;-39,823905;;;;;;;DA PLANILHA ;E864228;E864233;Setembro 25;;;;;ER-CIND-FAZ-MACAMBIRA-RURAL;NÃO INICIADA;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102286504;1206677;;JUAZEIRO;;;;;;1;2;;;;;7.1.2.3;100%;R$ 32.360,91;;16/09/2025;16/09/2025;GISMARIO;EDIE JONNES;VICTOR BARROS;-9,5913002;-39,8762128;;;;;;;DA PLANILHA;E864085;E864086;Setembro 25;;;;;RR CIND FZ MACHADO PINHOES;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102322040;1216207;;CURAÇÁ;;;;;;0;1;;;;;7.1.2.3;100%;R$ 48.703,49;;17/09/2025;17/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;0;0;;;;;;;DA PLANILHA;E864164;E864164;Setembro 25;;;;;AC-CIND-FAZ-SURUBIM 33-RURAL;NÃO INICIADA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102143598;1170033;;UAUÁ;;;;;;1;10;;;;;37816;100%;R$ 137.223,12;;15/09/2025;18/09/2025;TURMA NOVA;EDIE JONNES;CARLOS EDUARDO;-10,0160719;-39,488488;;;;;;;DA PLANILHA;E864205;E864214;Setembro 25;;;;;ER-CIND-RUA-S O PAULO-CENTRO-LA DO PIRES;NÃO INICIADA;;R$ 17.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
