CRITÉRIO;NOTA;PROJETO;TÍTULO;MUNICIPIO;SEPARAR MATERIAL;STATUS;SITUAÇÃO;DATA DESLIG;STATUS 1;CLIET.;PSTP;PST REALZ;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVANÇO;V. PROJETO;VALOR 30%;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;SITUAÇÃO.1;CARTEIRA;OBRAS SIMPLIFICADAS;TECNICO FECHAMENTO;VISITA PRÉVIA;PRÉ FECHAMENTO;SI PG;PG INICIAL;PG FINAL;ORIGEM_ETL;VALOR 25%;LINK MAPS;PRE FECHAMENTO;OBS;TITULO;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;CRITERIO;ESTÁGIO DE OBRAS;RESPONSÁVEL;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1
;;1195955;;UAUÁ;;MIGRAR;;;;;;;;;;7.1.2.3;100%;;;;;JUAREZ;EDIE JONNES;;-9.8345323;-39.4149137;;SETEMBRO;;;;;;;;Novembro 25;;;;;ER-CIND-POV-MARIA PRETA 200-MARIA PRETA;;;;;;;;;;;LANÇAMENTO;CARLOS EDUARDO;1;6;;12/09/2025 E 30/09/2025;12/09/2025;30/09/2025;;NÃO;;;Ver no Mapa;;;;;
;;1144762;;UAUÁ;;AVANÇO;;;;;;;;;;1.2.2.2.3;50%;;;;;JUAREZ;SANTIAGO;;-9.8468026;-39.4664253;;SETEMBRO;;;;;;;;Novembro 25;;;;;PT UAU 34 5 13 8KV;;;;;;;;;;;VISITA PRÉVIA;CARLOS EDUARDO;1;6;;17/09/2025;15/09/2025;17/09/2025;;NÃO;;;Ver no Mapa;;;;;
;;1210327;;UAUÁ;;AVANÇO;;;;;;;;;;7.1.2.3;80%;;;;;JUAREZ;EDIE JONNES;;-9.9312168;-39.3249672;;SETEMBRO;;;;;;;;Novembro 25;;;;;ER-CIND-POV-CAITITUS-CAITITUS;;;;;;;;;;;VISITA PRÉVIA;CARLOS EDUARDO;1;20;;;15/09/2025;15/10/2025;;;;;Ver no Mapa;;;;;
;;1141961;;UAUÁ;;MIGRAR;;;;;;;;;;14.7.2;100%;;;;;;EDIE JONNES;;-10.0231278;-39.4902749;;SETEMBRO;;;;;;;;Novembro 25;;;;;MP-CIND-FAZ RIACHO DO SALGADO-RURAL;;;;;;;;;;;NÃO INICIADA;CARLOS EDUARDO;1;14;;;22/09/2025;20/10/2025;;;;;Ver no Mapa;;;;;
;;1165158;;UAUÁ;;AVANÇO;;;;;;;;;;1.2.1.1.3;50%;;;;;JUAREZ;EDIE JONNES;;-9.9754872;-39.4990407;;SETEMBRO;;;;;;;;Novembro 25;;;;;IE-RUA-DO CONSELHEIRO-RURAL;;;;;;;;;;;NÃO INICIADA;CARLOS EDUARDO;1;3;;;08/09/2025;09/09/2025;;SIM;;;Ver no Mapa;;;;;
;;1081812;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;7.1.1.3;100%;;;;;JUAREZ;IVONALDO;;-9.4223662;-40.5323639;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;AC-CIND-CO-COLINA DO RIO-PEDRA DO LORD 📸;;;;;;;;;;QLP;CONCLUÍDA;VICTOR BARROS;1;2;;09/12/2025;09/12/2025;09/12/2025;;;NÃO;;Ver no Mapa;09/12/2025;09/12/2025;09/12/2025;SIM;
;;1173811;;UAUÁ;;MIGRAR;;;;;;;;;;7.1.2.3;100%;;;;;JUAREZ;EDIE JONNES;;-9.810783;-39.600581;;SETEMBRO;;;;;;;;Novembro 25;;;;;ER-CIND-FAZ-LAPAO-RURAL;;;;;;;;;;;NÃO INICIADA;CARLOS EDUARDO;1;2;;24/09/2025;24/09/2025;24/09/2025;;NÃO;;;Ver no Mapa;;;;;
;;1216145;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;PEDRO LINO;IVONALDO;;-9.2795581;-40.3088353;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;ER-CIND-POV- ITAMOTINGA-JUAZEIRO;;;;;;;;;;PRIORIDADE PLANO ANEEL;CONCLUÍDA;VICTOR BARROS;1;1;;;05/12/2025;09/12/2025;;SIM;NÃO;;Ver no Mapa;11/12/2025;11/12/2025;12/12/2025;SIM;
;;X-1189286;;SOBRADINHO;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;PEDRO LINO;ANDERSON;;;;;AGOSTO;;;;;;;;Novembro 25;;;;;AC-CIND-POV-ALGODAO VELHO-ALGODAO VELHO;;;;;;;;;;;;;;0;0;;14/08/2025;14/08/2025;;NÃO;;;;14/08/2025;14/08/2025;14/08/2025;14/08/2025;
;;1222325;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;;100%;;;;;JUAREZ;IVONALDO;;-9.4304034;-40.51559041;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;NOVO DESLIGAMENTO/ SEM CABO E TRAFO;AC-CIND-LOT-N SRA DAS GROTAS-QUIDE;;;;;;;;;;PRIORIDADE PLANO ANEEL;CONCLUÍDA;VICTOR BARROS;1;0;;10/12/2025;10/12/2025;10/12/2025;;;NÃO;;Ver no Mapa;10/12/2025;22/12/2025;22/12/2025;SIM;
;;B-1167478;;SOBRADINHO;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;PEDRO LINO;SANTIAGO;;;;;AGOSTO;;;;;;;;Novembro 25;;;;;ER-CIND-POV-CANAA 3-RURAL;;;;;;;;;;;;;;0;0;;05/08/2025;11/08/2025;;SIM;;LINHA VIVA TIRADA PARA NILO COELHO;;;;;;
;;B-1190327;;CASA NOVA;;CONCLUÍDA;;;;;;;;;;8.3.2.3;100%;;;;;MANUTENÇÃO;ANDERSON;;;;;AGOSTO;;;;;;;;Novembro 25;;;;;RC-CIND-FAZ-CASA NOVA-RURAL;;;;;;;;;;;;;;0;0;22/08/2025;22/08/2025;22/08/2025;;NÃO;;;;22/08/2025;22/08/2025;22/08/2025;25/08/2025;
;;B-1177596;;CASA NOVA;;CONCLUÍDA;;;;;;;;;;7.1.1.3;100%;;;;;FERNANDO;PAULO JUNIOR;;;;;AGOSTO;;;;;;;;Novembro 25;;;;;UB-CIND RO BR 235 105 - CASA NOVA;;;;;;;;;;;;;;0;;28/08/2025;28/08/2025;28/08/2025;;NÃO;;;;28/08/2025;28/08/2025;28/08/2025;29/08/2025;
;;1183107;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;PAULO;SANTIAGO;;;;;JULHO;;;;;;;;Novembro 25;;;;;EQ-GRUA-CJN-MINERACAO CARAIBA-RURAL;;;;;;;;;;;;;0;0;0;;;;;NÃO;;;;07/08/2025;08/08/2025;08/08/2025;;
;;1171233;;SENTO SÉ;;CONCLUÍDA;;;;;;;;;;8.2.1.3;100%;;;;;PAULO;SANTIAGO;;;;;JULHO;;;;;;;;Novembro 25;;;;;IE-RELIGADOR-STS-09L1-G08894;;;;;;;;;;;;;0;0;0;;;;;NÃO;;;;;;29/07/2025;;
;;1182439;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;GISMARIO;EDIE JONNES;;-9.5016769;-40.4351111;;OUTUBRO;;;;;;;;Novembro 25;;;;;AC-CIND-ET-DA ADUT CARAIBA 100-CH UNIDAS;;;;;;;;;;;CONCLUÍDA;VICTOR BARROS;1;0;0;06/10/2025;06/10/2025;06/10/2025;;NÃO;NÃO;;Ver no Mapa;;;;;
;;1198655;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;JUAREZ;EDIE JONNES;;-9.142107;-40.09028;;OUTUBRO;;;;;;;;Novembro 25;;;;;ER-CIND-CJN-PROJETO CURACA 2-CT-CURACA I;;;;;;;;;;;CONCLUÍDA;MARLOS LOPES ;1;0;0;10/10/2025;10/10/2025;10/10/2025;;SIM;NÃO;;Ver no Mapa;10/10/2025;14/10/2025;14/10/2025;14/10/2025;
;;1161869;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;PEDRO LINO;IVONALDO;;-9.4692888;-40.4739534;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;ER-CIND-FAZ-MASSAYO -RURAL📸;;;;;;;;;;REPUTACIONAL;CONCLUÍDA;VICTOR BARROS;0;4;;;08/12/2025;12/12/2025;;SIM;SIM;;Ver no Mapa;04/12/2025;16/12/2025;16/12/2025;SIM;
;;1172044;;JUAZEIRO;;PROGRAMADA;;;;;;;;;;14.7.3;100%;;;;;CARLOS EDUARDO;RODRIGUES;;-9.2331809;-40.2847471;;DEZEMBRO;;;;;;;;Novembro 25;;;;;RR - CIND FAZ RURAL - SISTEMA MANICOBA;;;;;;;;;;PRIORIDADE PLANO ANEEL;NÃO INICIADA;CARLOS EDUARDO;2;27;;;15/12/2025;30/12/2025;;;NÃO;;Ver no Mapa;;;;;
;;1177841;;JUAZEIRO;;PROGRAMADA;;;;;;;;;;8.6.3;100%;;;;;DOMINGOS;IVONALDO;;-9.2871692;-40.3059911;;DEZEMBRO;;;;;;;;Novembro 25;;;PARCIAL;3 EQUIPES PARA O DESLIGAMENTO;IS-COEL-AV-AGUAS BELAS-MALHADA DA AREIA;;;;;;;;;;INTERV SEGURANÇA;NÃO INICIADA;VICTOR BARROS;0;6;;11/12/2025;;30/12/2025;;SIM;NÃO;;Ver no Mapa;;;;;
;;1162058;;JUAZEIRO;;MIGRAR;;;;;;;;;;7.1.2.3;100%;;;;;CARLOS EDUARDO;RODRIGUES;;-9.464869;-40.3234571;;DEZEMBRO;;;;;;;;Novembro 25;;;;chi elevado não consegue desligamento esse ano;ER-CIND-FAZ-MASSAYO-RURAL;;;;;;;;;;REPUTACIONAL;ESCAVAÇÃO;VICTOR BARROS;0;37;;;03/12/2025;31/12/2025;;;NÃO;;Ver no Mapa;;;;;
;;1212150;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;7.1.1.3;100%;;;;;GISMARIO;EDIE JONNES;;-9.495093;-40.478214;;OUTUBRO;;;;;;;;Novembro 25;;;;DUAS TURMAS GISMARIO/ JUAREZ;UB-CIND-ET SERRA DA BATATEIRA-JOAO PAULO;;;;;;;;;;;CONCLUÍDA;VICTOR BARROS;1;0;0;21/10/2025;21/10/2025;21/10/2025;;NÃO;NÃO;;Ver no Mapa;21/10/2025;21/10/2025;21/10/2025;22/10/2025;
;;1162074;;JUAZEIRO;;MIGRAR;;;;;;;;;;7.1.2.3;100%;;;;;DOMINGOS;RODRIGUES;;-9.4570754;-40.3571651;;DEZEMBRO;;;;;;;;Novembro 25;;;SO CONCRETO;Material retirado para o reator / MARCAR DESLIGAMENTO;AC-CIND-FAZ-MASSAYO-RURAL;;;;;;;;;;REPUTACIONAL;IMPLANTAÇÃO;VICTOR BARROS;0;46;;;03/12/2025;31/12/2025;;SIM;NÃO;;Ver no Mapa;;;;;
;;1169873;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;8.2.2.3;100%;;;;;PEDRO LINO;ANDERSON;;-9.2096117;-40.2906998;;OUTUBRO;;;;;;;;Novembro 25;;;;OURO;IE-RELIGADOR-MAN-01W2-N76854;;;;;;;;;;EQUIPAMENTO;CONCLUÍDA;MARLOS LOPES ;1;0;0;30/10/2025;30/10/2025;30/10/2025;;SIM;NÃO;;Ver no Mapa;;31/10/2025;31/10/2025;31/10/2025;
;;1159894;;JUAZEIRO;;EM EXECUÇÃO;;;;;;;;;;7.1.1.3;100%;;;;;JUAREZ;IVONALDO;;-9.454890;-40.514309;;DEZEMBRO;;;;;;;;Novembro 25;;;PARCIAL;;UB-CIND-RUA-JUAZEIRO-2;;;;;;;;;;GOVERNO;NÃO INICIADA;VICTOR BARROS;0;66;;;;30/01/2026;;;NÃO;;Ver no Mapa;;;;;
;;1120283;;JUAZEIRO;;EM EXECUÇÃO;;;;;;;;;;8.3.2.3;80%;;;;;GISMARIO;EDIE JONNES;;-9.4250931;-40.5049497;;DEZEMBRO;;;;;;;;Novembro 25;;;PARCIAL;;RC-CIND-AV-DR ADOLFO VIANA-CENTRO;;;;;;;;;;INSTITUCIONAL;NÃO INICIADA;CARLOS EDUARDO;0;45;;;;31/01/2026;;;NÃO;;Ver no Mapa;;;;;
;;1160900;;JUAZEIRO;;AVANÇO;;;;;;;;;;7.1.2.3;50%;;;;;;EDIE JONNES;;-9.4726482;-40.545248;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;SERÁ ENVIADO PARA REVISÃO;IT-GRUA-ET-JUNCO SALITRE 4512-JUNCO;;;;;;;;;;MMGD;NÃO INICIADA;VICTOR BARROS;0;43;;;;27/02/2026;;;NÃO;;Ver no Mapa;;;;;
;;1101655;;JUAZEIRO;;AVANÇO;;;;;;;;;;7.1.6.3;60%;;;;;;EDIE JONNES;;-9.5121801;-40.6138554;;DEZEMBRO;;;;;;;;Novembro 25;;;A SOLICITAR;ENTRAR 2 TURMA EM JANEIRO;AL - GRUA - ENT. JUNCO SALITRE - RURAL;;;;;;;;;;MMGD;NÃO INICIADA;VICTOR BARROS;0;75;;;;;;;NÃO;;Ver no Mapa;;;;;
;;1230691;;PILÃO ARCADO;;RETIRADA COELBA;;;;;;;;;;7.1.2.3;100%;;;;;JACSON;SANTIAGO;;-10.0938568;-42.459915;;DEZEMBRO;;;;;;;;Novembro 25;;;A SOLICITAR;DANIELA INFORMOU VIA LIGAÇÃO 03/12;ER-CIND-SI-BONFIM-RURAL;;;;;;;;;;QLP;NÃO INICIADA;DIEGO ALMEIDA;1;1;;;16/12/2025;19/12/2025;;;NÃO;;Ver no Mapa;;;;;
;;994094;;PILÃO ARCADO;;CONCLUÍDA;;;;;;;;;;14.7.3;100%;;;;;JACSON;SANTIAGO;;-9.9189224;-42.7500441;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;MP-CIND-POV LAGOA DO BENEDITO- LAGOA;;;;;;;;;;INSTITUCIONAL;CONCLUÍDA;MARLOS LOPES ;19;162;;;24/11/2025;31/12/2025;;SIM;NÃO;;Ver no Mapa;25/11/2025;27/12/2025;27/12/2025;SIM;
;;1113834;;PILÃO ARCADO;;AVANÇO;;;;;;;;;;7.1.2.3;100%;;;;;;PAULO JUNIOR;;-9.9331343;-42.9012232;;DEZEMBRO;;;;;;;;Novembro 25;;;A SOLICITAR;;AC-CIND ESCOLA MUN.DE BREJINHO-RURAL;;;;;;;;;;QLP;NÃO INICIADA;DIEGO ALMEIDA;65;416;;;;;;SIM;NÃO;;Ver no Mapa;;;;;
;;1195081;;REMANSO;;AVANÇO;;;;;;;;;;7.1.2.3;50%;;;;;PEDRO LINO;ANDERSON;;-9.6019523;-42.0840707;;DEZEMBRO;;;;;;;;Novembro 25;;;A SOLICITAR;REMOVIDO EM CONJUNTO COM COELBA ;EQ COEL ROD BR 324 RURAL;;;;;;;;;;EQUIPAMENTO;ESCAVAÇÃO;MARLOS LOPES ;1;2;;;15/12/2025;20/12/2025;;SIM;SIM;;Ver no Mapa;;;;;
;;1228689;;REMANSO;;CONCLUÍDA;;;;;;;;;;7.1.1.3;100%;;;;;;MICHEL;;-9.6116806;-42.079253;;DEZEMBRO;;;;;;;;Novembro 25;;;A SOLICITAR;;UB-CIND-RUA-B-J ESPLANADA;;;;;;;;;;OBRAS ÁGEIS;CONCLUÍDA;MARLOS LOPES ;1;3;;;15/12/2025;16/12/2025;;;NÃO;;Ver no Mapa;;;;;
;;1225098;;REMANSO;;EM EXECUÇÃO;;;;;;;;;;8.2.2.3;100%;;;;;;SANTIAGO;;-9.514847;-43.309865;;DEZEMBRO;;;;;;;;Novembro 25;;;VIA E-MAIL;;ME-COEL-REATOR PG B707030-RMN-09X3;;;;;;;;;;EQUIPAMENTO;EQUIPAMENTO;MARLOS LOPES ;0;6;;;17/12/2025;22/12/2025;;SIM;NÃO;;Ver no Mapa;;;;;
;;1146807;;SOBRADINHO;;CONCLUÍDA;;;;;;;;;;8.4.1.1;100%;;;;;PEDRO LINO;ANDERSON;;-9.5366625;-40.9057719;;NOVEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;NT-RECOND-SBO-01S4-D134830-Q023936;;;;;;;;;;EQUIPAMENTO;ENERGIZADA;DIEGO ALMEIDA;1;2;2;;29/10/2025;21/11/2025;;SIM;NÃO;;Ver no Mapa;08/10/2025;03/11/2025;03/11/2025;SIM;
;;1231290;;UAUÁ;;RETIRADA PROGRAMAÇÃO;;;;;;;;;;7.1.2.3 ;100%;;;;;;MICHEL;;-9.8827393;-39.7755195;;NOVEMBRO;;;;;;;;Novembro 25;;;;;ER-CIND-FAZ-SANTA FE 102-RURAL;;;;;;;;;;MICHEL VAI EXECUTAR;NÃO INICIADA;CARLOS EDUARDO;1;0;;;;;;;;;Ver no Mapa;;;;;
;;1170764;;UAUÁ;;AVANÇO;;;;;;;;;;8.2.1.3;50%;;;;;DOMINGOS;RODRIGUES;;-9.8301307;-39.4773741;;NOVEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;ME-COEL-RUA-PAULO MACHADO -357 🕯️;;;;;;;;;;;IMPLANTAÇÃO;CARLOS EDUARDO;0;25;;13/11/2025;20/11/2025;26/12/2025;;;NÃO;;Ver no Mapa;;;;;
;;1225155;;REMANSO;;EM EXECUÇÃO;;;;;;;;;;8.2.2.3;100%;;;;;;SANTIAGO;;-9.4888497;-43.515759;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;ME-COEL-POV-AZULAO-ALTO DA BELA VISTA;;;;;;;;;;MELHORIA;EQUIPAMENTO;MARLOS LOPES ;0;5;;;;30/12/2025;;SIM;NÃO;;Ver no Mapa;;;;;
;;1210327;;UAUÁ;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;DOMINGOS;RODRIGUES;;-9.9312168;-39.3249672;;NOVEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;ER-CIND-POV-CAITITUS-CAITITUS 🕯️;;;;;;;;;;QLP;ENERGIZADA;CARLOS EDUARDO;1;20;20;19/11/2025;05/11/2025;11/11/2025;;SIM;SIM;;Ver no Mapa;05/11/2025;19/11/2025;19/11/2025;SIM;
;;1144762;;UAUÁ;;CONCLUÍDA;;;;;;;;;;1.2.2.2.3;100%;;;;;PEDRO LINO;ANDERSON;;-9.8468026;-39.4664253;;NOVEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;SE UAU 34 5 13 8KV;;;;;;;;;;;ENERGIZADA;CARLOS EDUARDO;0;1;5;;;;;SIM;NÃO;;Ver no Mapa;23/10/2025;06/11/2025;06/11/2025;SIM;
;;1228505;;UAUÁ;;CONCLUÍDA;;;;;;;;;;7.1.2.3 ;100%;;;;;DOMINGOS;RODRIGUES;;-10.1044118;-39.4941886;;NOVEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;ER-CIND-POV-S O PAULO-RURAL;;;;;;;;;;JUDICIAL;ENERGIZADA;CARLOS EDUARDO;1;5;5;;14/11/2025;17/11/2025;;;;;Ver no Mapa;17/11/2025;18/11/2025;18/11/2025;18/11/2025;
;;1092651;;SENTO SÉ;;CONCLUÍDA;;;;;;;;;;14.4.12.1;100%;;;;;JACSON;SANTIAGO;;-9.8048531;-41.4354007;;SETEMBRO;;;;;;;;Novembro 25;;;;;MP-CCOL-RUA DA CONCEIÇÃO-RURAL;;;;;;;;;;;ENERGIZADA;SANDRO SANTOS;3;15;15;;06/08/2025;04/09/2025;04/09/2025;SIM;SIM;;Ver no Mapa;;;04/09/2025;04/09/2025;
;;1141818;;CASA NOVA;;CONCLUÍDA;;;;;;;;;;7.1.2.2;100%;;;;;IVONALDO;SANTIAGO;;-9.3099092;-41.138693;;SETEMBRO;;;;;;;;Novembro 25;;;;IVONALDO / FERNANDO;ER-CIND-SI-PASCACIO-RURAL;;;;;;;;;;;CONCLUÍDA;SANDRO SANTOS;;0;0;26/09/2025;10/09/2025;26/09/2025;;NÃO;SIM;;Ver no Mapa;10/09/2025;26/09/2025;29/09/2025;29/09/2025;
;;1196624;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;7.1.1.3;100%;;;;;MANUTENÇÃO;ANDERSON;;-9.4449179;-40.5157863;;SETEMBRO;;;;;;;;Novembro 25;;;;;AC-CIND-RUA-MALHADA DA AREIA-MALHADA DA;;;;;;;;;;;CONCLUÍDA;VICTOR BARROS;1;0;;1;27/08/2025;27/09/2025;;SIM;SIM;;Ver no Mapa;13/08/2025;19/09/2025;19/09/2025;19/09/2025;
;;1166448;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;7.1.1.3;100%;;;;;RICARDO LV;ANDERSON;;-9.45761486;-40.487645;;SETEMBRO;;;;;;;;Novembro 25;;;;OURO;RU-CIND-AV-1-QDL-N33-DESTRITO INDUSTRIAL;;;;;;;;;;;ENERGIZADA;SANDRO SANTOS;;0;0;;05/09/2025;05/09/2025;;SIM;NÃO;;Ver no Mapa;05/09/2025;09/09/2025;09/09/2025;09/09/2025;
;;1205723;;JUAZEIRO;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;PEDRO LINO;ANDERSON;;-9.5855604;-39.8828214;;SETEMBRO;;;;;;;;Novembro 25;;;;IVONALDO/ PEPEU;AC-CIND-POV-PINHOES-PINHOES;;;;;;;;;;;CONCLUÍDA;VICTOR BARROS;1;0;0;09/09/2025;09/09/2025;26/09/2025;;SIM;;;Ver no Mapa;;;09/09/2025;10/09/2025;
;;1203100;;UAUÁ;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;MANUTENÇÃO;ANDERSON;;;;;SETEMBRO;;;;;;;;Novembro 25;;;;SOLICITAÇÃO DANIELA;AC-CIND-RUA-ANGELO PEREIRA SILVA-RURAL;;;;;;;;;;;CONCLUÍDA;;1;0;;;26/09/2025;26/09/2025;;NÃO;NÃO;;;26/09/2025;26/09/2025;26/09/2025;29/09/2025;
;;1233002;;REMANSO;;AVANÇO;;;;;;;;;;8.2.2.3;80%;;;;;;ANDERSON;;-9,508105;-43,0387036;;DEZEMBRO;;;;;;;;Novembro 25;;;;;ME-COEL-POV-AZULAO-ALTO DO BELA VISTA;;;;;;;;;;MELHORIA;NÃO INICIADA;MARLOS LOPES ;0;5;;;;;;SIM;NÃO;;Ver no Mapa;;;;;
;;1233010;;REMANSO;;AVANÇO;;;;;;;;;;8.2.2.3;80%;;;;;;ANDERSON;;-9,5572145;-43,054515;;DEZEMBRO;;;;;;;;Novembro 25;;;;;ME-CIND-RUA- AZULAO-ALTO DA BELA VISTA;;;;;;;;;;MELHORIA;NÃO INICIADA;MARLOS LOPES ;0;4;;;;;;SIM;NÃO;;Ver no Mapa;;;;;
;;1225098;;REMANSO;;AVANÇO;;;;;;;;;;8.2.2.3;80%;;;;;;ANDERSON;;-9,5148474;-43,3098654;;DEZEMBRO;;;;;;;;Novembro 25;;;;;ME-COEL-REATOR PG B707030-RMN-09X3;;;;;;;;;;MELHORIA;NÃO INICIADA;MARLOS LOPES ;0;6;;;;;;SIM;NÃO;;Ver no Mapa;;;;;
;;1227190;;SOBRADINHO;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;JUAREZ;EDIE JONNES;;-9.4727577;-40.9236716;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;3 EQUIPES;ER-CIND-POV-ALGODAO VELHO-RURAL;;;;;;;;;;QLP;CONCLUÍDA;SANDRO SANTOS;1;15;;;18/12/2025;19/12/2025;;SIM;NÃO;;Ver no Mapa;16/12/2025;19/12/2025;19/12/2025;SIM;
;;1044215;;SOBRADINHO;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;JUAREZ;EDIE JONNES;;-9.5955852;-41.0431487;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;3 EQUIPES ;AC-CIND-POV-BREJO DE DENTRO-RURAL;;;;;;;;;;QLP;CONCLUÍDA;SANDRO SANTOS;0;11;;;22/12/2025;23/12/2025;;NÃO;NÃO;;Ver no Mapa;22/12/2025;23/12/2025;23/12/2025;SIM;
;;1170764;;UAUÁ;;CONCLUÍDA;;;;;;;;;;8.2.1.3;100%;;;;;CARLOS EDUARDO;RODRIGUES;;-9.8301307;-39.4773741;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;ME-COEL-RUA-PAULO MACHADO -357🕯️;;;;;;;;;;NOVOS QUESTIONAMENTOS ANEEL;CONCLUÍDA;CARLOS EDUARDO;0;25;;;;24/12/2025;;;NÃO;;Ver no Mapa;20/11/2025;23/11/2025;23/11/2025;SIM;
;;1184625;;CASA NOVA;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;PAULO;SANTIAGO;;-9.283943;-41.029831;;JANEIRO 2026;;;;;;;;Novembro 25;;;COMPLETO;;ER-CIND-POV-MALVAO-RURAL;;;;;;;;;;PRIORIDADE PLANO ANEEL;NÃO INICIADA;DIEGO ALMEIDA;1;1;;;15/01/2026;15/01/2026;;;NÃO;;Ver no Mapa;;;;;
;;1198610;;CASA NOVA;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;PAULO;SANTIAGO;;-9.157261;-41.023223;;JANEIRO 2026;;;;;;;;Novembro 25;;;COMPLETO;;ER-CIND-ET-LAD SAO VITOR-RURAL-CASA NOVA;;;;;;;;;;PRIORIDADE PLANO ANEEL;CONCLUÍDA;DIEGO ALMEIDA;1;5;;;19/01/2026;20/01/2026;;;NÃO;;Ver no Mapa;09/01/2026;10/1/2026;;12/01/2026;
;;648638;;CASA NOVA;;RETIRADA COELBA;;;;;;;;;;7.1.2.3;100%;;;;;;;;;;;JANEIRO 2026;;;;;;;;Novembro 25;;;A SOLICITAR;;RR - INTERL. PARQUE EOLICO DE CASA NOVA;;;;;;;;;;GRUPO A;NÃO INICIADA;;0;1;;;;;;;NÃO;;Ver no Mapa;;;;;
;;1224493;;CASA NOVA;;PROGRAMADA;;;;;;;;;;7.1.2.3;100%;;;;;PAULO;SANTIAGO;;-9.12067;-41.164259;;JANEIRO 2026;;;;;;;;Novembro 25;;;COMPLETO;;ER-CIND-SI-ALGODAO-LAGEDO;;;;;;;;;;INSTITUCIONAL;NÃO INICIADA;DIEGO ALMEIDA;2;24;;;;30/01/2026;;;NÃO;;Ver no Mapa;;;;;
;;269848;;CASA NOVA;;AVANÇO;;;;;;;;;;14.7.3;40%;;;;;;PAULO JUNIOR;;-9.081642;-41.084308;;JANEIRO 2026;;;;;;;;Novembro 25;;;A SOLICITAR;;RR - SÍTIO PAU FERRO;;;;;;;;;;INSTITUCIONAL;NÃO INICIADA;DIEGO ALMEIDA;4;49;;;25/01/2026;23/04/2026;;;NÃO;;Ver no Mapa;;;;;
;;1200696;;CASA NOVA;;AVANÇO;;;;;;;;;;7.1.2.3;25%;;;;;PAULO;SANTIAGO;;-9.239918;-41.429965;;JANEIRO 2026;;;;;;;;Novembro 25;;;A SOLICITAR;;AC-CIND REG FV. SI BARRA - RURAL;;;;;;;;;;GOVERNO;NÃO INICIADA;MARLOS LOPES ;5;80;;;19/01/2026;26/02/2026;;;NÃO;;Ver no Mapa;;;;;
