PROJETO_FATO;Carteira;COORD;% CAVAS;% POSTES;AR;AS BUILT;AVANÇO;AVNR;BOOK;CAVD;CAVR;CLIENT.;CLIET.;CLIET. PREV;CLIET. REAL;CONCRETO;COORDENADAS;CRITERIO;DATA DESL;DESLIG;DEVOLUÇAO;DIAS;DIAS.1;DIAS.2;DT DESL;DT. SEPARAÇÃO;ENCARREGADO;ENERGIZAÇÃO;EQPP;EQPR;FAIXA;FIM;INICIO;LAT;LATITUDE;LINK PROJETO;LONG;LONGITUDE;LV;MUNICIPIO;NOTA;Nº PES;OBRAS SIMPLIFICADAS;OBS;OBS CAVA;PERFIL;PES DESLIG;PES S/I;PG'S;PLANO;PROJETO;PRÉ FECHAMENTO;PST EXEC;PSTP;PV. FIM;PV. INICIO;PV. INÍCIO;RDEP;RDER;REFERÊNCIA;RESERVA;RESUMO;RESUMO LV;SACADO;STATUS;SUPERVISOR;TÍTULO;V. PRJ 25%;V. PROJETO;V. REAL;VISITA PRÉVIA
1196099;01/10/2025;SENHOR DO BONFIM;100,0%;33,33333333%;;;100%;;;;DETONAR;;1;;;1;-10,5386756, -40,0339182;RECLAMAÇÃO;;;;;;;;08/10/2025;REGINALDO;;;;;;;;;https://drive.google.com/file/d/1G1lUW6BXNjPncqxWdbIThPJIYYKB3yoZ/view?usp=drive_link;;;;SENHOR DO BONFIM;;123513(LV)      124318 (EN);FALSE;;;;;;E875212 – E875214;PLANO 7;;TRUE;;3;25/10/2025;;20/10/2025;;;Q051202;;LV + ENERGZ;N1 C/ TRF;TRUE;Energizada;;UB-CIND-RUA-SENHOR DO BONFIM-QUICE;;R$ 41.276,99;;FALSE
1205879;01/10/2025;SENHOR DO BONFIM;100,0%;33,33333333%;;;100%;;;;3;;1;;;1;-10,5235394, -40,0633237;PRIORIDADE PLANO ANEEL;;;;;;;;08/10/2025;REGINALDO;;;;;;;;;https://drive.google.com/file/d/123Gas0XiyMZSDZ0T1EqbeWHMKnda6Ysm/view?usp=drive_link;;;;SENHOR DO BONFIM;;123515(LV) 124327 (EN);FALSE;;;;;;E875209 – E875211;PLANO 14;;TRUE;;3;25/10/2025;;20/10/2025;;;Q049875;;LV + ENERGZ;N1 C/ TRF;TRUE;Energizada;;ER-CIND-FAZ-CAJAZEIRA 28-RURAL-QUICE;;R$ 28.064,87;;FALSE
1200619;01/10/2025;SENHOR DO BONFIM;0,0%;34,375%;;;100%;;;;;;4;;;11;-10,419528, -40,521278;PRIORIDADE PLANO ANEEL;;;;;;;;20/10/2025;ISRAEL;;;;;;;;;;;;;CAMPO FORMOSO;;124729 (LV)      124830 (EN);;;;;;;E875118 – E875149;PLANO 14;;TRUE;;32;31/10/2025;;20/10/2025;;;E477077;;LV + ENERGZ;N3/4;;Energizada;;RR-CIND-POV-LAGEDO RASO-TIQUARA-RURAL;;R$ 239.450,57;;
1105670;01/10/2025;SENHOR DO BONFIM;0,0%;40,90909091%;;;100%;;;;;;14;;;18;-9,8806754, -39,9304034;JUDICIAL;;;;;;;;20/10/2025;WAGNER;;;;;;;;;;;;;JAGUARARI;;125137 (LV)  125807 BT    136792 (EN);;;;;;;E875493 – E875536;PLANO 14;;TRUE;;44;31/10/2025;;13/10/2025;;;Q066744;;LV + ENERGZ + BT;N1-3;;Energizada;;MP-CIND-ROD-MINA BARRINHA-RURAL;;R$ 341.404,74;;
1166494;01/10/2025;SENHOR DO BONFIM;0,0%;47,05882353%;;;100%;;;;;;3;;;16;-11,0539141, -39,824471;QLP;;;;;;;;13/10/2025;MARCELO;;;;;;;;;;;;;QUEIMADAS;;125748 (EN);FALSE;;;;;;E875459 – E875492;PLANO 7;;TRUE;;34;30/10/2025;;13/10/2025;;;D573527;;LV + ENERGZ;N3/4;TRUE;Energizada;;LD - CIND POV ALECRIM - RURAL;;R$ 360.650,29;;FALSE
1165645;01/10/2025;SENHOR DO BONFIM;100,0%;50%;;;100%;;;;2;;0;;;1;-10,670842, -40,3261249;GOVERNO;;;;;;;;07/10/2025;EDVALDO;;;;;;;;;https://drive.google.com/file/d/1B7jHLNNnD0OQ7sYMVKpD8gQYCgoeoEY6/view?usp=drive_link;;;;PINDOBAÇU;;;;;;;121453;;E875168 – E875169;PLANO 7;;TRUE;;2;10/10/2025;;07/10/2025;;;Q037082;;DESL;;;Energizada;;ER-CIND.POV.DE FUMAÇA-RURAL;;R$ 38.265,67;;
1173892;01/10/2025;SENHOR DO BONFIM;100,0%;50%;;;100%;;;;2;;0;;;1;-10,4847831, -40,3449138;PRIORIDADE PLANO ANEEL;;;;;;;;07/10/2025;ISRAEL;;;;;;;;;https://drive.google.com/file/d/1nfA1FpifLSeivWcSGWCgTtgFE9IdU4Gs/view?usp=drive_link;;;;CAMPO FORMOSO;;124639 (LV)     124725 (EN);;;;;;;E875175 – E875176;PLANO 7;;TRUE;;2;18/10/2025;;13/10/2025;;;D520413;;LV + ENERGZ;N1 C/ TRF;TRUE;Energizada;;ER-CIND-AV-SONHOS 172-RURAL;;R$ 32.874,89;;
0670141;01/10/2025;SENHOR DO BONFIM;0,0%;54,16666667%;;;100%;;;;;;1;;;13;-10,1947751, -39,2650649;PRIORIDADE PLANO ANEEL;;;;;;;;13/10/2025;OSMAR;;;;;;;;;;;;;MONTE SANTO;;125839 (EN);;;;;;;E875408 – E875431;PLANO 14;;TRUE;;24;30/10/2025;;20/10/2025;;;D559328;;LV + ENERGZ;N1-3;TRUE;Energizada;;MP-CIND-FAZ. ATANAZIO-RURAL;;R$ 91.671,67;;
1216501;01/10/2025;SENHOR DO BONFIM;25,9%;59,25925926%;;;100%;;;;7;;3;;;16;-11,0562733, -40,0631541;PRIORIDADE PLANO ANEEL;;;;;;;;07/10/2025;EDVALDO;;;;;;;;;;;;;PONTO NOVO;;127506 (LV) 122316(BT)  122322(EN);;;;;123278;;E875432 – E875458;PLANO 7;;TRUE;;27;22/10/2025;;13/10/2025;;;D914760;;LV + ENERGZ + BT;N3/4;;Energizada;;ER-CIND-FAZ-CACADOR-RURAL;;R$ 195.424,14;;
1208718;01/10/2025;SENHOR DO BONFIM;100,0%;71,42857143%;;;100%;;;;21;;29;;;15;-10,5701783, -40,2697813;QLP;31/10/2025;;;;;;;09/10/2025;EDVALDO;;;;;;;;;https://drive.google.com/file/d/1iyn0hUxU9viuPOVuf-94sO-tuKHGni0X/view?usp=drive_link;;;;ANTÔNIO GONÇALVES;;124616(LV) 123164 BT  123173(EN);;;;;125891;;E875389 – E875407;PLANO 7;;TRUE;;21;31/10/2025;;23/10/2025;;;D008540;;LV + BT + ENERGZ + DESL;CE3/4;;Energizada;;RR-CIND-RUA-DO CONTORNO 15-CENTRO;;R$ 133.687,73;;
