PROJETO;TITULO;CRITERIO;MUNICIPIO;CARTEIRA;STATUS;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;SUPERVISOR;ENCARREGADO;RESPONSÁVEL;PLANO;AVANÇO;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;LATITUDE;LONGITUDE;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1;STATUS_AUDITORIA;MOTIVO_DESCARTE
1161869;ER-CIND-FAZ-MASSAYO -RURAL📸;REPUTACIONAL;JUAZEIRO;NOVEMBRO;MIGRAR;ESCAVAÇÃO;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;0;4;nan;nan;26/11/2025;28/11/2025;nan;SIM;NÃO;nan;-9.4692888;-40.4739534;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1162074;AC-CIND-FAZ-MASSAYO-RURAL;nan;JUAZEIRO;NOVEMBRO;AVANÇO;NÃO INICIADA;SO CONCRETO;SOLICITAR POSTE;EDIE JONNES;CARLOS EDUARDO;VICTOR BARROS;7.1.2.3;25%;1;46;nan;nan;nan;nan;nan;SIM;NÃO;nan;-9.4570754;-40.3571651;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1101655;AL - GRUA - ENT. JUNCO SALITRE - RURAL;nan;JUAZEIRO;NOVEMBRO;AVANÇO;NÃO INICIADA;A SOLICITAR;PROJETO VAI PARA REVISÃO;RODRIGUES;DOMINGOS;nan;7.1.6.3;30%;0;75;nan;nan;24/11/2025;31/01/2026;nan;nan;nan;nan;nan;nan;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1202706;AC-CIND-RUA-LEOVIGILDO M ALMEIDA-CENTRO;nan;CURAÇÁ;JULHO;CONCLUÍDA;nan;nan;nan;EDIE JONNES;PEDRO LINO;nan;7.1.1.3;100%;1;4;4;2;24/07/2025;25/07/2025;nan;nan;nan;DETONAÇÃO;nan;nan;nan;21/08/2025;23/08/2025;23/08/2025;25/08/2025;nan;Descartado;Filtro CARTEIRA
1204826;UB-CCOL-CJN-QD QI-M-TANCREDO NEVES 🕯️;PRIORIDADE PLANO ANEEL;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.1.3;100%;0;1;1;nan;20/11/2025;21/11/2025;nan;SIM;NÃO;nan;-9.4510479;-40.4962497;Ver no Mapa;25/11/2025;25/11/2025;25/11/2025;SIM;nan;Consolidado;N/A
1225153;RC-PREF-AV-JOAO DURVAL-JOAO XXIII 🚩;nan;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;8.3.2.3;100%;1;1;1;nan;03/11/2025;03/11/2025;nan;NÃO;NÃO;nan;-9.432285;-40.4977978;Ver no Mapa;04/11/2025;04/11/2025;04/11/2025;SIM;nan;Consolidado;N/A
1225908;ER-CIND-ET-BATATEIRA-RURAL 🕯️;QLP;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;1;nan;10/11/2025;10/11/2025;10/11/2025;nan;NÃO;NÃO;nan;-9.4881409;-40.4917585;Ver no Mapa;10/11/2025;10/11/2025;10/11/2025;SIM;nan;Consolidado;N/A
1206271;UB-CIND-AV-ACM 425-CURACA 1;nan;CURAÇÁ;SETEMBRO;CONCLUÍDA;LIGAÇÃO DE CLIENTES;nan;nan;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.1.3;100%;1;4;4;nan;12/09/2025;12/09/2025;nan;nan;NÃO;nan;-8.9974759;-39.9028056;Ver no Mapa;nan;12/092025;12/09/2025;15/09/2025;nan;Consolidado;N/A
1184453;ER-CIND-POV-PINHOES-PINHOES;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;INICIAR ESCAVAÇÃO 09/09;ANDERSON;MANUTENÇÃO;VICTOR BARROS;7.1.2.3;100%;1;4;4;nan;20/09/2025;20/09/2025;nan;SIM;NÃO;nan;-9.5304595;-39.9539396;Ver no Mapa;15/09/2025;16/09/2025;16/09/2025;17/09/2025;nan;Consolidado;N/A
1194738;ER-CIND-POV-CALDEIRAO DO LALAU-CALDEIRAO;nan;UAUÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;4;4;23/09/2025;23/09/2025;23/09/2025;nan;NÃO;nan;nan;-9.7860976;-39.6467436;Ver no Mapa;23/09/2025;23/09/2025;23/09/2025;24/09/2025;nan;Consolidado;N/A
1209583;ER-CIND-POV-ITAPERA-RURAL SENTO SE;LPT;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;PLANO 7;SANTIAGO;FABIO;SANDRO SANTOS;14.7.3;100%;1;2;2;nan;11/11/2025;11/11/2025;18/11/2025;SIM;NÃO;nan;-9.7523435;-41.9239541;Ver no Mapa;17/11/2025;18/11/2025;18/11/2025;SIM;nan;Consolidado;N/A
1225040;RC-PREF-TRV-DA MARAVILHA-ALAGADICO🚩;nan;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;RODRIGUES;IVONALDO;VICTOR BARROS;8.3.2.3;100%;1;1;1;nan;06/11/2025;06/11/2025;nan;NÃO;NÃO;nan;-9.420931;-40.505917;Ver no Mapa;06/11/2025;06/11/2025;06/11/2025;SIM;nan;Consolidado;N/A
1188220;AC-CIND-RUA-TITO NUNES DE S-JARDIM FLOR;nan;JUAZEIRO;JULHO;CONCLUÍDA;nan;nan;nan;EDIE JONNES;PEDRO LINO;nan;7.1.1.3;100%;0;3;3;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
1163416;ER CIND POV JUNCO SALITRE RURAL;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;ENERGIZADA;nan;OURO;ANDERSON;PEDRO LINO;SANDRO SANTOS;LPT;100%;1;4;nan;nan;24/09/2025;25/09/2025;nan;SIM;NÃO;nan;-9.6748125;-40.6029115;Ver no Mapa;25/06/2025;26/09/2025;26/09/2025;26/09/2025;nan;Consolidado;N/A
1176249;ER-CIND-POV-TATAUI-RURAL-SOBRADINHO;nan;SOBRADINHO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.2.3;100%;1;4;nan;22/09/2025;22/09/2025;22/09/2025;nan;SIM;NÃO;nan;-9.524956;-40.8539064;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1159828;ER-CIND-FAZ-ANGICO-ARVORE;RECLAMAÇÃO;CURAÇÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;CARLOS EDUARDO;14.7.3;100%;1;3;3;nan;13/10/2025;14/10/2025;nan;SIM;NÃO;nan;-8.7202699;-39.6777811;Ver no Mapa;20/10/2025;27/10/2025;27/10/2025;28/10/2025;nan;Consolidado;N/A
B-1173795;RR CIND SI PASCACIO RURAL;nan;CASA NOVA;AGOSTO;CONCLUÍDA;nan;nan;nan;SANTIAGO;FERNANDO;nan;7.1.2.3;100%;nan;3;nan;18/09/2025;18/09/2025;18/09/2025;nan;SIM;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
1209668;UB-CIND-RUA-F ROD BA 210-NOVO JUAZEIRO;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;GISMARIO;MARLOS LOPES;7.1.1.3;100%;1;3;3;08/10/2025;07/10/2025;08/10/2025;nan;NÃO;NÃO;nan;-9.458881;-40.5430434;Ver no Mapa;08/10/2025;08/10/2025;08/10/2025;09/10/2025;nan;Consolidado;N/A
1157155;UB-CIND-ROD-LOMANTO-CARNAIBA DO SERTAO;nan;JUAZEIRO;JULHO;CONCLUÍDA;nan;nan;nan;ANDERSON;PEDRO LINO;nan;7.1.1.3;100%;1;3;nan;nan;nan;nan;nan;nan;nan;DETONAÇÃO;nan;nan;nan;nan;27/08/2025;27/08/2025;28/08/2025;nan;Descartado;Filtro CARTEIRA
1173577;ER-CIND-POV-LAGOA SALITRE-RURAL;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;GISMARIO;MARLOS LOPES;7.1.2.3;100%;1;3;3;nan;09/10/2025;09/10/2025;nan;NÃO;NÃO;nan;-9.5957529;-40.6042778;Ver no Mapa;07/10/2025;08/10/2025;08/10/2025;13/10/2025;nan;Consolidado;N/A
1165158;IE-RUA-DO CONSELHEIRO-RURAL;EQUIPAMENTO;UAUÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;ANDERSON;PEDRO LINO;CARLOS EDUARDO;1.2.1.1.3;100%;1;3;3;nan;16/10/2025;17/10/2025;nan;SIM;NÃO;nan;-9.9754872;-39.4990407;Ver no Mapa;27/10/2025;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1187240;ER-CINDQD Z 10-BEM BOM;nan;CASA NOVA;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO;PAULO JUNIOR;MANUTENÇÃO;DIEGO ALMEIDA;14.7.2.3;100%;1;3;3;nan;12/09/2025;12/09/2025;nan;SIM;nan;nan;-9.629342;-41.832579;Ver no Mapa;17/09/2025;19/09/2025;19/09/2025;19/09/2025;nan;Consolidado;N/A
1231775;UB-PREF-RUA-DO JAPAO-COREIA;URGÊNCIA;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;1;1;nan;21/11/2025;21/11/2025;nan;SIM;NÃO;nan;-9.419390375;-40.4991534;Ver no Mapa;21/11/2025;21/11/2025;21/11/2025;SIM;nan;Consolidado;N/A
1162058;ER-CIND-FAZ-MASSAYO-RURAL;nan;JUAZEIRO;NOVEMBRO;AVANÇO;NÃO INICIADA;COMPLETO;SOLICITAR POSTE;RODRIGUES;DOMINGOS;VICTOR BARROS;7.1.2.3;75%;1;37;nan;nan;24/11/2025;26/12/2025;nan;nan;NÃO;nan;-9.4555291;-40.3651228;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1199744;ER-CIND-POV-PINHOES-PINHOES;RECLAMAÇÃO;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;0;0;nan;08/11/2025;15/11/2025;nan;NÃO;NÃO;nan;-9.5930566;-39.9018315;Ver no Mapa;08/11/2025;11/11/2025;11/11/2025;SIM;nan;Consolidado;N/A
1159894;UB-CIND-RUA-JUAZEIRO-2;GOVERNO;JUAZEIRO;NOVEMBRO;AVANÇO;LANÇAMENTO;PARCIAL;OURO;SANTIAGO;IVONALDO;VICTOR BARROS;7.1.1.4;80%;0;66;nan;nan;19/08/2025;26/12/2025;nan;SIM;NÃO;nan;-9.454890;-40.514309;Ver no Mapa;19/08/2025;nan;nan;nan;nan;Consolidado;N/A
1195929;ER-CIND-POV-TANQUE NOVO-RURAL 🕯️;RECLAMAÇÃO;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;0;0;nan;08/11/2025;15/11/2025;nan;SIM;NÃO;nan;-9.4881693;-39.9859078;Ver no Mapa;08/11/2025;11/11/2025;11/11/2025;SIM;nan;Consolidado;N/A
1204722;ER-CIND-POV-CAPIM GROSSO-RURAL;nan;SENTO SÉ;OUTUBRO;MIGRAR;NÃO INICIADA;nan;TIRAR DA CARTEIRA;EDIE JONNES;JUAREZ;SANDRO SANTOS;14.7.3;100%;1;7;nan;nan;nan;nan;nan;nan;NÃO;nan;-10.3146872;-41.8565518;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1177841;IS-COEL-AV-AGUAS BELAS-MALHADA DA AREIA;INTERV SEGURANÇA;JUAZEIRO;NOVEMBRO;AVANÇO;NÃO INICIADA;A SOLICITAR;FRUSTOU DESLIGAMENTO;RODRIGUES;nan;VICTOR BARROS;8.6.3;50%;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;-9.2871692;-40.3059911;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1204112;ER-CIND-POV-DE CAPEADO-CAPEADO;nan;SENTO SÉ;OUTUBRO;MIGRAR;ESCAVAÇÃO;nan;nan;EDIE JONNES;JUAREZ;SANDRO SANTOS;7.1.2.3;100%;1;6;nan;31/10/2025;12/11/2025;14/11/2025;nan;nan;NÃO;nan;-9.8443662;-41.802745;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1205670;UB-CIND-AV-ENG EDGAR-UNIVERSITARIOS 🕯️;QLP;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.1.3;100%;1;0;0;11/11/2025;12/11/2025;12/11/2025;nan;NÃO;NÃO;nan;-9.419093;-40.4885182;Ver no Mapa;11/11/2025;11/11/2025;11/11/2025;SIM;nan;Consolidado;N/A
1209583;ER-CIND-POV-ITAPERA-RURAL SENTO SE;nan;SENTO SÉ;OUTUBRO;MIGRAR;NÃO INICIADA;nan;TIRAR DA CARTEIRA;EDIE JONNES;GISMARIO;SANDRO SANTOS;14.7.3;100%;1;2;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.7523435;-41.9239541;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1195826;ER-CIND-RUA-03-CICERO BORGES;nan;SENTO SÉ;OUTUBRO;MIGRAR;VISITA PRÉVIA;nan;nan;EDIE JONNES;nan;SANDRO SANTOS;7.1.2.3;100%;1;4;nan;nan;06/11/2025;07/11/2025;nan;nan;NÃO;nan;-9.7547425;-41.8846474;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1120283;RC-CIND-AV-DR ADOLFO VIANA-CENTRO;GOVERNO;JUAZEIRO;NOVEMBRO;AVANÇO;IMPLANTAÇÃO;PARCIAL;nan;SANTIAGO;GISMARIO;CARLOS EDUARDO;8.3.2.3;50%;nan;45;nan;nan;04/11/2025;30/12/2025;nan;SIM;NÃO;nan;-9.4250931;-40.5049497;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1222499;AC-CIND-POV-SABIA 10-RURAL🕯️;QLP;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;nan;VICTOR BARROS;7.1.2.3;100%;0;0;0;nan;22/11/2025;22/11/2025;nan;NÃO;NÃO;nan;-9.5161659;-40.6538312;Ver no Mapa;22/11/2025;22/11/2025;22/11/2025;SIM;nan;Consolidado;N/A
1200943;AC-CIND-FAZ-JURITI I-RURAL CURACA;nan;CURAÇÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;1;3;3;11/09/2025;11/09/2025;11/09/2025;26/09/2025;NÃO;NÃO;nan;-9.043645;-39.9484788;Ver no Mapa;25/09/2025;25/09/2025;25/09/2025;26/09/2025;nan;Consolidado;N/A
1209550;ME-COEL-ET-AGUAS BELAS-MALHADA AREIA;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO;EDIE JONNES;JUAREZ;VICTOR BARROS;8.2.1.3;100%;1;9;2;25/10/2025;24/10/2025;25/10/2025;nan;nan;NÃO;nan;-9.4622266;-40.4784266;Ver no Mapa;24/10/2025;25/10/2025;25/10/2025;27/10/2025;nan;Consolidado;N/A
1202754;AC-CIND-RUA-CRISTALINA-MALHADA  🕯️;RECLAMAÇÃO;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.1.3;100%;0;0;0;nan;12/11/2025;12/11/2025;nan;NÃO;NÃO;nan;-9.4402388;-40.5119868;Ver no Mapa;12/11/2025;12/11/2025;12/11/2025;SIM;nan;Consolidado;N/A
1205827;IT-CIND-ROD-BR 407-DISTRITO INDUSTRIAL 🕯️;REPUTACIONAL;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;0;0;0;nan;21/11/2025;21/11/2025;nan;SIM;NÃO;nan;-9.4656173;-40.4817206;Ver no Mapa;21/11/2025;21/11/2025;21/11/2025;SIM;nan;Consolidado;N/A
1198348;ER-CIND-RUA-03-RURAL;nan;SENTO SÉ;OUTUBRO;MIGRAR;NÃO INICIADA;nan;nan;EDIE JONNES;nan;SANDRO SANTOS;7.1.2.3;100%;1;4;nan;nan;08/11/2025;10/11/2025;nan;nan;NÃO;nan;-9.7547425;-41.8846474;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1186775;ER-CIND-RUA-DAS FLORES-RETIRO DE BAIXO;nan;SENTO SÉ;OUTUBRO;MIGRAR;ESCAVAÇÃO;nan;nan;EDIE JONNES;GISMARIO;SANDRO SANTOS;7.1.2.3;100%;1;2;nan;nan;18/11/2025;19/11/2025;nan;nan;NÃO;nan;-9.9179862;-42.0964309;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1171363;ER-CIND-SI-S O GERALDO-RURAL;nan;SENTO SÉ;OUTUBRO;MIGRAR;NÃO INICIADA;nan;nan;EDIE JONNES;nan;SANDRO SANTOS;0;100%;1;3;nan;nan;17/11/2025;18/11/2025;nan;nan;NÃO;nan;-9.7891719;-41.9595363;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1221999;IT-GRUA-POV-ITAPERA 1888-RURAL;nan;SENTO SÉ;OUTUBRO;MIGRAR;NÃO INICIADA;nan;nan;EDIE JONNES;nan;SANDRO SANTOS;nan;100%;1;3;nan;nan;11/11/2025;11/11/2025;nan;nan;NÃO;nan;-9.470451;-40.498518;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1116565;MP-CIND-POV-MALVINAS 1000-RURAL-MOD;nan;SENTO SÉ;OUTUBRO;MIGRAR;ESCAVAÇÃO;nan;nan;SANTIAGO;FABIO;SANDRO SANTOS;7.1.2.3;100%;1;23;nan;nan;21/10/2025;25/10/2025;nan;nan;NÃO;nan;-10.1037102;-42.1469957;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1172245;RR - CIND - POV LAGOA DO MARY - RURAL;nan;SENTO SÉ;OUTUBRO;MIGRAR;ESCAVAÇÃO;nan;nan;SANTIAGO;FABIO;SANDRO SANTOS;14.7.3;100%;2;17;nan;nan;27/10/2025;27/10/2025;nan;nan;NÃO;nan;-10.1193568;-41.6873124;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1172127;UB CIND RUA DO CASCALHO - CENTRO;nan;SENTO SÉ;OUTUBRO;MIGRAR;LOCADA;nan;nan;EDIE JONNES;JUAREZ;SANDRO SANTOS;7.1.1.3;100%;1;1;nan;30/10/2025;10/11/2025;10/11/2025;nan;nan;NÃO;nan;-9.8360102;-41.7652151;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1195222;UB-CIND-RUA-02 QSA S 19-VILA S O JOAQUIM;nan;SOBRADINHO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.1.3;100%;1;3;nan;11/09/2025;11/09/2025;12/09/2025;nan;SIM;NÃO;nan;-9.4702329;-40.7949487;Ver no Mapa;17/09/2025;18/09/2025;18/09/2025;nan;nan;Consolidado;N/A
994094;MP-CIND-POV LAGOA DO BENEDITO- LAGOA;REPUTACIONAL;PILÃO ARCADO;NOVEMBRO;AVANÇO;NÃO INICIADA;COMPLETO;CARRETA DE POSTE DESCARREGADA;SANTIAGO;JACSON;nan;14.7.3;50%;19;81;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.9189224;-42.7500441;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1201007;AC-CIND-RUA-S 1-CENTRO-PILAO ARCADO;PRIORIDADE PLANO ANEEL;PILÃO ARCADO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;2 EQUIPE PARA ESSE DESLIGAMENTO;PAULO JUNIOR;FERNANDO;MARLOS LOPES;7.1.1.3;100%;nan;2;2;nan;13/11/2025;27/11/2025;nan;NÃO;NÃO;nan;-10.0009;-42.4794;Ver no Mapa;13/11/2025;27/11/2025;27/11/2025;SIM;nan;Consolidado;N/A
1209983;AC-CIND-RUA-05 QDA N 22-VILA SAO JOAQUIM;nan;SOBRADINHO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.1.3;100%;1;3;nan;16/09/2025;15/09/2025;16/09/2025;nan;SIM;NÃO;nan;-9.4673387;-40.7933262;Ver no Mapa;16/09/2025;18/09/2025;18/09/2025;18/09/2025;nan;Consolidado;N/A
1185166;AC-CIND-FAZ-SÃO JOAQUIM-RURAL;nan;SOBRADINHO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.2.3;100%;1;3;nan;20/09/2025;19/09/2025;20/09/2025;nan;NÃO;NÃO;nan;-9.4627287;-40.8772378;Ver no Mapa;20/09/2025;30/9/2025;30/09/2025;01/10/2025;nan;Consolidado;N/A
1229394;ER-CIND-POV-PEDRA BRANCA-RURAL;QLP;CURAÇÁ;DEZEMBRO;A PROGRAMAR;NÃO INICIADA;A SOLICITAR;nan;nan;nan;CARLOS EDUARDO;7.1.2.3;100%;17;4;nan;nan;16/12/2025;16/12/2025;nan;nan;NÃO;nan;-8.710615;-39.439593;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1113834;AC-CIND ESCOLA MUN.DE BREJINHO-RURAL;QLP;PILÃO ARCADO;NOVEMBRO;AVANÇO;LANÇAMENTO;PARCIAL;nan;PAULO JUNIOR;AILTON;MARLOS LOPES;7.1.2.3;100%;65;416;nan;nan;nan;30/10/2025;nan;SIM;NÃO;nan;-9.9331343;-42.9012232;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1157820;UB-CIND-RUA-21 DE ABRIL-CAMPO ALEGRE;nan;CAMPO ALEGRE DE LOURDES;AGOSTO;CONCLUÍDA;nan;ANALISADO;nan;ANDERSON;MANUTENÇÃO;nan;7.1.1.3;100%;nan;2;nan;nan;27/08/2025;27/08/2025;nan;NÃO;nan;nan;nan;nan;nan;27/08/2025;27/08/2025;27/08/2025;28/08/2025;nan;Descartado;Filtro CARTEIRA
1146807;NT-RECOND-SBO-01S4-D134830-Q023936;EQUIPAMENTO;SOBRADINHO;OUTUBRO;MIGRAR;EQUIPAMENTO;nan;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.1;100%;1;2;nan;nan;29/10/2025;30/10/2025;29/10 Á 30/10;SIM;NÃO;nan;-9.5366625;-40.9057719;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1190765;ER-CIND-SI-MARTINS DO CORDEIRO-V DE CIMA;nan;CAMPO ALEGRE DE LOURDES;AGOSTO;CONCLUÍDA;nan;nan;nan;ANDERSON;MANUTENÇÃO;nan;14.4.12.1;100%;nan;2;2;nan;18/08/2025;29/08/2025;nan;NÃO;nan;nan;nan;nan;nan;nan;nan;14/08/2025;14/08/2025;nan;Descartado;Filtro CARTEIRA
X-1190660;AC-CIND-FAZ-JACARE-RURAL;nan;CURAÇÁ;AGOSTO;CONCLUÍDA;nan;nan;nan;EDIE JONNES;JUAREZ;nan;7.1.2.3;100%;nan;2;2;nan;29/08/2025;30/08/2025;nan;nan;nan;nan;nan;nan;nan;23/08/2025;23/08/2025;23/08/2025;25/08/2025;nan;Descartado;Filtro CARTEIRA
X-1174527;ER-CIND-FAZ-OITEIRO 5-RURAL;nan;CURAÇÁ;AGOSTO;CONCLUÍDA;nan;nan;nan;EDIE JONNES;PAULO;nan;7.1.2.3;100%;nan;2;2;nan;27/08/2025;30/08/2025;nan;nan;nan;nan;nan;nan;nan;25/08/2025;26/08/2025;26/08/2025;26/08/2025;nan;Descartado;Filtro CARTEIRA
B-1136743;EQ-CIND-POV-CURAÇA PEQUENO-RURAL;nan;JUAZEIRO;AGOSTO;CONCLUÍDA;nan;nan;nan;SANTIAGO;FERNANDO;nan;7.1.2.3;100%;nan;2;2;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
X-1180213;ER-CIND-FAZ SAO JOAO 3-RURAL;nan;JUAZEIRO;AGOSTO;CONCLUÍDA;nan;nan;nan;ANDERSON;PEDRO LINO;nan;7.1.1.3;100%;nan;2;2;nan;08/08/2025;09/08/2025;nan;nan;nan;nan;nan;nan;nan;08/08/2025;09/08/2025;09/08/2025;11/08/2025;nan;Descartado;Filtro CARTEIRA
X-1187854;AC-CIND-POV CURRAL RAMOS-CURRAL RAMOS;nan;REMANSO;AGOSTO;CONCLUÍDA;nan;nan;nan;ANDERSON;MANUTENÇÃO;nan;7.1.1.3;100%;nan;2;nan;nan;nan;nan;nan;NÃO;nan;nan;nan;nan;nan;23/08/2025;30/08/2025;nan;nan;nan;Descartado;Filtro CARTEIRA
1219676;ER-CIND-POV-SABIA II-RURAL;nan;JUAZEIRO;AGOSTO;CONCLUÍDA;nan;nan;OURO;MICHEL;MICHEL;VICTOR BARROS;7.1.2.3;100%;1;2;2;nan;01/09/2025;01/09/2025;nan;nan;nan;nan;-9.498318;-40.635963;Ver no Mapa;nan;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
1127877;ER-CIND-POV-CURACA-RURAL;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;MARLOS LOPES;7.1.2.3;100%;1;2;2;nan;27/10/2025;27/10/2025;27/10/2025;SIM;NÃO;nan;-9.1338841;-39.9841666;Ver no Mapa;14/10/2025;18/10/2025;20/10/0205;20/10/2025;nan;Consolidado;N/A
1212958;AC-CIND-POV-PROJETO CURACA-RURAL;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;MARLOS LOPES;7.1.2.3;100%;1;2;2;27/10/2025;27/10/2025;27/10/2025;nan;nan;NÃO;nan;-9.1813549;-40.0585027;Ver no Mapa;27/10/2025;27/10/2025;27/10/2025;28/10/2025;nan;Consolidado;N/A
1209467;UB-CCOL-RUA-MERCADO PRODUTOR-T  NEVES;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;VICTOR BARROS;nan;100%;1;2;2;nan;29/10/2025;29/10/2025;nan;SIM;NÃO;nan;nan;nan;Ver no Mapa;29/10/2025;29/10/2025;29/10/2025;30/10/2025;nan;Consolidado;N/A
