PROJETO_FATO;Carteira;COORD;NOTA;TÍTULO;MUNICIPIO;STATUS 1;ENCARREGADO;SUPERVISOR;AR COELBA;nan;CRITÉRIO;ANÁLISE PROJETO PRÉ-FECH.;SOLICITAÇÃO DE RESERVA;DATA SAQUE MATERIAIS;PES LV;PES ENCABEÇ. BT / ENERG.;PES PD;DATA PD;STATUS PES PD;SI PG;PG's;CLIET.;PSTP;CAVA REALIZADA;PST EXEC;Á REALIZAR;AVNR;AVANÇO;INCIO;PV. FIM;ENERGIZAÇÃO;REFERENCIA;LATITUDE;LONGITUDE;V. PROJETO;PROVAVEL ROCHA;NECESSIDADE DE VISITA;CABO 1X25;CABO 3X35;OBS;AVALIAÇÃO SERVIÇO;PLANO;OC. ENERG.;22%%;STATUS_FATO;;VALOR SERVIÇO;SERV. X % AVNP;Ticket Médio;% Vlr Serv / Vlr Projeto;DIAS PREVISTOS;% Vlr Serv x Vlr Projeto;PES ENCAB. BT / ENERG.;SOLICITAÇÃO DE TRANSPORTE CONCRETO;OBRA SIMPLIFICADA;DATA ENERG REAL;VALOR DE PROJETO;PV. INÍCIO;INCIO REAL;FIM REAL;B-1227403;ETAPA;CARTEIRA;VALOR REAL;PIN;MAPS;REFERÊNCIA;PG'S;VISITA PRÉVIA;PRÉ-FECHAMENTO;LINK PROJETO;SOL. DE RESERVA NO CES;DT. SEPARAÇÃO CES;DT. SAQUE DE MATERIAIS;PES ENCAB. BT/ ENERG.;RESUMO ENCAB. BT/ENERG.;RESUMO LV;RESUMO PES PD;% POSTES;CAVP;CAVR;% CAVAS;DT REPROG;OBRA MIGRADA;DT I REAL;DT F REAL;ENERG. INFORMADA;AS BUILT;OBS.1;Unnamed: 0;AVANÇO.1;CONCRETO ENVIADO;DEVOLUÇÃO;BOOK/EVIDÊNCIAS;IMPEDITIVO
1177447;02/01/2025;JACOBINA;9102153942;ME-COEL-RUA-MANOEL DANTAS-TANQUE NOVO;MAIRI;DESLIGAMENTO MARCADO PARA SER REALIZADO COM 3 TURMAS;LUCIANO / ANTÔNIO /EDILSON;RENATO;MANOEL GUSTAVO;;RECLAMAÇÃO;23/01/25;23/01/25;29/01/25;nan;2025-7218;2025-17401;28/02/25;APROVADA;nan;E601293;0;1;1;1;0;100%;nan;01/02/25;28/02/25;nan;nan;-11.71255095;/;R$ 111.820,29;nan;;nan;nan;nan;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1128957;02/01/2025;JACOBINA;9102021683;RC-SEIN-POV-DAS PEDRAS-PEDRAS;CAMPO FORMOSO;FALTA LINHA VIVA;ANTONIO;nan;HIAGO SANTANA;;REPUTACIONAL;23/12/24;23/12/24;30/01/25;2025-11294;nan;nan;nan;nan;nan;E615806 AO E615807;0;2;nan;nan;2;0%;nan;15/02/25;19/02/25;nan;Q025689;-10.1878574;-40.886776;R$ 23.724,88;nan;SIM;nan;nan;Dependende 2 postes 14/600;Intercalar dois postes de14 metros com LV, devido pavimentação da estrada rede ficou baixa. Avaliar;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000023;02/01/2025;JACOBINA;QTD. OBRAS;nan;nan;nan;nan;nan;nan;;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;POSTES;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;R$ 1.513.765,57;nan;nan;nan;nan;nan;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1176820;03/01/2025;JACOBINA;;UB-CIND-RUA-CELINO DA SILVA 20-CENTRO-TI;CAMPO FORMOSO;ENERGIZADA;EUDÁRIO;EDILECIO;HIAGO SANTANA - U470061;;DIA C - REPUTACIONAL;14/02/25;14/02/25;nan;nan;nan;2025-28349;19/03/25;EM ANALISE;nan;E615831 ao E615832;1;2;2;2;2;100%;nan;12/03/25;19/03/25;19/03/2025;Q063578;-10.4654722;-40,5457401;R$ 35.769,22;nan;nan;nan;nan;nan;nan;PLANO 7;PES 28349 OC 45359;R$ 7.869,23;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0946219;03/01/2025;JACOBINA;;ER-CCOL-POV.ARARAS-RURAL;CAMPO FORMOSO;AVANÇO;ANTONIO;EDILECIO;HIAGO SANTANA - U470061;;REPUTACIONAL;31/01/25;nan;nan;2025-31355;2025-28743;nan;nan;nan;1019044/2025;E717068 AO E717108;3;41;nan;nan;41;0%;50,00%;05/03/25;30/03/25;nan;B139191;-10.1002863;-40.4791195;R$ 172.701,96;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;R$ 37.994,43;AVANÇO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1180695;03/01/2025;JACOBINA;;ER-CIND-FAZ-PILOES-RURAL;CAMPO FORMOSO;OBRA SEM ACESSO;ANTONIO;EDILECIO;HIAGO SANTANA - U470061;;PRIORIDADE PLANO ANEEL;24/02/25;24/02/25;nan;nan;2025-28222;nan;nan;nan;nan;E698708 ao E698712;1;5;nan;nan;5;0%;100%;03/03/25;07/03/25;nan;E336232;-10.4571667;-40.364775;R$ 27.603,92;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;R$ 6.072,86;OBRA SEM ACESSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1168683;03/01/2025;JACOBINA;;ER-CCOL-RCL-FAZ-PILOES-RURAL;CAMPO FORMOSO;ENERGIZADA;ANTONIO;EDILECIO;HIAGO SANTANA - U470061;;DIA C - ESTRATEGIA PR;10/02/25;10/02/25;12/02/25;nan;2025-28011;nan;nan;nan;nan;E682381 ao E682385;12;5;5;5;0;100%;nan;03/03/25;11/03/25;11/03/2025;D520466;-10.4702222;-40,3516244;R$ 35.769,22;nan;nan;nan;nan;nan;nan;PLANO 7;PES 28011 / OC 28383;R$ 7.869,23;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1145254;03/01/2025;JACOBINA;;ER-CIND-POV-LAGEDO RASO-RURAL;CAMPO FORMOSO;ENERGIZADA;EUDÁRIO;EDILECIO;HIAGO SANTANA - U470061;;DIA C;19/11/24;20/11/24;29/01/25;nan;2025-28013;nan;nan;nan;nan;E615891 ao E615895;1;6;4;5;1;83%;nan;07/03/25;14/03/25;13/03/2025;nan;-10,4469726;-40,5390414;R$ 29.446,95;nan;nan;nan;Pendente detonação , 4 cava perfurada;nan;nan;PLANO 7;PES 28014 / OC 33503;R$ 6.478,33;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1159520;03/01/2025;JACOBINA;;UB-CIND-RUA-MANDACARU-TIQUARA;CAMPO FORMOSO;ENERGIZADA;EUDÁRIO;EDILECIO;RAMON;;PRIORIDADE PLANO ANEEL;29/11/24;29/11/24;29/01/25;nan;2025-28017;nan;nan;nan;1014089/2024;E682280 AO E682286;14;7;7;7;0;100%;100,00%;10/03/25;14/03/25;22/03/2025;D397270;-10.4621667;-40.5457041;R$ 34.592,90;nan;nan;nan;Pendente detonação 7 cavas, cavas perfuradas;Extensão 7 BT cabo 1x25 (185mts). Tiquara, cava em rocha;nan;PLANO 7;PES 28017 OC 53769;R$ 7.610,44;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146061;03/01/2025;JACOBINA;;ER-CIND-SI-GENIO-RURAL;CAMPO FORMOSO;CAVAS EXPLORADAS -PARA DETONAR;EUDÁRIO;EDILECIO;HIAGO SANTANA - U470061;;PRIORIDADE PLANO ANEEL;16/12/24;06/12/24;15/01/24;2025-34498;2025-28928;nan;nan;nan;nan;E601299 AO E601303;1;5;nan;nan;5;0%;100,00%;10/03/25;13/03/25;nan;E427776;-10.2326944;-40.5009006;R$ 50.535,86;nan;nan;nan;Alterou projeto para 5 postes, pendente perfuração e detonação;Extensão 8 BT cabo 1x25 (485mts). Cava em rocha;nan;PLANO 14 - LPT;nan;R$ 11.117,89;CAVAS EXPLORADAS -PARA DETONAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151265;03/01/2025;JACOBINA;;ER CIND FAZ BAIXA DA MINA RURAL;CAMPO FORMOSO;ENERGIZADA;EUDÁRIO;EDILECIO;HIAGO SANTANA - U470061;;PRIORIDADE PLANO ANEEL;23/12/24;23/12/24;25/02/25;nan;2025-28018;nan;nan;nan;nan;E615799 AO E615802;1;4;4;4;0;100%;100,00%;14/03/25;16/03/25;20/03/2025;D574604;-10,2691168;-40,6424555;R$ 24.119,08;nan;nan;nan;Não iniada;Extensão 4 BT cabo 1x25 (235mts), depois do povoado Panela, solo cava em rocha;nan;PLANO 7;PES 28018  OC 49546;R$ 5.306,20;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151807;03/01/2025;JACOBINA;;ER-CIND-POV-VARGEM DO SAL-VARGEM DO SAL;CAMPO FORMOSO;ENERGIZADA;EUDÁRIO;EDILECIO;RAMON - U464714;;PRIORIDADE PLANO ANEEL;19/12/24;19/12/24;21/12/24;2025-31499;nan;nan;nan;nan;nan;E615785 ao E615789;1;5;5;5;0;100%;100,00%;03/03/25;15/03/25;25/03/2025;E237974;-10,4096905;-40,6827986;R$ 50.830,09;nan;nan;nan;Pendente perfuração e detonação de 5 cavas;Instalar trafo no PG E237874, extensão 5 postes BT cabo 1x25 (235mts), Vargem do Sal, 100% detonada;nan;PLANO 14 - LPT;PES 33928 OC 60823;R$ 11.182,62;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1094013;03/01/2025;JACOBINA;;AC CIND PO LAGOA CAVADA RURAL CPF;CAMPO FORMOSO;ENERGIZADA;JAIRO;EDILECIO;GUTTEMBERG;;REPUTACIONAL;18/02/25;18/02/25;25/02/25;2025-34511;2025-28747;nan;nan;nan;1019065/2025;E717146 ao E717156;1;11;nan;nan;11;0%;nan;16/03/25;20/03/25;28/03/2025;Q062252;-10.2004444;-40.3977383;R$ 127.909,10;nan;nan;nan;nan;nan;nan;PLANO 7;PES 28747 OC 68388;R$ 28.140,00;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146336;03/01/2025;JACOBINA;;RR-CIND-POV-CURRALINHO-RURAL;CAMPO FORMOSO;JÁ ESTÁ NO QUINTO REPASSE E AS CAVAS NÃO SAEM;ANTONIO;EDILECIO;HIAGO SANTANA;;REPUTACIONAL;11/11/24;11/11/24;12/11/24;2025-31501;2025-27240;nan;nan;nan;1012146/2024;E669427 ao E669438;2;12;16;nan;12;0%;100,00%;20/03/25;30/03/25;nan;E238073;-10,235994;-40,605536;R$ 122.883,92;nan;nan;nan;nan;Transformar N3/N4;nan;PLANO 14 - LPT;nan;R$ 27.034,46;JÁ ESTÁ NO QUINTO REPASSE E AS CAVAS NÃO SAEM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1144572;03/01/2025;JACOBINA;;ER-CIND-RUA-PAU DE COLHER-CAATINGA MOURA;JACOBINA;ENERGIZADA;ELIEZER;GABRIEL;NATALICIO;;QLP;11/02/25;12/02/25;13/02/25;2025-28168;2025-28455;nan;nan;nan;1019077/2025;E717192 ao E717199;1;8;8;8;0;100%;nan;10/03/25;12/03/25;13/03/2025;D233182;https://maps.app.goo.gl/bc8FKXV4ZAonkruP6;-40.772549;R$ 70.282,89;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;PES 28168 OC 33162;R$ 15.462,24;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097767;03/01/2025;JACOBINA;;ER-CIND-FAZ-BREJO-RURAL;MIRANGABA;ENERGIZADA;ELIEZER;GABRIEL;;;QLP;19/02/25;19/02/25;nan;2025-31502;2025-31667;nan;nan;nan;1019082/2025;E717246 ao E717258;1;13;13;13;0;100%;nan;17/03/25;22/03/25;19/03/2025;D180516;https://maps.app.goo.gl/mp1hcPy5fQcyAKzF9;-40.5035908;R$ 62.930,31;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;PES 31667 OC 46346;R$ 13.844,67;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0924090;03/01/2025;JACOBINA;;ER-CIND-POV CANJERANA-URBANO;MUNDO NOVO;nan;HEMORGENES;GABRIEL;DIORLAN SOUZA - U352259;;JUDICIAL;24/01/25;24/01/25;28/01/25;2025-31503;2025-27242;nan;nan;nan;nan;E615923 ao E615931;1;9;nan;nan;9;0%;100,00%;25/02/25;18/03/25;nan;L381946;-11,9554406;-40.2021638;R$ 30.506,54;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 6.711,44;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1098618;03/01/2025;JACOBINA;;MP CIND POV EUCALIPTO RURAL;MUNDO NOVO;nan;HEMORGENES;GABRIEL;DIORLAN SOUZA - U352259;;NOVOS QUESTIONAMENTOS ANEEL;08/03/25;08/03/25;nan;2025-31505;2025-25815;nan;nan;nan;1021480/2025;E732432 ao E732469;2;37;nan;nan;38;0%;50,00%;18/03/25;30/04/25;nan;D016418;-11,9825692;-40,4960503;R$ 458.625,84;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;R$ 100.897,68;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148818;03/01/2025;JACOBINA;;MP-CIND-POV-AVN PRINCIPAL-JEQUITIBA RURA;MUNDO NOVO;nan;JOÃOZITO;GABRIEL;2025-35990;;PRIORIDADE PLANO ANEEL;07/03/25;07/03/25;11/03/25;nan;2025-23972   E TRANSFERÊNCIA 2025-33861;nan;nan;nan;1021929;E734643 - E734661;3;22;nan;nan;nan;0%;100,00%;10/03/25;30/03/25;nan;D009330;-12,0403391;-40.48976;R$ 199.621,70;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 43.916,77;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1171960;03/01/2025;JACOBINA;;IE-RELIGADOR-MUN-01N3-T21140;MUNDO NOVO;MIGRADA PARA MARÇO;HEMORGENES;GABRIEL;DIORLAN;;AL/MELHORAMENTO;15/02/25;15/02/25;nan;CRIAR;nan;nan;nan;nan;nan;E682395;0;0;nan;nan;0;0%;nan;10/02/25;20/03/25;nan;L398153;https://maps.app.goo.gl/CAjyFe8FfYYATo4r8;-40.4618933;R$ 106.993,38;nan;nan;nan;nan;nan;nan;PLANO 8;nan;R$ 23.538,54;MIGRADA PARA MARÇO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146840;03/01/2025;JACOBINA;;ER-SEIN-FAZ-GUANABARA-RURAL-INDAI;MUNDO NOVO;MIGRA PARA ABRIL;HEMORGENES;GABRIEL;DIORLAN;;REPUTACIONAL;14/02/25;14/02/25;18/02/25;nan;2025-28195;2025-11935;21/02/2025;EXECUTADO;1019115/2025;E717259 ao E717285;1;30;nan;nan;30;0%;nan;10/03/25;21/03/25;nan;E545284;https://maps.app.goo.gl/Bt3aMLbJ4bN6Tcwt8;-40.5877595;R$ 223.783,24;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;R$ 49.232,31;MIGRA PARA ABRIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114109;03/01/2025;JACOBINA;;AL GRUA AG SERRA RURAL;MUNDO NOVO;nan;HEMORGENES;GABRIEL;DIORLAN;;TRANSGRESSÃO;20/03/25;20/03/25;nan;nan;nan;CRIAR;AGUARDAR;DEFINIR;1019600/2025;E719592 ao E719638;0;62;nan;nan;58;0%;nan;17/03/25;30/06/25;nan;D262172;https://maps.app.goo.gl/1WN3qJb2K99Nn9YL9;-40,4812778;R$ 2.996.234,13;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 659.171,51;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1113324;03/01/2025;JACOBINA;;MP CIND RUA ALAGADIÇO RURAL;OUROLÂNDIA;nan;ELIEZER;GABRIEL;RICARDO SANTOS - U465100;;QLP;14/03/25;15/03/02;nan;2025-31506;2025-23881;nan;nan;nan;1021505/2025;E732572 ao E732596/E732614 ao E732617;3;35;nan;nan;35;0%;nan;20/03/25;30/03/25;nan;R036717;https://maps.app.goo.gl/eGMnc5yJdWJqif2w9;-41,2879903;R$ 240.951,15;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 53.009,25;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165228;03/01/2025;JACOBINA;;UB-CIND-RUA JURACY BORGES-CENTRO;PIRITIBA;ENERGIZADA;JOSÉ MISAEL;GABRIEL;DIORLAN SOUZA - U352259;;NOVOS QUESTIONAMENTOS ANEEL;11/03/25;11/03/25;nan;nan;2025-28285;nan;nan;nan;nan;E732482 ao E732487;1;6;6;6;6;100%;100,00%;23/03/25;30/03/25;21/03/2025;L381016;-11,7312776;-40.5718945;R$ 36.076,55;nan;nan;nan;nan;nan;nan;PLANO 7;PES 28285 OC 52137;R$ 7.936,84;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035980;03/01/2025;JACOBINA;;MP- CIND - POV.MANICOBA-RURAL;PIRITIBA;ENERGIZADA;JOSÉ MISAEL;GABRIEL;DIORLAN SOUZA - U352259;;QLP;09/01/25;09/01/25;28/01/25;2025-29545;2025-29550;nan;nan;nan;1016760/2024;E698799 ao E698813;1;15;15;15;0;100%;100,00%;10/03/25;15/03/25;17/03/2025;nan;-11,759154;-40,627565;R$ 134.719,83;nan;nan;nan;nan;Intercalar poste c LV, solo bom;nan;PLANO 7;PES 29550 OC 41422;R$ 29.638,36;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151038;03/01/2025;JACOBINA;;ER-CCOL-FAZ-PINDOBEIRA-RURAL;PIRITIBA;ENERGIZADA;JOSÉ MISAEL;GABRIEL;DIORLAN SOUZA - U352259;;QLP;24/01/25;24/01/25;28/01/25;2025-29557;2025-28019;nan;nan;nan;1016768/2024;E699134 ao E699147;1;14;14;14;0;100%;nan;16/03/25;22/03/25;24/03/2025;R033925;https://maps.app.goo.gl/4ityXsYkKnNtCq9f7;-40,7403755;R$ 126.327,14;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;PES 28019 OC 59073;R$ 27.791,97;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1098880;03/01/2025;JACOBINA;;AC-CIND-AV-SEVERINO RIBEIRO GRAN-CENTRO;UMBURANAS;nan;LUCIANO;EDILECIO;RICARDO SANTOS - U465100;;SOLICITAÇÃO ATENDIMENTO;26/02/25;27/02/25;nan;2025-31507;nan;nan;nan;nan;nan;E717172;0;1;nan;nan;1;0%;100,00%;15/03/25;15/03/25;nan;D006268;-10,7238749;-41.317756;R$ 27.740,82;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 6.102,98;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160614;03/01/2025;JACOBINA;;AC-CIND-FAZ-GRUNA-RURAL;UMBURANAS;nan;LUCIANO;EDILECIO;RICARDO SANTOS - U465100;;PRIORIDADE PLANO ANEEL;11/02/25;11/03/25;nan;2025-31508;nan;2025-29275;28/03/25;APROVADA;nan;E732481;0;1;nan;nan;0;0%;100,00%;17/03/25;18/03/25;nan;B738823;https://maps.app.goo.gl/ZTjQJ8eV6gdMQnHCA;-41.4147798;R$ 32.368,46;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 7.121,06;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1173826;03/01/2025;JACOBINA;;ER-CIND-RUA-DO PREDIO-RURAL DELFINO;UMBURANAS;nan;LUCIANO;EDILECIO;RICARDO SANTOS - U465100;;PRIORIDADE PLANO ANEEL;26/02/25;03/03/25;nan;nan;2025-26107;nan;nan;nan;nan;E717393 ao E717396;2;4;nan;nan;4;0%;100,00%;13/03/25;14/03/25;nan;B858091;-10.5296909;-41.2853487;R$ 27.457,75;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 6.040,71;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1090820;03/01/2025;JACOBINA;;MP-CCOL-POV. RODOLEIRO-RURAL;UMBURANAS;obra de avanço 50%;LUCIANO;EDILECIO;RICARDO SANTOS - U465100;;LPT;19/02/25;19/02/25;nan;2025-31509;2025-26174;nan;nan;nan;1019120/2025;E717312 AO E717371;6;53;nan;nan;53;0%;nan;14/03/25;30/03/25;nan;D923854;https://maps.app.goo.gl/pZ5EqJBwQ7BHv3fV7;-41.4415757;R$ 496.248,20;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;R$ 109.174,60;obra de avanço 50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1134261;03/01/2025;JACOBINA;;MP CIND POV VERDADEIRA RURAL;UMBURANAS;nan;LUCIANO;EDILECIO;RICARDO SANTOS - U465100;;QLP;12/03/25;12/03/25;nan;2025-31510;2025-26136;nan;nan;nan;nan;E732516 ao E732530;2;15;nan;nan;15;0%;nan;20/03/2025;25/03/25;nan;E230190;https://maps.app.goo.gl/EV2UiQZcuNmdSrYPA;-41.4157327;R$ 169.574,89;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 37.306,48;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1149468;03/01/2025;JACOBINA;;ER - CIND POV S O JOS  1375 - RURAL;UMBURANAS;ENERGIZADA;LUCIANO;GABRIEL;RICARDO SANTOS - U465100;;QLP;11/02/25;12/02/25;13/02/25;2025-28448;2025-28540;nan;nan;nan;nan;E677222 ao E677224;2;3;3;3;0;100%;nan;nan;13/03/25;12/03/2025;D103573;https://maps.app.goo.gl/KdGDb7zgt626h1he7;-41.295951;R$ 22.869,35;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;PES 28540 OC 30169;R$ 5.031,26;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1130072;03/01/2025;JACOBINA;;ER-CIND-FAZ-BOM SOSSEGO-RURAL;UMBURANAS;ENERGIZADA;LUCIANO;GABRIEL;nan;;QLP;11/02/25;12/02/25;13/02/25;2025-28355;2025-29091;nan;nan;nan;1019126/2025;E717445 ao E717459;1;15;13;15;0;100%;nan;25/02/25;13/03/25;13/03/2025;B348087;https://maps.app.goo.gl/o1xjMbFjtPJRK8jT8;-41.2874778;R$ 143.881,45;nan;nan;nan;nan;nan;nan;PLANO 7;PES 29091 OC 33153;R$ 31.653,92;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1073346;03/01/2025;JACOBINA;;LD-CIND-PR.GALDINO VITORIA-RURAL;MUNDO NOVO;ENERGIZADA;HEMORGENES;GABRIEL;DIORLAN SOUZA - U352259;;QLP;03/01/25;06/01/25;11/03/25;2025-31511;nan;nan;nan;nan;nan;E615827 E E615827;1;2;2;2;0;100%;nan;23/03/25;24/03/25;28/03/2025;B524475;-12,041839;-40,793877;R$ 27.036,75;nan;nan;nan;nan;Intercalar poste c LV, solo bom;nan;PLANO 7;PES 31511 OC 68160;R$ 5.948,09;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146489;03/01/2025;JACOBINA;;ER-CIND-POV-QUEIMADA DO CAPIM-QUEIMADA;OUROLÂNDIA;ENERGIZADA;ELIEZER;GABRIEL;nan;;QLP;17/02/25;17/02/25;nan;2025-28271;nan;nan;nan;nan;nan;E682399;2;1;1;1;0;100%;nan;07/03/25;15/03/25;13/03/2025;B503985;https://maps.app.goo.gl/VyQKpHe58EuVxfaE6;-41.1343653;R$ 22.539,11;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;PES 28271 OC 32306;R$ 4.958,60;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1173475;03/01/2025;JACOBINA;;ER-CERB-POV-SANTO ANTONIO-RURAL;CAMPO FORMOSO;ENERGIZADA;ANTONIO;EDILECIO;HIAGO SANTANA - U470061;;GOVERNO;28/02/25;11/03/25;nan;2025-31512;nan;nan;nan;nan;nan;E717371;1;1;1;1;0;100%;nan;28/03/25;28/03/25;21/03/2025;Q062827;-10.5674167;-40.4512912;R$ 25.216,99;nan;nan;nan;nan;nan;nan;PLANO 7;PES 31512 OC 51766;R$ 5.547,74;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1122127;03/01/2025;JACOBINA;;MP-CCOL-POV.BOA VISTA DO CAJ-RURAL;CAMPO FORMOSO;nan;ANTONIO;EDILECIO;HIAGO SANTANA - U470061;;REPUTACIONAL;20/03/25;20/03/25;nan;nan;CRIAR;CRIAR;AGUARDAR;DEFINIR;1021925;E734507 ao E734542;3;46;nan;nan;46;0%;nan;15/03/25;30/04/25;nan;D188098;-10.0511111;-40.3945463;R$ 783.832,42;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 172.443,13;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0936302;03/01/2025;JACOBINA;;ER-CIND-RUA DO SUMIDOURO-RURAL-CPF;CAMPO FORMOSO;nan;ANTONIO;EDILECIO;HIAGO SANTANA - U470061;;REPUTACIONAL;11/02/25;11/02/25;nan;nan;2025-29162;nan;nan;nan;1021927;E734552 ao E734570;3;19;nan;nan;19;0%;nan;21/03/25;27/03/25;nan;R025542;-10.5905000;-40.9336936;R$ 192.548,83;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 42.360,74;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1156133;03/01/2025;JACOBINA;;MP CIND POV PANELINHA RURAL;CAMPO FORMOSO;nan;ANTONIO;EDILECIO;HIAGO SANTANA - U470061;;REPUTACIONAL;16/03/25;45733;nan;nan;2025-29194;nan;nan;nan;1021926;E734571 ao E734621;5;57;nan;nan;57;0%;nan;20/03/25;30/04/25;nan;E279783;-10.3127222;-40.510141;R$ 499.023,93;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 109.785,26;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
