PROJETO_FATO;Carteira;COORD;NOTA;TÍTULO;MUNICIPIO;STATUS 1;ENCARREGADO;SUPERVISOR;AR COELBA;nan;CRITÉRIO;ANÁLISE PROJETO PRÉ-FECH.;SOLICITAÇÃO DE RESERVA;DATA SAQUE MATERIAIS;PES LV;PES ENCABEÇ. BT / ENERG.;PES PD;DATA PD;STATUS PES PD;SI PG;PG's;CLIET.;PSTP;CAVA REALIZADA;PST EXEC;Á REALIZAR;AVNR;AVANÇO;INCIO;PV. FIM;ENERGIZAÇÃO;REFERENCIA;LATITUDE;LONGITUDE;V. PROJETO;PROVAVEL ROCHA;NECESSIDADE DE VISITA;CABO 1X25;CABO 3X35;OBS;AVALIAÇÃO SERVIÇO;PLANO;OC. ENERG.;22%%;STATUS_FATO;;VALOR SERVIÇO;SERV. X % AVNP;Ticket Médio;% Vlr Serv / Vlr Projeto;DIAS PREVISTOS;% Vlr Serv x Vlr Projeto;PES ENCAB. BT / ENERG.;SOLICITAÇÃO DE TRANSPORTE CONCRETO;OBRA SIMPLIFICADA;DATA ENERG REAL;VALOR DE PROJETO;PV. INÍCIO;INCIO REAL;FIM REAL;B-1227403;ETAPA;CARTEIRA;VALOR REAL;PIN;MAPS;REFERÊNCIA;PG'S;VISITA PRÉVIA;PRÉ-FECHAMENTO;LINK PROJETO;SOL. DE RESERVA NO CES;DT. SEPARAÇÃO CES;DT. SAQUE DE MATERIAIS;PES ENCAB. BT/ ENERG.;RESUMO ENCAB. BT/ENERG.;RESUMO LV;RESUMO PES PD;% POSTES;CAVP;CAVR;% CAVAS;DT REPROG;OBRA MIGRADA;DT I REAL;DT F REAL;ENERG. INFORMADA;AS BUILT;OBS.1;Unnamed: 0;AVANÇO.1;CONCRETO ENVIADO;DEVOLUÇÃO;BOOK/EVIDÊNCIAS;IMPEDITIVO
1149080;01/01/2025;JACOBINA;9102085350;ER-CIND-RUA-DA CAIXA DAGUA-B DA CAATINGA;CAMPO FORMOSO;ENERGIZADA;JAILTON;ETEMILSON;HIAGO SANTANA - U470061;nan;PRIORIDADE PLANO ANEEL;02/12/24;02/12/24;04/12/24;nan;2025-3315;nan;nan;nan;nan;E601261;1;1;1;1;0;100,00%;100,00%;13/12/24;10/01/25;09/01/2024;B196599;-10.4420439;-40.8389634;R$ 9.729,12;nan;nan;nan;45;Pendente detonação, cava já perfurada;Extensão 1 BT cabo 3x35 (45mts), Brejao da Caatinga, CAVA em rocha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1153564;01/01/2025;JACOBINA;nan;ER-CIND-SI-GENIO 500-RURAL;CAMPO FORMOSO;EM ANDAMENTO - MIGRADA DEZ/24;MARIO;ETEMILSON;HIAGO SANTANA - U470061;nan;PRIORIDADE PLANO ANEEL;20/12/24;06/12/24;09/12/24;nan;2024-151665;nan;nan;nan;nan;"E601323 ao E601325
E615810";1;4;nan;nan;4;0%;100,00%;20/12/24;17/01/25;nan;B182570;-10.2727445;-40.4822468;R$ 17.629,47;nan;nan;185,00;nan;Pendente perfuração e detonação de 4 cavas;Extensão 3 BT cabo 1x25 (185mts), Cava em rocha retro];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1156370;01/01/2025;JACOBINA;9102103254;ER-CIND-POV-TIQUIRA 6-RURAL;CAMPO FORMOSO;ENERGIZADA;JAILTON;nan;RAMON;nan;REPUTACIONAL;23/12/24;23/12/24;26/12/24;2025-11295;2025-11296;nan;nan;nan;1014098/2024;E682306 AO E682322;2;17;3;16;1;94,12%;100,00%;09/12/24;27/01/25;31/01/2025;E225972;-10.4439717;-40.5773901;R$ 154.847,52;nan;nan;410,00;nan;Pendente perfuração e detonação de 17 cavas;Transformar N3 em N4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157858;01/01/2025;JACOBINA;9102108079;ER-CIND-POV-LAGEDO RASO-TIQUARA;CAMPO FORMOSO;ENERGIZADA;MARIO;ETEMILSON;RAMON;nan;REPUTACIONAL;23/12/24;23/12/24;29/01/25;nan;2025-11689;nan;nan;nan;nan;E615803 AO E615805;1;3;3;3;0;100,00%;100,00%;10/12/24;27/01/25;31/01/2025;E477032;-10.4249413;-40.5391468;R$ 19.021,39;nan;nan;180,00;nan;Pendente perfuração e detonação de 3 cavas;Extensão 3 BT cabo 1x25 (180mts), Cava em rocha retro. Projetado poste de fibra 1 poste. Avaliar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1087344;01/01/2025;JACOBINA;9101915825;AC-CIND-FAZ-NOVA PAZ 02-RURAL;BAIXA GRANDE;ENERGIZADA;EDILSON;DURVAL;MANOEL GUSTAVO;nan;JUDICIAL;29/11/24;29/11/24;02/12/24;2024-150987;2024-153625;nan;nan;nan;nan;E669453 ao E669459;1;7;7;7;0;100,00%;100,00%;02/12/24;07/01/25;08/01/2025;P369429;-12.038977;-39.973915;R$ 39.634,02;nan;nan;nan;100;Em detonação de repasse de 3 cavas;Intercalar poste c LV e extender rede MT e BT cabo 3x35 (100mts), Entre Baixa Grande e Ipirá;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1081404;01/01/2025;JACOBINA;9101829285;MP-CCOL POV MARGEM DO RIO JACUIPE RURAL;SÃO JOSÉ DO JACUÍPE;ENERGIZADA;ANTONIO;RENATO;GUSTAVO;nan;LPT;09/12/24;09/12/24;11/12/24;"2025-9321
2025-9746";"LM: 2024-153648
ENERG:  2025-10556";nan;nan;nan;1014103/2024;E682353 AO E682411;3;30;30;30;0;100,00%;100,00%;13/12/24;24/01/25;28/01/2025;D242920;-11.440416;-39.897179;R$ 422.701,81;nan;nan;150,00;nan;Pendente perfuração e detonação de 15 cavas;Intercalar dois postes com LV, Sendo um c trafo para atender cliente e o outro para derivar a rede. Terreno rochoso, 80% cava em rocha com explosivo. Tres postes BT para atender cliente 20 e restante da obra MT MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1138569;01/01/2025;JACOBINA;9102055259;ER-CIND-POV-TANQUE NOVO-RURAL;CAMPO FORMOSO;EM ANDAMENTO - MIGRADA DEZ/24;JAILTON;nan;HIAGO SANTANA - U470061;nan;DIA C SIPEL JACOBINA;10/12/24;10/12/24;30/01/25;2025-11297;nan;nan;nan;nan;nan;E601282;nan;1;1;nan;1;0%;nan;14/12/24;28/01/25;nan;nan;-10.5672906;-40.477524;nan;nan;nan;nan;nan;Pendente detonação , cava perfurada;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160515;01/01/2025;JACOBINA;9102133516;ER-CIND-POV-BREJAO DA CAATINGA-RURAL;CAMPO FORMOSO;ENERGIZADA;MARIO;ETEMILSON;RAMON SANTOS - U464714;nan;DIA C SIPEL JACOBINA;18/12/24;18/12/24;29/01/25;nan;2025-11504;nan;nan;nan;nan;E601310;nan;1;nan;nan;1;0,00%;100,00%;23/01/25;30/01/25;31/01/2025;nan;-10.4378655;-40.8402098;nan;nan;nan;nan;nan;Pendente perfuração e detonação de 1 cava;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160749;01/01/2025;JACOBINA;9102130549;ER-CIND-RCL-RUA-DO SUMIDOURO-CENTRO;CAMPO FORMOSO;ENERGIZADA;EUDARIO;ETEMILSON;HIAGO SANTANA - U470061;nan;PRIORIDADE PLANO ANEEL;19/12/24;19/12/24;20/12/24;2025-9269;2025-11494;nan;nan;nan;nan;E615777 ao E615784;2;8;6;5;3;62,50%;100,00%;16/12/24;20/01/25;31/01/2025;R025541;-10.5917029;-40.9342058;R$ 74.801,03;nan;nan;380,00;nan;Não iniada;Intercalar poste com trafo com a LV e extender rede BT 7 postes (380mtrs). Trado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151265;01/01/2025;JACOBINA;9102099150;ER CIND FAZ BAIXA DA MINA RURAL;CAMPO FORMOSO;EM ANDAMENTO - MIGRADA DEZ/25;WAGNER;ETEMILSON;HIAGO SANTANA - U470061;nan;PRIORIDADE PLANO ANEEL;23/12/24;23/12/24;26/12/24;nan;2024-150146;nan;nan;nan;nan;E615799 AO E615802;1;4;nan;nan;4;0%;100,00%;11/12/24;20/01/25;nan;D574604;-10.2691168;-40.6424555;R$ 24.119,08;nan;nan;235,00;nan;Não iniada;Extensão 4 BT cabo 1x25 (235mts), depois do povoado Panela, solo cava em rocha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151807;01/01/2025;JACOBINA;9102092311;ER-CIND-POV-VARGEM DO SAL-VARGEM DO SAL;CAMPO FORMOSO;LPT;EUDARIO;ETEMILSON;RAMON - U464714;nan;PRIORIDADE PLANO ANEEL;19/12/24;19/12/24;21/12/24;2024-151786;nan;nan;nan;nan;nan;E615785 ao E615789;1;5;nan;nan;5;0%;100,00%;21/01/25;27/01/25;nan;E237974;-10.4096905;-40.6827986;R$ 50.830,09;nan;nan;240,00;nan;Pendente perfuração e detonação de 5 cavas;Instalar trafo no PG E237874, extensão 5 postes BT cabo 1x25 (235mts), Vargem do Sal, 100% detonada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007792;01/01/2025;JACOBINA;9101727668;nan;CAMPO FORMOSO;RETIRADA CARTEIRA  (SIPEL) - 07/01/25;JAILTON;ETEMILSON;HIAGO SANTANA - U470061;nan;DIA C SIPEL JACOBINA;10/12/24;10/12/24;12/12/24;2024-148343;nan;nan;nan;nan;nan;E601279 ao E601281;nan;3;nan;nan;3;0%;100,00%;14/12/24;14/12/24;nan;nan;-9.9648812;-40.5897338;nan;nan;nan;nan;nan;Não iniada;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1044483;01/01/2025;JACOBINA;9101691568;MP-CCOL-POV.CACIMBINHA-RURAL;CAMPO FORMOSO;SIPEL BONFIM;SIPEL BONFIM;SIPEL BONFIM;nan;nan;REPUTACIONAL;nan;nan;nan;nan;nan;nan;nan;nan;1014112/2024;E682438 AO E682767;38;324;nan;nan;324;0%;100,00%;05/12/24;31/01/25;nan;D010745;-9.9124989;-40.6843068;R$ 3.518.237,37;nan;nan;nan;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160634;01/01/2025;JACOBINA;9102122531;RC-CIND-POV-LIMOEIRO-RURAL;CAMPO FORMOSO;SIPEL BONFIM;SIPEL BONFIM;SIPEL BONFIM;nan;nan;REPUTACIONAL;05/12/24;05/12/24;06/12/24;OK;nan;"2024-144408
MANOBRA";13/12/24;CONCLUÍDO;1014121/2024;E682935 AO  E682990;nan;56;10;10;46;18%;100,00%;05/12/24;31/01/25;nan;nan;-10.5203873;-40.3286489;R$ 613.384,87;nan;nan;nan;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0914747;01/01/2025;JACOBINA;9101290252;RU-CCOL-FAZ GENIO-RURAL-CRB;CAMPO FORMOSO;SIPEL BONFIM;SIPEL BONFIM;SIPEL BONFIM;nan;nan;JUDICIAL;26/12/24;27/12/24;DEFINIR;OK;CRIAR;nan;nan;nan;1014115/2024;E682787 AO  E682882;13;96;nan;nan;96;0%;100,00%;16/12/24;31/01/25;nan;D922297;-10.2468485;-40.5458005;R$ 660.273,67;nan;nan;nan;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0727794;01/01/2025;JACOBINA;9100822013;ER-CIND-POV PORTO FELIZ-RURAL;PIRITIBA;CANCELADA. CLIENTE JÁ ATENDIDO;ALEX SANDRO;DURVAL;nan;nan;LPT;nan;nan;nan;nan;nan;CRIAR;07/02/25;CRIAR;nan;1;1;3;nan;nan;3;nan;nan;nan;nan;nan;nan;-11.759143;-40.712766;R$ 38.146,21;nan;nan;nan;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1033477;01/01/2025;JACOBINA;9101802699;ER-CIND-POV-LAGOA DA ON A-RURAL;PIRITIBA;CANCELADA. ATENDIDO PELO PARECER 023.;nan;DURVAL;nan;nan;LPT;nan;nan;nan;nan;nan;nan;nan;nan;nan;2;0;2;nan;nan;2;nan;nan;nan;nan;nan;nan;nan;nan;R$ 12.365,73;nan;nan;115,00;nan;nan;Intercalar 2 postes c LV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1139336;01/01/2025;JACOBINA;nan;RR-CIND-POV-AVN PRINCIPAL-JEQUITIBA MOD;MUNDO NOVO;SUBST. PELA OBRA B-1077783;JAILTON;RENATO;nan;nan;REPUTACIONAL;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2;22;nan;nan;22;nan;nan;09/01/25;21/01/25;nan;nan;nan;nan;R$ 152.631,18;nan;nan;nan;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1138085;01/01/2025;JACOBINA;9102057077;ER-CIND-SI-GENIO 1000-Z-RURAL;CAMPO FORMOSO;SIPEL BONFIM;JOSE SILVA;ETEMILSON;HIAGO;nan;PRIORIDADE PLANO ANEEL;12/11/24;12/11/24;13/11/24;2024-134208;nan;nan;nan;nan;1012174/2024;E669469 ao E669475;nan;8;2;nan;8;0,00%;100,00%;18/11/24;nan;nan;D922638;-10.314319;-40.485305;R$ 51.250,03;nan;nan;350,00;nan;Pendente perfuração e detonação de 8 cavas;Extenão BT cabo 1x25 (350mt) e intercalar poste MT em rede para fazer uma travessia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1158654;01/01/2025;JACOBINA;9102124526;ER-CIND-POV-FOLHA LARGA-RURAL;CAMPO FORMOSO;SIPEL BONFIM;JOSE SILVA;ETEMILSON;HIAGO SANTANA - U470061;nan;JUDICIAL;19/12/24;19/12/24;20/12/24;2024-151699;nan;nan;nan;nan;nan;E601317 ao E601322;1;6;nan;nan;6;0%;100,00%;17/12/24;30/12/24;nan;D922370;-10.2828275;-40.5142564;R$ 51.851,40;nan;nan;290,00;nan;Pendente perfuração e detonação de 6 cavas;Intercalar poste com trafo com a LV e extender rede BT 5 postes (290mtrs). Cava em rocha retro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102882;02/01/2025;JACOBINA;9101923953;MP-CCOL-RUA DO COMERCIO-RURAL;CAMPO FORMOSO;AVANÇO - MIGRADA DE JANEIRO/25 - 66% -não iniciada;MARIO/EUDÁRIO;ETEMILSON;HIAGO;;ESTRATÉGICA;03/01/25;06/01/25;09/01/25;2025-9976;2025-9989;nan;nan;nan;1016761/2024;E698814 ao E698993;20;179;nan;nan;179;0%;nan;nan;nan;nan;B747338;https://maps.app.goo.gl/FHMbp1dBPteX7sKX7;-40,934483;R$ 1.824.205,83;nan;nan;nan;nan;nan;50% DA OBRA;PLANO 14 - LPT;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146265;02/01/2025;JACOBINA;9102078212;IS-COEL-RUA-DR ANTONIO GONCALVES-CENTRO;CAMPO FORMOSO;EXECUTAR PELA SIPEL BONFIM;JAILTON;EDILECIO;GUTTEMBERG;;REPUTACIONAL;-;nan;nan;"2025-11933
CONJ. PD";nan;"2025-11838
CONJ. LV";25/02/25;APROVADA;nan;nan;0;0;nan;nan;0;0%;nan;nan;nan;nan;Q057114;-10.5086006;-40.3196462;R$ 12.335,06;nan;nan;nan;nan;nan;nan;PLANO 8;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1044483;02/01/2025;JACOBINA;9101691568;MP-CCOL-POV.CACIMBINHA-RURAL;CAMPO FORMOSO;EXECUTAR PELA SIPEL BONFIM;nan;nan;nan;;REPUTACIONAL;-;nan;nan;OK;nan;nan;nan;nan;1014112/2024;E682438 AO E682767;27;324;nan;nan;324;0%;nan;nan;nan;nan;D010745;-9,9124989;-40,6843068;R$ 3.522.354,62;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160634;02/01/2025;JACOBINA;9102122531;RC-CIND-POV-LIMOEIRO-RURAL;CAMPO FORMOSO;EXECUTAR PELA SIPEL BONFIM;nan;nan;GUTTEMBERG;;REPUTACIONAL;-;nan;nan;OK;nan;nan;13/12/24;CONCLUÍDO;1014121/2024;E682935 AO  E682990;0;56;nan;nan;56;0%;nan;nan;nan;nan;nan;-10,5203873;-40,3286489;R$ 644.115,98;nan;nan;nan;nan;nan;nan;PLANO 8;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1158654;02/01/2025;JACOBINA;9102124526;ER-CIND-POV-FOLHA LARGA-RURAL;CAMPO FORMOSO;OBRA JÁ EXECUTADA PELA EQUIPE DE SENHOR DO BONFIM;MÁRIO;EDILECIO;GUTTEMBERG;;DIA C - JUDICIAL;19/12/24;19/12/24;nan;2024-151699;nan;nan;nan;nan;nan;E601317 ao E601322;1;6;nan;nan;6;0%;nan;nan;nan;nan;D922370;-10,2828275;-40,5142564;R$ 51.851,40;nan;nan;290,00;nan;nan;Intercalar poste com trafo com a LV e extender rede BT 5 postes (290mtrs). Cava em rocha retro;PLANO 7;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161501;02/01/2025;JACOBINA;9102124206;ER-CIND-FAZ-CORTE VERMELHO-RURAL;BAIXA GRANDE;Cliente se encontra ligado no medidor 1218743818;LUCIANO;GABRIEL;DIORLAN;;QLP;18/02/25;18/02/25;nan;nan;2025-16378;nan;nan;nan;nan;E682391 ao E682392;1;2;nan;nan;2;0%;nan;25/02/25;26/02/25;nan;L430625;https://maps.app.goo.gl/CNs6KRWVqFe4NCt29;-40.1214854;R$ 10.759,79;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0828780;02/01/2025;JACOBINA;9101006486;MP-CCOLPOV TIQUARA-RURAL;CAMPO FORMOSO;OBRA JÁ EXECUTADA PELO PROJETO B1156370;EUDÁRIO;EDILECIO;GUTTEMBERG;;REPUTACIONAL;-;nan;nan;2025-12159;nan;nan;nan;nan;1019055/2025;E717128 ao E717145;2;18;nan;nan;18;0%;nan;nan;nan;nan;D129136;-10.4529673;-40.5616592;R$ 71.364,35;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1066091;02/01/2025;JACOBINA;9101839107;RR-CIND-FAZ ALDEIA-RURAL;MIGUEL CALMON;SAIU DA CARTEIRA DE FEVEREIRO;nan;GABRIEL;WELLINGTON;;LPT;-;nan;nan;2025-12035;nan;nan;nan;nan;1019078/2025;nan;1;30;nan;nan;30;0%;nan;nan;nan;nan;D030478;-114364855;-403296083;R$ 118.347,58;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1143821;02/01/2025;JACOBINA;9102074312;ER-CIND-ET-RURAL-LAGOA DO 33;OUROLÂNDIA;OBRA CANCELADA CONFORME E-MAIL 18/02/2025;ELIEZER;EDILECIO;nan;;QLP;17/02/25;17/02/25;19/02/25;nan;nan;2025-11937;21/02/25;APROVADA;nan;E682400 ao E682402;1;3;nan;nan;3;0%;nan;20/02/25;21/02/25;nan;D537163;https://maps.app.goo.gl/HqjDfyg4EPrvMekN7;-41.348668;R$ 33.705,09;nan;nan;nan;nan;nan;nan;PLANO 7;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146078;02/01/2025;JACOBINA;9102042888;MP CIND RUA DO  POÇO RURAL;UMBURANAS;nan;RODRIGO;EDILECIO;nan;;REPUTACIONAL;-;nan;nan;nan;nan;CRIAR;AGUARDAR;DEFINIR;1019123/2025;E717372 AO E717436;11;57;nan;nan;57;0%;nan;nan;nan;nan;D174027;-10.4512634;-41.2045201;R$ 533.205,29;nan;nan;nan;nan;nan;nan;PLANO 7;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114109;02/01/2025;JACOBINA;9101977642;AL GRUA AG SERRA RURAL;MUNDO NOVO;PROJETO EM REVISÃO;LUCIANO/ ANTONIO;RENATO;DIORLAN;;TRANSGRESSÃO;AGUARDAR;nan;AGUARDAR;nan;nan;CRIAR;AGUARDAR;DEFINIR;1019600/2025;nan;0;177;nan;nan;177;0%;nan;10/02/25;30/05/25;nan;D262172;-11,8515623;-40,4812778;R$ 2.996.234,13;nan;nan;nan;nan;nan;nan;PLANO 7;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1011761;02/01/2025;JACOBINA;9101728976;IS-CIND-POV-TOCA DA NOVILHA 195-RURAL;CAMPO FORMOSO;aguardando visita;EUD / MARIO / JAILTON;EDILECIO;GUTTEMBERG;;DIA C - ESTADUAL;14/02/25;14/02/25;nan;2025-17533  CONJ. PD;nan;2025-17525  CONJ COM LV;27/02/25;APROVADA;nan;E677225 ao E677227;0;4;nan;nan;4;0%;nan;10/02/25;28/02/25;nan;Q063146;https://maps.app.goo.gl/NkMqkdzsoUdtTToA8;-40,5631565;R$ 36.720,86;nan;nan;nan;nan;nan;nan;PLANO 8;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1174797;02/01/2025;JACOBINA;9102140830;UB-CIND-RUA-BENJAMIM CONSTANTINO-CENTRO;CAMPO FORMOSO;ENERGIZADA;EUD / MARIO / JAILTON;EDILECIO;GUTTEMBERG;;DIA C - REPUTACIONAL;10/02/25;10/02/25;12/02/25;"2025-11057
CONJ. PD";nan;"2025-10999
CONJ. LV";13/02/25;APROVADA;nan;E615964;1;2;2;2;0;100%;nan;13/02/25;13/02/25;13/02/2025;D527972;https://maps.app.goo.gl/9NtXG54PAeiornEj6;-40,324034;R$ 48.313,30;nan;nan;nan;nan;nan;nan;PLANO 7;2025-2-32683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1176820;02/01/2025;JACOBINA;9102151721;UB-CIND-RUA-CELINO DA SILVA 20-CENTRO-TI;CAMPO FORMOSO;MIGRADA PARA MARÇO;EUD / MARIO / JAILTON;EDILECIO;GUTTEMBERG;;DIA C - REPUTACIONAL;14/02/25;14/02/25;25/02/25;nan;nan;2025-11931;28/02/25;REPROVADO;nan;E615831 ao E615832;1;2;nan;nan;2;0%;nan;24/02/25;28/02/25;nan;Q063578;https://maps.app.goo.gl/74hPsMse8gysb8HB9;-40,5457401;R$ 35.769,22;nan;nan;nan;nan;nan;nan;PLANO 7;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1168683;02/01/2025;JACOBINA;9102138148;ER-CCOL-RCL-FAZ-PILOES-RURAL;CAMPO FORMOSO;4 postes implantados, falta cabo 1x25;nan;EDILECIO;GUTTEMBERG;;DIA C - ESTRATEGIA PR;10/02/25;10/02/25;12/02/25;nan;2025-16301;nan;nan;nan;nan;E682381 ao E682385;12;5;nan;nan;5;0%;nan;16/02/25;19/02/25;nan;D520466;https://maps.app.goo.gl/gjPL9TokNstZ4rn96;-40,3516244;R$ 35.769,22;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160485;02/01/2025;JACOBINA;9102128524;ER-CIND-FAZ-ESPERANCA-LAGOA DO MAMAO;BAIXA GRANDE;ENERGIZADA;LUCIANO;GABRIEL;DIORLAN;;DIA C - ESTRATEGIA PR;nan;nan;nan;nan;2025-14469;nan;nan;nan;nan;E615957 ao E615959;1;3;3;3;0;100%;nan;08/02/25;08/02/25;08/02/2025;E507611;https://maps.app.goo.gl/M66uAWntPtozeUv47;-40,141026;R$ 16.573,93;nan;nan;nan;nan;nan;nan;PLANO 7;18574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161149;02/01/2025;JACOBINA;9102122107;ER-CIND-FAZ-S O JORGE-RURAL;BAIXA GRANDE;não iniciada;LUCIANO;GABRIEL;DIORLAN;;DIA C - ESTRATEGIA PR;18/02/25;18/02/25;24/02/25;nan;2025-16338;nan;nan;nan;nan;E682386 ao E682390;1;5;nan;nan;5;0%;nan;20/02/25;22/02/25;nan;B888747;https://maps.app.goo.gl/NyS8MBDtpFhk21JcA;-40,1267864;R$ 29.491,41;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161926;02/01/2025;JACOBINA;9102125176;ER-CIND-FAZ-BOLIVIA-RURAL;BAIXA GRANDE;não iniciada;LUCIANO;GABRIEL;DIORLAN;;QLP;18/02/25;18/02/25;24/02/25;nan;2025-16427;nan;nan;nan;nan;E615831 ao E615832;1;2;nan;nan;2;0%;nan;23/02/25;25/02/25;nan;L382657;https://maps.app.goo.gl/fxRtBtxUdNW8eJDt6;-40,2081846;R$ 12.560,48;nan;nan;nan;nan;nan;nan;PLANO 14 - LPT;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148629;02/01/2025;JACOBINA;9102081338;ER-CIND-FAZ-QUEIMADA NOVA-RURAL;BAIXA GRANDE;não iniciada;LUCIANO;GABRIEL;DIORLAN;;RECLAMAÇÃO;18/02/25;18/02/25;24/02/25;2025-11761;nan;nan;nan;nan;nan;E682393 ao E682394;1;2;nan;nan;2;0%;nan;26/02/25;27/02/25;nan;B462086;https://maps.app.goo.gl/AtG8QydNL9NswLDf6;-40.027873;R$ 13.421,46;nan;nan;nan;nan;nan;INTERCALAR 02 POSTES AT E LANÇAR 02 VÃO DE BT (161 UCS - CHI 966);PLANO 14 - LPT;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146508;02/01/2025;JACOBINA;9102072982;ER-CIND-POV-ALDEIA-RURAL;BAIXA GRANDE;não iniciada;LUCIANO;GABRIEL;DIORLAN;;QLP;18/02/25;18/02/25;24/02/25;2025-11809;2025-16587;nan;nan;nan;1019033/2025;E717055 ao E717067;1;13;nan;nan;13;0%;nan;19/02/25;28/02/25;nan;D101905;https://maps.app.goo.gl/v4pzfoNrxFZC1QTZ7;-40.1897042;R$ 124.069,73;nan;nan;nan;nan;nan;nan;PLANO 7;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
