PROJETO;TITULO;CRITERIO;MUNICIPIO;CARTEIRA;STATUS 1;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;SUPERVISOR;ENCARREGADO;RESPONSÁVEL;PLANO;AVANÇO;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;LATITUDE;LONGITUDE;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1;COORD;Carteira;STATUS_AUDITORIA;MOTIVO_DESCARTE
1227157;UB-CIND-ROD-JUAZEIRO SOBRADIN 11-A-D J R;INSTITUCIONAL;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;IVONALDO;JUAREZ;VICTOR BARROS;7.1.1.3;100%;1;6;7;;02/12/2025;05/12/2025;;SIM;NÃO;;-9.450665;-40.521059;Ver no Mapa;02/12/2025;02/12/2025;02/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1177271;RR-GRUA-POV-CURACA EB 06 KM085-RURAL;;CURAÇÁ;SETEMBRO;MIGRAR;NÃO INICIADA;;OURO;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.1.3;100%;1;6;;;24/09/2025;26/09/2025;26/09/2025;SIM;;;-9.0731065;-39.9175208;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1095451;AC-CIND-POV HORTO DO SALITRE-RURAL 📸;QLP;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;ADC DUAS TURMAS ;IVONALDO;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;3;2;08/12/2025;08/12/2025;09/12/2025;;SIM;NÃO;;-9.549811;-40.6425938;Ver no Mapa;08/12/2025;08/12/2025;08/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1198350;ER-CCOL-RUA-04 AGROVILA-PEDRA BRANCA;;CURAÇÁ;SETEMBRO;AVANÇO;NÃO INICIADA;;;EDIE JONNES;TURMA NOVA;CARLOS EDUARDO;7.1.2.3;25%;;18;;;15/08/2025;31/10/2025;;;;;-8.6656868;-39.4263194;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1204135;UB-CIND-RUA-DOS COQUEIROS-QUADRA 14 🕯️;QLP;REMANSO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;ANDERSON;MANUTENÇÃO;MARLOS LOPES ;7.1.1.3;100%;1;2;2;19/11/2025;19/11/2025;20/11/2025;;NÃO;NÃO;;-9.61832;-42.0875;Ver no Mapa;19/11/2025;19/11/2025;19/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1032275;ER-CIND-POV-PONTAL-RURAL;;JUAZEIRO;SETEMBRO;MIGRAR;VISITA PRÉVIA;;OURO;ANDERSON;MANUTENÇÃO;VICTOR BARROS;14.4.12.1;100%;1;6;;;02/09/2025;03/09/2025;10/09/2025;;;;-9.0742368;-40.2047431;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1149015;IE-BANCO CAPACITOR-MND-01N3 📸;EQUIPAMENTO;CASA NOVA;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.3;100%;1;1;1;;27/10/2025;27/10/2025;04/11 Á 04/11;SIM;NÃO;;-9.3690855;-40.7984526;Ver no Mapa;31/10/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1214805;ER-CIND-FAZ-BARRA BONITA-RURAL;;JUAZEIRO;SETEMBRO;MIGRAR;LOCADA;;OURO / VAI SER 22 POSTE;SANTIAGO;IVONALDO;VICTOR BARROS;LPT;100%;3;44;;;17/09/2025;24/10/2025;;;;;-9.3149446;-40.0475408;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1179465;ER-CIND-POV-CALCADO 552-RURAL;QLP;CURAÇÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;0;100%;1;1;1;;13/10/2025;13/10/2025;;SIM;NÃO;;-8.5983057;-39.4422582;Ver no Mapa;25/10/2025;25/10/2025;25/10/2025;27/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1204645;AC-CIND-ROD-BA 210-DISTRITO INDUSTRIAL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;MARLOS LOPES ;7.1.1.3;100%;1;1;1;03/10/2025;03/10/2025;03/10/2025;;SIM;NÃO;;-9.4513069;-40.4975867;Ver no Mapa;03/10/2025;03/10/2025;03/10/2025;06/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1159894;UB-CIND-RUA-JUAZEIRO-2;;JUAZEIRO;SETEMBRO;AVANÇO;IMPLANTAÇÃO;PARCIAL;OURO;SANTIAGO;IVONALDO;VICTOR BARROS;7.1.1.5;40%;1;66;;;;;;;SIM;;-9.4665442;-40.4999899;Ver no Mapa;19/08/2025;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1203125;ER-CIND-POV-SERRA DA BOA VISTA 3-RURAL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;GISMARIO;VICTOR BARROS;7.1.2.3;100%;1;1;1;;10/10/2025;10/10/2025;;SIM;NÃO;;-9.9229584;-40.3748457;Ver no Mapa;13/10/2025;13/10/2025;13/10/2025;14/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1212624;AC-CIND-POV-CAMPOS-CAMPOS;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;GISMARIO;MARLOS LOPES ;7.1.2.3;100%;1;1;1;;14/10/2025;14/10/2025;;;NÃO;;-9.3657259;-40.2655602;Ver no Mapa;14/10/2025;14/10/2025;14/10/2025;15/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1116565;MP-CIND-POV-MALVINAS 1000-RURAL-MOD;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;JACSON / FABIO;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;23;23;;20/11/2025;22/11/2025;;SIM;NÃO;;-10.1037102;-42.1469957;Ver no Mapa;20/11/2025;29/11/2025;29/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1187735;AC-CIND-AV-BARAO DO RIO B-QUADRA 19;;REMANSO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;MANUTENÇÃO;MARLOS LOPES ;7.1.1.3;100%;1;1;1;;10/10/2025;10/10/2025;;NÃO;NÃO;2025-110663;-9.6172162;-42.0840119;Ver no Mapa;25/09/2025;10/10/2025;10/10/2025;10/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1181008;RR-CIND-FAZ-S O PEDRO 11-S O PEDRO;;JUAZEIRO;SETEMBRO;AVANÇO;NÃO INICIADA;;;EDIE JONNES;TURMA NOVA;VICTOR BARROS;7.1.2.3;80%;1;21;;08/10/2025;01/10/2025;08/10/2025;;NÃO;;;-9.5961849;-40.4236876;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1153460;MP-CIND-RUA-DOS VERMELHOS-RURAL;;JUAZEIRO;SETEMBRO;AVANÇO;NÃO INICIADA;;;EDIE JONNES;TURMA NOVA;VICTOR BARROS;7.1.2.3;90%;3;26;;18/10/2025;09/10/2025;18/10/2025;;NÃO;;;-9.5992005;-40.3925912;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1132085;ER-SEIN-RUA-DAS FLORES-XIQUE-XIQUE;;PILÃO ARCADO;SETEMBRO;MIGRAR;VISITA PRÉVIA;;OURO;;;MARLOS LOPES ;14.4.12.1;100%;11;26;;;;;;;;;-10.5568842;-42.6234047;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1113834;AC-CIND ESCOLA MUN.DE BREJINHO-RURAL;;PILÃO ARCADO;SETEMBRO;AVANÇO;IMPLANTAÇÃO;;;PAULO JUNIOR;AILTON;MARLOS LOPES ;7.1.2.3;80%;65;416;;17/09/2025;;30/10/2025;;SIM;NÃO;;-9.9331343;-42.9012232;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1172127;UB CIND RUA DO CASCALHO - CENTRO;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;SANTIAGO;JACSON;SANDRO SANTOS;7.1.1.3;100%;1;1;1;;17/11/2025;17/11/2025;;SIM;NÃO;;-9.8360102;-41.7652151;Ver no Mapa;13/11/2025;13/11/2025;13/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
997469;ER-CIND-POV-ALMAS-ALEGRE;;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;OURO;SANTIAGO;JACSON;DIEGO ALMEIDA;14.7.3;100%;2;43;43;;23/09/2025;16/10/2025;;SIM;SIM;;-10.2638619;-41.3329393;Ver no Mapa;15/10/2025;27/10/2025;27/10/2025;27/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1211778;ER-CIND-POV-DO PREDIO-PIRI;;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;FABIO / TURMA NOVA;SANTIAGO;FABIO;SANDRO SANTOS;7.1.2.3;100%;1;40;40;;07/10/2025;16/10/2025;;SIM;NÃO;;-9.790585;-41.377931;Ver no Mapa;07/10/2025;28/10/2025;28/10/2025;28/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1212994;RR-CIND-POV-ALMAS-ALMAS;;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;OURO;SANTIAGO;JACSON;DIEGO ALMEIDA;14.7.3;100%;1;35;35;;04/09/2025;16/10/2025;;SIM;SIM;;-10.2842731;-41.3726258;Ver no Mapa;15/10/2025;24/10/2025;27/10/2025;27/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1126389;LD-CCOL-FAZ.RIACHO-RURAL;;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;4;23;21;;20/10/2025;28/10/2025;;;NÃO;;-9.8162726;-41.7899309;Ver no Mapa;23/10/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1195081;EQ COEL ROD BR 324 RURAL;;REMANSO;SETEMBRO;MIGRAR;NÃO INICIADA;;;ANDERSON;MANUTENÇÃO;MARLOS LOPES ;7.1.2.3;100%;1;2;;;10/09/2025;27/09/2025;;SIM;NÃO;;-9.6019523;-42.0840707;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1187735;AC-CIND-AV-BARAO DO RIO B-QUADRA 19;;REMANSO;SETEMBRO;MIGRAR;NÃO INICIADA;;;ANDERSON;MANUTENÇÃO;MARLOS LOPES ;7.1.1.3;100%;1;1;;25/09/2025;25/09/2025;25/09/2025;;;;2025-110663;-9.6172162;-42.0840119;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1218118;ER-CIND-FAZ-RIACHAO -RURAL;;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;SANTIAGO;FABIO;SANDRO SANTOS;7.1.2.3;100%;1;11;12;;29/10/2025;31/10/2025;;;NÃO;;-9.8167446;-41.7887758;Ver no Mapa;30/10/2025;30/10/2025;30/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1146087;MP-CCOL-FAZ.NOVA TAPUA-RURAL;;REMANSO;SETEMBRO;AVANÇO;LANÇAMENTO;;;JORGE;JORGE;MARLOS LOPES ;14.4.12.1;60%;12;172;;;;;;;NÃO;;-9.4735036;-42.2501527;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1173964;RR-CIND-POV-SALINA GRANDE-RURAL;;REMANSO;SETEMBRO;AVANÇO;LANÇAMENTO;;OURO;JORGE;JORGE;MARLOS LOPES ;14.4.12.1;60%;36;227;;;;;;;NÃO;;-9.419018;-41.92037;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1194453;ER-CIND-POV-PIRI 2---A-RURAL;;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;SANTIAGO;FABIO;SANDRO SANTOS;14.7.3;100%;1;8;8;;16/10/2025;17/10/2025;;;NÃO;;-9.7826969;-41.3917713;Ver no Mapa;22/10/2025;28/10/2025;28/10/2025;29/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1058100;AC-CIND-POV-PONTA DA SERRA-RURAL;;REMANSO;SETEMBRO;AVANÇO;VISITA PRÉVIA;;;RUBEM;RUBEM;MARLOS LOPES ;7.1.2.3;55%;59;380;;;;;;;;;-9.392305;-42.1929795;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
515938;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;;REMANSO;SETEMBRO;MIGRAR;LANÇAMENTO;;;JORGE;JORGE;MARLOS LOPES ;14.4.12.1;100%;93;1.392;;;;;;;SIM;;;;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1219902;ER-CCOL-POV-PIRI-PIRI;;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;SANTIAGO;FABIO;SANDRO SANTOS;7.1.2.3;100%;1;8;3;;27/10/2025;27/10/2025;;;NÃO;;-9.8046956;-41.4393394;Ver no Mapa;27/10/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1221230;ER-CIND-POV-DE ALGODAO NOVO 76-RURAL;;SOBRADINHO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;SANDRO SANTOS;7.1.2.3;100%;1;1;1;;09/10/2025;09/10/2025;;SIM;NÃO;;-9.4871816;-40.9838061;Ver no Mapa;13/10/2025;13/10/2025;13/10/2025;14/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1221127;AC-CIND-FAZ-TATAUI 1-RURAL;;SOBRADINHO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;SANDRO SANTOS;7.1.2.3;100%;1;1;1;;09/10/2025;09/10/2025;;SIM;NÃO;;-9.448421;-40.762391;Ver no Mapa;09/10/2025;14/10/2025;14/10/2025;14/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1212994;RR-CIND-POV-ALMAS-ALMAS;;SENTO SÉ;SETEMBRO;MIGRAR;IMPLANTAÇÃO;;OURO;SANTIAGO;JACSON;DIEGO ALMEIDA;14.7.3;100%;1;35;;;04/09/2025;22/09/2025;;NÃO;;;-10.2842731;-41.3726258;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1217896;ER-CIND-POV-CAPIM GROSSO-CAPIM GROSSO;;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;0;0;;30/10/2025;30/10/2025;;;NÃO;;-10.3131784;-41.8590184;Ver no Mapa;30/10/2025;30/10/2025;30/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1182181;ER-CIND-FAZ-DO CANTO 1-A-RURAL-CURACA;;CURAÇÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;1;1;1;;10/09/2025;10/09/2025;;SIM;NÃO;;-9.0139747;-39.9234207;Ver no Mapa;19/09/2025;19/09/2025;19/09/2025;19/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
997469;ER-CIND-POV-ALMAS-ALEGRE;;SENTO SÉ;SETEMBRO;MIGRAR;LOCADA;;OURO;SANTIAGO;JACSON;DIEGO ALMEIDA;14.7.3;100%;2;43;;;23/09/2025;30/09/2025;;NÃO;;;-10.2638619;-41.3329393;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1175575;AC-CIND-POV-LAGOA GRANDE-RURAL;;SOBRADINHO;SETEMBRO;MIGRAR;VISITA PRÉVIA;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.2.3;100%;1;5;;10/09/2025;10/09/2025;29/09/2025;;;;;-9.5095062;-40.7745147;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1216207;AC-CIND-FAZ-SURUBIM 33-RURAL;;CURAÇÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;1;1;1;;17/09/2025;17/09/2025;;SIM;NÃO;;-8.8554171;-39.8999118;Ver no Mapa;30/09/2025;30/09/2025;30/09/2025;01/10/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1191546;IE-RELIGADOR-NCU-01Z4-B360628;;JUAZEIRO;SETEMBRO;CONCLUÍDA;ENERGIZADA;;EQUIPAMENTO;SANTIAGO;PAULO;VICTOR BARROS;8.2.2.3;100%;1;1;1;;05/09/2025;09/09/2025;;SIM;;;-9.5864444;-40.6077291;Ver no Mapa;;;11/09/2025;12/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1146807;NT-RECOND-SBO-01S4-D134830-Q023936;;SOBRADINHO;SETEMBRO;MIGRAR;ESCAVAÇÃO;;FALTOU POSTE;ANDERSON;MANUTENÇÃO;DIEGO ALMEIDA;8.4.1.1;100%;1;2;;;10/09/2025;11/09/2025;19/09/2025;SIM;;;-9.5366625;-40.9057719;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1211868;ER-CIND-POV-SALGADINHA-SALGADINHA;;SOBRADINHO;SETEMBRO;MIGRAR;NÃO INICIADA;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.2.3;100%;1;2;;30/09/2025;30/09/2025;30/09/2025;;;;;-9.7731554;-40.9472304;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1120277;MP-CCOL-RUA 03-RURAL;;SENTO SÉ;SETEMBRO;CONCLUÍDA;ENERGIZADA;;;SANTIAGO;FABIO;SANDRO SANTOS;7.1.2.3;100%;1;23;28;;;;;SIM;SIM;;-9.75338;-41.8858;Ver no Mapa;;;03/09/2025;03/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1207641;AC-CIND-ROD-LOMANTO JUNIOR-D INDUST;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;VICTOR BARROS;7.1.1.3;100%;1;1;0;04/10/2025;04/10/2025;04/10/2025;;SIM;NÃO;;-9.4575426;-40.4847795;Ver no Mapa;04/10/2025;04/10/2025;04/10/2025;06/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1211884;AC-GRUA-AV-RAUL ALVES-SANTO ANTONIO;;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;VICTOR BARROS;7.1.1.3;100%;;1;;;23/09/2025;23/09/2025;;SIM;NÃO;;-9.4180224;-40.507459;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1182825;ER-CIND-POV-TATAUI-RURAL- SOBRADINHO;GOVERNO;SOBRADINHO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;SANDRO SANTOS;14.4.12.1;100%;1;5;5;;17/11/2025;18/11/2025;;NÃO;NÃO;;-9.5313599;-40.8351835;Ver no Mapa;10/11/2025;14/11/2025;14/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1209633;ER-CIND-POV-CARRO QUEBRADO-RURAL;;UAUÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;1;;19/09/2025;19/09/2025;19/09/2025;;SIM;NÃO;;-9.7212662;-39.4896367;Ver no Mapa;19/09/2025;19/09/2025;19/09/2025;19/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1129557;IT-GRUA-FAZ-SAO GONCALO-RURAL;;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;SOLICITAÇÃO EDVALDO 18/09 SO LV;ANDERSON;ITALO LV;;7.1.6.3;100%;1;1;;;;;;SIM;NÃO;;-9.456333;-40.710528;Ver no Mapa;23/07/2025;22/09/2025;22/09/2025;23/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1195955;ER-CIND-POV-MARIA PRETA 200-MARIA PRETA;;UAUÁ;SETEMBRO;MIGRAR;LANÇAMENTO;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;6;;12/09/2025 E 30/09/2025;12/09/2025;30/09/2025;;NÃO;;;-9.8345323;-39.4149137;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1144762;PT UAU 34 5 13 8KV;;UAUÁ;SETEMBRO;AVANÇO;VISITA PRÉVIA;;;SANTIAGO;JUAREZ;CARLOS EDUARDO;1.2.2.2.3;50%;1;6;;17/09/2025;15/09/2025;17/09/2025;;NÃO;;;-9.8468026;-39.4664253;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1210327;ER-CIND-POV-CAITITUS-CAITITUS;;UAUÁ;SETEMBRO;AVANÇO;VISITA PRÉVIA;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;80%;1;20;;;15/09/2025;15/10/2025;;;;;-9.9312168;-39.3249672;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1141961;MP-CIND-FAZ RIACHO DO SALGADO-RURAL;;UAUÁ;SETEMBRO;MIGRAR;NÃO INICIADA;;;EDIE JONNES;;CARLOS EDUARDO;14.7.2;100%;1;14;;;22/09/2025;20/10/2025;;;;;-10.0231278;-39.4902749;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1165158;IE-RUA-DO CONSELHEIRO-RURAL;;UAUÁ;SETEMBRO;AVANÇO;NÃO INICIADA;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;1.2.1.1.3;50%;1;3;;;08/09/2025;09/09/2025;;SIM;;;-9.9754872;-39.4990407;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1081812;AC-CIND-CO-COLINA DO RIO-PEDRA DO LORD 📸;QLP;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;IVONALDO;JUAREZ;VICTOR BARROS;7.1.1.3;100%;1;2;;09/12/2025;09/12/2025;09/12/2025;;;NÃO;;-9.4223662;-40.5323639;Ver no Mapa;09/12/2025;09/12/2025;09/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1173811;ER-CIND-FAZ-LAPAO-RURAL;;UAUÁ;SETEMBRO;MIGRAR;NÃO INICIADA;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;2;;24/09/2025;24/09/2025;24/09/2025;;NÃO;;;-9.810783;-39.600581;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1216145;ER-CIND-POV- ITAMOTINGA-JUAZEIRO;PRIORIDADE PLANO ANEEL;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;IVONALDO;PEDRO LINO;VICTOR BARROS;7.1.2.3;100%;1;1;;;05/12/2025;09/12/2025;;SIM;NÃO;;-9.2795581;-40.3088353;Ver no Mapa;11/12/2025;11/12/2025;12/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1222325;AC-CIND-LOT-N SRA DAS GROTAS-QUIDE;PRIORIDADE PLANO ANEEL;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;NOVO DESLIGAMENTO/ SEM CABO E TRAFO;IVONALDO;JUAREZ;VICTOR BARROS;;100%;1;0;;10/12/2025;10/12/2025;10/12/2025;;;NÃO;;-9.4304034;-40.51559041;Ver no Mapa;10/12/2025;22/12/2025;22/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1182439;AC-CIND-ET-DA ADUT CARAIBA 100-CH UNIDAS;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;GISMARIO;VICTOR BARROS;7.1.2.3;100%;1;0;0;06/10/2025;06/10/2025;06/10/2025;;NÃO;NÃO;;-9.5016769;-40.4351111;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1198655;ER-CIND-CJN-PROJETO CURACA 2-CT-CURACA I;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;MARLOS LOPES ;7.1.2.3;100%;1;0;0;10/10/2025;10/10/2025;10/10/2025;;SIM;NÃO;;-9.142107;-40.09028;Ver no Mapa;10/10/2025;14/10/2025;14/10/2025;14/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1161869;ER-CIND-FAZ-MASSAYO -RURAL📸;REPUTACIONAL;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;IVONALDO;PEDRO LINO;VICTOR BARROS;7.1.2.3;100%;0;4;;;08/12/2025;12/12/2025;;SIM;SIM;;-9.4692888;-40.4739534;Ver no Mapa;04/12/2025;16/12/2025;16/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1172044;RR - CIND FAZ RURAL - SISTEMA MANICOBA;PRIORIDADE PLANO ANEEL;JUAZEIRO;DEZEMBRO;PROGRAMADA;NÃO INICIADA;;;RODRIGUES;CARLOS EDUARDO;CARLOS EDUARDO;14.7.3;100%;2;27;;;15/12/2025;30/12/2025;;;NÃO;;-9.2331809;-40.2847471;Ver no Mapa;;;;;;JUAZEIRO;2025-12-01;Consolidado;N/A
