PROJETO_FATO;Carteira;COORD;TÍTULO;MUNICIPIO;STATUS;CLIET.;PSTP;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVNP;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;TITULO;CRITERIO;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;RESPONSÁVEL;CLIENTE;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERG. INFORMADA;OBS.1
1197173;08/01/2025;JUAZEIRO;IS-COEL-AV-MARIA DA G DE JESUS-J VITOR;JUAZEIRO;NÃO DEFINIDO;0;8;;;;;100%;04/08/2025;20/08/2025;MANUTENÇÃO;ANDERSON;DIEGO CARVALHO;-9,4257618;-40,5179067;EM EXECUÇÃO;;R$ 13.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
1129174;08/01/2025;JUAZEIRO;MP CIND POV LAGOINHA RURAL;PILÃO ARCADO;DETONAÇÃO;5;36;36;24;9;14.4.12.1;100%;04/08/2025;30/08/2025;AILTON / MAURICIO;PAULO JUNIOR;MARLOS PEREIRA;-9,7333667;-42,6795551;CONCLUIDA;;R$ 61.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1171596;08/01/2025;JUAZEIRO;ER-CIND-POV-BARRA GRANDE-RURAL;CURAÇÁ;NÃO DEFINIDO;1;12;;;;7.1.2.3;100%;18/08/2025;22/08/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,0727654;-39,9699296;NÃO INICIADA;;R$ 20.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1205921;08/01/2025;JUAZEIRO;ER-CIND-POV-TELHEIRO-TELHEIRO;REMANSO;NÃO DEFINIDO;1;1;1;;;7.1.2.3;100%;;;;JORGE;MARLOS PEREIRA;-9,9187261;-42,3338458;CONCLUIDA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1129437;08/01/2025;JUAZEIRO;LD CIND FAZ MANI OBA VELHA RURAL;JUAZEIRO;NÃO DEFINIDO;1;15;;;;;100%;11/08/2025;15/08/2025;PEDRO LINO;EDIE JONNES;VICTOR COSTA;-9,2458864;-40,2915467;NÃO INICIADA;;R$ 25.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1092651;08/01/2025;JUAZEIRO;MP-CCOL-RUA DA CONCEIÇÃO-RURAL;SENTO SÉ;NÃO DEFINIDO;3;15;;;;14.4.12.1;100%;06/08/2025;14/08/2025;JACSON;RODRIGUES;SANDRO DUARTE;-9,8048531;-41,4354007;NÃO INICIADA;;R$ 25.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1187854;08/01/2025;JUAZEIRO;AC-CIND-POV CURRAL RAMOS-CURRAL RAMOS;REMANSO;NÃO DEFINIDO;1;2;2;;;7.1.1.3;100%;;;;PAULO JUNIOR;MARLOS PEREIRA;0;0;CONCLUIDA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1198350;08/01/2025;JUAZEIRO;ER-CCOL-RUA-04 AGROVILA-PEDRA BRANCA;CURAÇÁ;NÃO DEFINIDO;0;18;;;;7.1.2.3;100%;15/08/2025;23/08/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-8,6656868;-39,4263194;NÃO INICIADA;;R$ 30.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
1120277;08/01/2025;JUAZEIRO;MP-CCOL-RUA 03-RURAL;SENTO SÉ;NÃO DEFINIDO;1;23;;;;7.1.2.3;100%;18/08/2025;27/08/2025;FABIO;RODRIGUES;SANDRO DUARTE;-9,75338;-41,8858;EM EXECUÇÃO;;R$ 39.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1116565;08/01/2025;JUAZEIRO;MP-CIND-POV-MALVINAS 1000-RURAL-MOD;SENTO SÉ;NÃO DEFINIDO;1;23;;;;7.1.2.3;100%;25/08/2025;30/08/2025;FABIO;RODRIGUES;SANDRO DUARTE;-10,1037102;-42,1469957;NÃO INICIADA;;R$ 39.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1119147;08/01/2025;JUAZEIRO;MP - CIND - POV. JATOBÁ - RURAL;REMANSO;NÃO DEFINIDO;10;73;73;;;14.4.12.1;100%;30/07/2025;20/08/2025;SILVONEY;PAULO JUNIOR;MARLOS PEREIRA;-9,5921738;-42,2453811;CONCLUIDA;;R$ 124.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1175810;08/01/2025;JUAZEIRO;ER-CIND-RUA-DO ASFALTO-PIRI;SENTO SÉ;NÃO DEFINIDO;3;30;30;;;14.4.12.1;100%;15/08/2025;23/08/2025;JACSON;RODRIGUES;SANDRO DUARTE;-9,804664;-41,4405946;CONCLUIDA;;R$ 51.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
1118538;08/01/2025;JUAZEIRO;ER-CIND-POV-PINHOES-CENTRO;JUAZEIRO;NÃO DEFINIDO;1;24;;;;;100%;25/08/2025;30/08/2025;PAULO;EDIE JONNES;VICTOR COSTA;-9,5667254;-39,9208861;NÃO INICIADA;;R$ 40.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1132085;08/01/2025;JUAZEIRO;ER-SEIN-RUA-DAS FLORES-XIQUE-XIQUE;PILÃO ARCADO;NÃO DEFINIDO;11;26;;;;14.4.12.1;50%;;;;PAULO JUNIOR;DEBORAH LUMA;-10,5569;-42,6234;NÃO INICIADA;;R$ 44.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1087208;08/01/2025;JUAZEIRO;LD CIND ROD BA 210 RURAL;SENTO SÉ;NÃO DEFINIDO;4;32;29;;;14.4.12.1;100%;05/08/2025;20/08/2025;FABIO;RODRIGUES;SANDRO DUARTE;-9,8627895;-41,7991658;CONCLUIDA;;R$ 54.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1167478;08/01/2025;JUAZEIRO;ER-CIND-POV-CANAA 3-RURAL;SOBRADINHO;NÃO DEFINIDO;0;0;0;;;7.1.2.3;100%;05/08/2025;11/08/2025;PEDRO LINO ;ANDERSON;SANDRO DUARTE;-9,5178207;-40,8168339;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1189286;08/01/2025;JUAZEIRO;AC-CIND-POV-ALGODAO VELHO-ALGODAO VELHO;SOBRADINHO;NÃO DEFINIDO;1;0;0;;;7.1.2.3;100%;25/08/2025;26/08/2025;PEDRO LINO ;ANDERSON;SANDRO DUARTE;-9,4892458;-40,9372263;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1173118;08/01/2025;JUAZEIRO;ER-CIND-FAZ-SERRA BRANCA-RURAL-SENTO SE;SENTO SÉ;NÃO DEFINIDO;1;31;;;;14.4.12.1;50%;25/08/2025;29/09/2025;JACSON;RODRIGUES;SANDRO DUARTE;-10,6688349;-41,7234453;NÃO INICIADA;;R$ 52.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1203075;08/01/2025;JUAZEIRO;UB-CIND-RUA-05 QDA-VILA SAO JOAQUIM;SOBRADINHO;NÃO DEFINIDO;2;2;2;;;7.1.1.3;100%;04/08/2025;09/08/2025;JUAREZ;RODRIGUES;SANDRO DUARTE;-9,4707912;-40,7903158;CONCLUIDA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1180176;08/01/2025;JUAZEIRO;ER-CIND-FAZ-OURICURI-UAUA;UAUÁ;NÃO DEFINIDO;1;1;1;;;7.1.2.3;100%;15/08/2025;23/08/2025;MANUTENÇÃO;ANDERSON;CARLOS EDUARDO;-9,8461864;-39,6618246;CONCLUIDA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1193249;08/01/2025;JUAZEIRO;UB-CIND-RUA-S O PAULO 999-D-CENTRO;UAUÁ;NÃO DEFINIDO;1;1;1;;;7.1.1.3;100%;18/08/2025;23/08/2025;RUBEILTON;EDIE JONNES;CARLOS EDUARDO;-9,8368676;-39,4781102;CONCLUIDA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
0997469;08/01/2025;JUAZEIRO;ER-CIND-POV-ALMAS-ALEGRE;SENTO SÉ;NÃO DEFINIDO;2;43;;;;7.1.2.3;50%;;;ESCAVAÇÃO;RODRIGUES;SANDRO DUARTE;-10,2638619;-41,3329393;NÃO INICIADA;;R$ 73.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1159894;08/01/2025;JUAZEIRO;UB-CIND-RUA-JUAZEIRO-2;JUAZEIRO;NÃO DEFINIDO;0;66;;;;7.1.1.3;25%;04/08/2025;29/11/2025;IVONALDO;SANTIAGO;VICTOR COSTA;-9,4665442;-40,4999899;NÃO INICIADA;;R$ 112.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1103537;08/01/2025;JUAZEIRO;MP-CIND-FAZ-DOS LOIOLAS-RURAL;UAUÁ;NÃO DEFINIDO;1;23;23;;;14.4.12.1;100%;23/08/2025;29/08/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-10,1413335;-39,485266;CONCLUIDA;;R$ 39.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1194918;08/01/2025;JUAZEIRO;ER-SEIN-FAZ-ALGODAO-ALGODAO;UAUÁ;NÃO DEFINIDO;0;31;32;;;7.1.2.3;100%;08/08/2025;19/08/2025;RUBEILTON;EDIE JONNES;CARLOS EDUARDO;-9,8305908;-39,25449;CONCLUIDA;;R$ 52.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1120926;08/01/2025;JUAZEIRO;MP CIND POV MANTEIGA RURAL MOD;REMANSO;NÃO DEFINIDO;17;111;;;;14.4.12.1;33%;21/08/2025;30/09/2025;SILVONEY;PAULO JUNIOR;MARLOS PEREIRA;-9,5834495;-42,1018369;NÃO INICIADA;;R$ 188.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1128536;08/01/2025;JUAZEIRO;MP-CCOL-POV-XIQUE XIQUE-RURAL;CASA NOVA;NÃO DEFINIDO;17;166;;;;14.4.12.1;40%;18/08/2025;27/12/2025;FERNANDO;SANTIAGO;DIEGO CARVALHO;-9,6263923;-41,838502;NÃO INICIADA;;R$ 282.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1146087;08/01/2025;JUAZEIRO;MP-CCOL-FAZ.NOVA TAPUA-RURAL;REMANSO;NÃO DEFINIDO;12;172;;;;7.1.2.3;10%;;;;JORGE;;;;EM EXECUÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;
1173964;08/01/2025;JUAZEIRO;RR-CIND-POV-SALINA GRANDE-RURAL;REMANSO;NÃO DEFINIDO;36;227;;;;14.4.12.1;50%;;;JORGE;JORGE;MARLOS PEREIRA;0;0;NÃO INICIADA;;R$ 385.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1058100;08/01/2025;JUAZEIRO;AC-CIND-POV-PONTA DA SERRA-RURAL;REMANSO;NÃO DEFINIDO;59;380;;;;7.1.2.3;40%;;;RUBEM;RUBEM;MARLOS PEREIRA;-9,392305;-42,1929795;NÃO INICIADA;;R$ 646.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
1113834;08/01/2025;JUAZEIRO;AC-CIND ESCOLA MUN.DE BREJINHO-RURAL;PILÃO ARCADO;NÃO DEFINIDO;65;416;;;;7.1.2.3;75%;;30/09/2025;AILTON / MAURICIO;PAULO JUNIOR;MARLOS PEREIRA;-9,9331343;-42,9012232;EM EXECUÇÃO;;R$ 707.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
0515938;08/01/2025;JUAZEIRO;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;REMANSO;NÃO DEFINIDO;93;1392;;;;14.4.12.1;100%;;;JORGE;JORGE;MARLOS PEREIRA;0;0;NÃO INICIADA;;R$ 2.366.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1101887;08/01/2025;JUAZEIRO;IE 01V2 NOVA TOURÃO RURAL EQUIP  N61580;JUAZEIRO;NÃO DEFINIDO;0;2;2;;;PLANO 1;100%;;;IVONALDO;SANTIAGO;;;;EM EXECUÇÃO;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1219676;08/01/2025;JUAZEIRO;ER-CIND-POV-SABIA II-RURAL;JUAZEIRO;OURO;1;2;;;;7.1.2.3;100%;01/09/2025;01/09/2025;MICHEL;MICHEL;VICTOR BARROS;#N/D;#N/D;CONCLUIDA;26/08/2025;;;;;;;;;;;;;;;;;;;;;;;;;;
1197173;09/01/2025;JUAZEIRO;IS-COEL-AV-MARIA DA G DE JESUS-J VITOR;JUAZEIRO;NÃO DEFINIDO;0;8;;;;8.6.2003;100%;01/09/2025;05/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;-9.425685;-40.5172658;CONCLUIDA;;R$ 13.600,00;;;;;;04/09/2025;;;;;;;;;;;;;;;;;;;
1166448;09/01/2025;JUAZEIRO;RU-CIND-AV-1-QDL-N33-DESTRITO INDUSTRIAL;JUAZEIRO;NÃO DEFINIDO;1;0;;;;7.1.1.3;100%;05/09/2025;05/09/2025;ITALO LV;ANDERSON;SANDRO SANTOS;-9.45761486;-40.487645;CONCLUIDA;;R$ 0,00;;;R$ 1.606,00;;;;;;;;;;;;;;;;;;;;;;
1196624;09/01/2025;JUAZEIRO;AC-CIND-RUA-MALHADA DA AREIA-MALHADA DA;JUAZEIRO;NÃO DEFINIDO;1;0;;;;7.1.1.3;100%;27/08/2025;06/09/2025;MANUTENÇÃO;ANDERSON;VICTOR BARROS;-9.4449179;-40.5157863;EM EXECUÇÃO;;R$ 0,00;;;;;;27/09/2025;;;;;;;;;;;;;;;;;;;
1182387;09/01/2025;JUAZEIRO;ER-CIND-FAZ-TOGUEMBURGO-SANTANA RURAL;SOBRADINHO;NÃO DEFINIDO;1;2;;;;7.1.2.3;100%;06/09/2025;06/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,525592;-40,7644843;CONCLUIDA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1212274;09/01/2025;JUAZEIRO;ER-CIND-POV-LAGOA GRANDE 9999-RURAL;SOBRADINHO;NÃO DEFINIDO;;2;;;;14.7.2003;100%;06/09/2025;06/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9.5719662;-40.7752113;CONCLUIDA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1032275;09/01/2025;JUAZEIRO;ER-CIND-POV-PONTAL-RURAL;JUAZEIRO;OURO;1;6;;;;14.4.12.1;100%;02/09/2025;10/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;-9,0742368;-40,2047431;EM EXECUÇÃO;;R$ 10.200,00;;;;;;03/09/2025;;;;;;;;;;;;;;;;;;;
1142581;09/01/2025;JUAZEIRO;RC-CIND-AV-08 150-QUIDE;JUAZEIRO;OURO;0;5;8;;;8.3.2.3;100%;04/09/2025;10/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;0;0;CONCLUIDA;;R$ 8.500,00;;;;;;05/09/2025;;;;;;;;;;;;;;;;;;;
1217996;09/01/2025;JUAZEIRO;IT-CIND-RUA-CINCO-CENTRO;JUAZEIRO;OURO;0;6;;;;7.1.1.3;100%;01/09/2025;12/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;#N/D;#N/D;ESCAVAÇÃO;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1187735;09/01/2025;JUAZEIRO;AC-CIND-AV-BARAO DO RIO B-QUADRA 19;REMANSO;NÃO DEFINIDO;0;1;;;;7.1.1.3;100%;16/09/2025;16/09/2025;MANUTENÇÃO;ANDERSON;MARLOS LOPES ;-9,6172162;-42,0840119;ESCAVAÇÃO;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1209983;09/01/2025;JUAZEIRO;AC-CIND-RUA-05 QDA N 22-VILA SAO JOAQUIM;SOBRADINHO;NÃO DEFINIDO;1;3;;;;7.1.1.3;100%;15/09/2025;16/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,4673387;-40,7933262;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1195222;09/01/2025;JUAZEIRO;UB-CIND-RUA-02 QSA S 19-VILA S O JOAQUIM;SOBRADINHO;NÃO DEFINIDO;1;3;;;;7.1.1.3;100%;17/09/2025;18/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,4702329;-40,7949487;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1146807;09/01/2025;JUAZEIRO;NT-RECOND-SBO-01S4-D134830-Q023936;SOBRADINHO;NÃO DEFINIDO;0;2;;;;8.4.1.1;100%;10/09/2025;19/09/2025;MANUTENÇÃO;ANDERSON;DIEGO ALMEIDA;-9,5366625;-40,9057719;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1185166;09/01/2025;JUAZEIRO;AC-CIND-FAZ-SÃO JOAQUIM-RURAL;SOBRADINHO;NÃO DEFINIDO;1;3;;;;7.1.2.3;100%;19/09/2025;20/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,4627287;-40,8772378;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1184453;09/01/2025;JUAZEIRO;ER-CIND-POV-PINHOES-PINHOES;JUAZEIRO;NÃO DEFINIDO;1;4;;;;7.1.2.3;100%;15/09/2025;20/09/2025;MANUTENÇÃO;ANDERSON;VICTOR BARROS;-9,5304595;-39,9539396;NÃO INICIADA;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1198741;09/01/2025;JUAZEIRO;UB-CIND-RCL-RUA-RUA DILSON VIEIRA-VILA;REMANSO;NÃO DEFINIDO;11;10;;;;7.1.1.3;100%;01/09/2025;20/09/2025;MANUTENÇÃO;ANDERSON;MARLOS LOPES ;-9,6063923;-42,0927632;NÃO INICIADA;;R$ 17.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
1176249;09/01/2025;JUAZEIRO;ER-CIND-POV-TATAUI-RURAL-SOBRADINHO;SOBRADINHO;NÃO DEFINIDO;0;4;;;;7.1.2.3;100%;22/09/2025;22/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,524956;-40,8539064;NÃO INICIADA;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1211884;09/01/2025;JUAZEIRO;AC-GRUA-AV-RAUL ALVES-SANTO ANTONIO;JUAZEIRO;NÃO DEFINIDO;;1;;;;7.1.1.3;100%;23/09/2025;23/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;-9.4180224;-40.507459;NÃO INICIADA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1163416;09/01/2025;JUAZEIRO;ER CIND POV JUNCO SALITRE RURAL;JUAZEIRO;NÃO DEFINIDO;1;4;;;;14.4.12.1;100%;24/09/2025;25/09/2025;PEDRO LINO;ANDERSON;SANDRO SANTOS;-9.6748125;-40.6029115;NÃO INICIADA;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1205723;09/01/2025;JUAZEIRO;AC-CIND-POV-PINHOES-PINHOES;JUAZEIRO;NÃO DEFINIDO;1;0;;;;7.1.2.3;100%;09/09/2025;26/09/2025;PEDRO LINO;ANDERSON;VICTOR BARROS;0;0;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1195081;09/01/2025;JUAZEIRO;EQ COEL ROD BR 324 RURAL;REMANSO;NÃO DEFINIDO;0;2;;;;7.1.2.3;100%;10/09/2025;27/09/2025;MANUTENÇÃO;ANDERSON;MARLOS LOPES ;-9,6019523;-42,0840707;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1175575;09/01/2025;JUAZEIRO;AC-CIND-POV-LAGOA GRANDE-RURAL;SOBRADINHO;NÃO DEFINIDO;1;5;;;;7.1.2.3;100%;10/09/2025;29/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;-9,5095062;-40,7745147;NÃO INICIADA;;R$ 8.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1211868;09/01/2025;JUAZEIRO;ER-CIND-POV-SALGADINHA-SALGADINHA;SOBRADINHO;NÃO DEFINIDO;1;2;;;;7.1.2.3;100%;30/09/2025;30/09/2025;PEDRO LINO;ANDERSON;DIEGO ALMEIDA;0;0;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1171596;09/01/2025;JUAZEIRO;ER-CIND-POV-BARRA GRANDE-RURAL;CURAÇÁ;NÃO DEFINIDO;1;12;;;;14.7.2003;100%;18/09/2025;06/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9.0727654;-39.9699296;CONCLUIDA;;R$ 20.400,00;;;;;;23/09/2025;;;;;;;;;;;;;;;;;;;
1165158;09/01/2025;JUAZEIRO;IE-RUA-DO CONSELHEIRO-RURAL;UAUÁ;NÃO DEFINIDO;0;3;;;;1.2.1.1.3;50%;08/09/2025;09/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,9754872;-39,4990407;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1182181;09/01/2025;JUAZEIRO;ER-CIND-FAZ-DO CANTO 1-A-RURAL-CURACA;CURAÇÁ;NÃO DEFINIDO;1;1;;;;7.1.2.3;100%;10/09/2025;10/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9,0139747;-39,9234207;NÃO INICIADA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1206271;09/01/2025;JUAZEIRO;UB-CIND-AV-ACM 425-CURACA 1;CURAÇÁ;NÃO DEFINIDO;1;4;;;;7.1.1.3;100%;12/09/2025;12/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-8,9974759;-39,9028056;NÃO INICIADA;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1178440;09/01/2025;JUAZEIRO;AC-CIND-REG FV-POV-TANQUE NOVO-RURAL;JUAZEIRO;NÃO DEFINIDO;1;26;;;;7.1.2.3;100%;03/09/2025;15/09/2025;GISMARIO;EDIE JONNES;VICTOR BARROS;-9,447105;-39,86499;NÃO INICIADA;;R$ 44.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1088643;09/01/2025;JUAZEIRO;MP CIND FAZ CARIRI RURAL;UAUÁ;OURO;1;29;;;;14.4.12.1;100%;12/09/2025;15/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,9090698;-39,357881;NÃO INICIADA;;R$ 49.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1215350;09/01/2025;JUAZEIRO;AC-GOVE-RUA-7 DE SETEMBRO-CENTRO;UAUÁ;NÃO DEFINIDO;0;2;;;;7.1.1.3;100%;16/09/2025;16/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;0;0;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1199956;09/01/2025;JUAZEIRO;ER-CIND-FAZ-MACAMBIRA-RURAL;CURAÇÁ;NÃO DEFINIDO;1;6;;;;7.1.2.3;100%;15/09/2025;16/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-8,9702533;-39,823905;NÃO INICIADA;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1206677;09/01/2025;JUAZEIRO;RR CIND FZ MACHADO PINHOES;JUAZEIRO;NÃO DEFINIDO;1;2;;;;7.1.2.3;100%;16/09/2025;16/09/2025;GISMARIO;EDIE JONNES;VICTOR BARROS;-9,5913002;-39,8762128;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1216207;09/01/2025;JUAZEIRO;AC-CIND-FAZ-SURUBIM 33-RURAL;CURAÇÁ;NÃO DEFINIDO;0;1;;;;7.1.2.3;100%;17/09/2025;17/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;0;0;NÃO INICIADA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1170033;09/01/2025;JUAZEIRO;ER-CIND-RUA-S O PAULO-CENTRO-LA DO PIRES;UAUÁ;NÃO DEFINIDO;1;10;;;;37816;100%;15/09/2025;18/09/2025;TURMA NOVA;EDIE JONNES;CARLOS EDUARDO;-10,0160719;-39,488488;NÃO INICIADA;;R$ 17.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
1209633;09/01/2025;JUAZEIRO;ER-CIND-POV-CARRO QUEBRADO-RURAL;UAUÁ;NÃO DEFINIDO;1;1;;;;7.1.2.3;100%;19/09/2025;19/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,7212662;-39,4896367;NÃO INICIADA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1194738;09/01/2025;JUAZEIRO;ER-CIND-POV-CALDEIRAO DO LALAU-CALDEIRAO;UAUÁ;NÃO DEFINIDO;1;4;;;;7.1.2.3;100%;23/09/2025;23/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,7860976;-39,6467436;NÃO INICIADA;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1173811;09/01/2025;JUAZEIRO;ER-CIND-FAZ-LAPAO-RURAL;UAUÁ;NÃO DEFINIDO;0;2;;;;7.1.2.3;100%;24/09/2025;24/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,810783;-39,600581;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1139386;09/01/2025;JUAZEIRO;MP-CIND-POV PINHOES-RURAL;JUAZEIRO;NÃO DEFINIDO;1;23;;;;7.1.2.3;100%;15/09/2025;24/09/2025;GISMARIO;EDIE JONNES;VICTOR BARROS;-9,5917851;-39,8765429;NÃO INICIADA;;R$ 39.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1200943;09/01/2025;JUAZEIRO;AC-CIND-FAZ-JURITI I-RURAL CURACA;CURAÇÁ;NÃO DEFINIDO;0;3;;;;7.1.2.3;100%;11/09/2025;26/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9,043645;-39,9484788;NÃO INICIADA;;R$ 5.100,00;;;;;;11/09/2025;;;;;;;;;;;;;;;;;;;
1206973;09/01/2025;JUAZEIRO;RR-GRUA-FAZ-JURITI-RURAL-CURACA;CURAÇÁ;OURO;0;4;;;;7.1.2.3;100%;03/09/2025;26/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9,055737;-39,9652039;NÃO INICIADA;;R$ 6.800,00;;;;;;05/09/2025;;;;;;;;;;;;;;;;;;;
1177271;09/01/2025;JUAZEIRO;RR-GRUA-POV-CURACA EB 06 KM085-RURAL;CURAÇÁ;OURO;0;6;;;;7.1.2.3;100%;24/09/2025;26/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9,0731065;-39,9175208;NÃO INICIADA;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
